Date,Maximum Demand (in MW)
6/21/19,41581.594
6/22/19,40992.984
6/23/19,38370.098
6/24/19,41946.766
6/25/19,43083.246
6/26/19,43829.5
6/27/19,43532.879
6/28/19,42577.906
6/29/19,42307.477
6/30/19,38942.324
7/1/19,42494.75
7/2/19,43428.648
7/3/19,43536.969
7/4/19,42252.559
7/5/19,41706.051
7/6/19,39747.551
7/7/19,35748.961
7/8/19,39228.328
7/9/19,39519.574
7/10/19,41123.805
7/11/19,41663.477
7/12/19,41575.148
7/13/19,40637.43
7/14/19,37951.105
7/15/19,41422.609
7/16/19,41169.855
7/17/19,41233.609
7/18/19,41861.844
7/19/19,42026.074
7/20/19,40301.371
7/21/19,37620.484
7/22/19,41030.563
7/23/19,42448.941
7/24/19,42636.343
7/25/19,42386.535
7/26/19,42264.938
7/27/19,41203.121
7/28/19,37941.457
7/29/19,41796.052
7/30/19,42259.002
7/31/19,42591.574
8/1/19,42831.914
8/2/19,42690.119
8/3/19,39455.22
8/4/19,36547.677
8/5/19,40446.078
8/6/19,41161.394
8/7/19,41614.137
8/8/19,42574.996
8/9/19,42382.156
8/10/19,41702.815
8/11/19,38378.372
8/12/19,42829.891
8/13/19,42582.637
8/14/19,40858.203
8/15/19,41476.043
8/16/19,41550.251
8/17/19,40862.099
8/18/19,38801.867
8/19/19,41105.57
8/20/19,41556.344
8/21/19,41962.24
8/22/19,41868.047
8/23/19,41329.792
8/24/19,40561.747
8/25/19,37608.336
8/26/19,41316.859
8/27/19,41943.485
8/28/19,41682.254
8/29/19,42390.539
8/30/19,42574.111
8/31/19,42062.184
9/1/19,38317.324
9/2/19,42630.793
9/3/19,42974.973
9/4/19,42572.199
9/5/19,41584.797
9/6/19,41366.047
9/7/19,39531.184
9/8/19,39721.402
9/9/19,44167.43
9/10/19,45805.52
9/11/19,46807.637
9/12/19,47972.48
9/13/19,44093.133
9/14/19,42759.279
9/15/19,40828.07
9/16/19,46565.7
9/17/19,48162.571
9/18/19,48378.442
9/19/19,47170.81
9/20/19,46705.289
9/21/19,42415.56
9/22/19,38435.586
9/23/19,41710.1
9/24/19,42937.304
9/25/19,42626.26
9/26/19,42994.25
9/27/19,42486.93
9/28/19,40475.5
9/29/19,37931.82
9/30/19,42087.4
10/1/19,44221.24
10/2/19,45586.32
10/3/19,45012.007
10/4/19,45016.414
10/5/19,43577.782
10/6/19,38669.762
10/7/19,42783.875
10/8/19,42225.055
10/9/19,42401.461
10/10/19,42871.277
10/11/19,43939.867
10/12/19,40565.41
10/13/19,40677.637
10/14/19,47059.426
10/15/19,45405.234
10/16/19,45763.516
10/17/19,47177.286
10/18/19,47600.043
10/19/19,42100.09
10/20/19,38102.597
10/21/19,41552.652
10/22/19,42692.652
10/23/19,43016.16
10/24/19,44087.941
10/25/19,45941.088
10/26/19,41989.234
10/27/19,40671.461
10/28/19,45816.895
10/29/19,47603.48
10/30/19,48269.223
10/31/19,47122.02
11/1/19,45987.906
11/2/19,41060.773
11/3/19,40752.565
11/4/19,48826.299
11/5/19,49161.406
11/6/19,45028.273
11/7/19,44616.374
11/8/19,44355.582
11/9/19,42651.063
11/10/19,39486.268
11/11/19,44375.766
11/12/19,44061.422
11/13/19,44636.891
11/14/19,43503.406
11/15/19,39016.582
11/16/19,40101.244
11/17/19,36830.785
11/18/19,41268.992
11/19/19,42995.68
11/20/19,40805.457
11/21/19,44243.457
11/22/19,45120.148
11/23/19,40750.199
11/24/19,36989.805
11/25/19,41616.82
11/26/19,44076.711
11/27/19,44707.914
11/28/19,42585.59
11/29/19,41901.961
11/30/19,41586.081
12/1/19,38846.785
12/2/19,41537.07
12/3/19,41998.23
12/4/19,43941.718
12/5/19,45402.301
12/6/19,42754.664
12/7/19,41128.418
12/8/19,38347.863
12/9/19,43412.762
12/10/19,43242.031
12/11/19,43593.68
12/12/19,43972.23
12/13/19,44881.012
12/14/19,41854.867
12/15/19,40764.383
12/16/19,47255.703
12/17/19,47810.23
12/18/19,44453.316
12/19/19,43359.705
12/20/19,43765.965
12/21/19,42687.457
12/22/19,39677.847
12/23/19,40356.008
12/24/19,40891.824
12/25/19,36811.926
12/26/19,42430
12/27/19,43231.117
12/28/19,43006.734
12/29/19,40620.258
12/30/19,41780.441
12/31/19,42182.234
1/1/20,38959.375
1/2/20,41917.281
1/3/20,41150.344
1/4/20,40876.5
1/5/20,38506.332
1/6/20,44295.258
1/7/20,47208.34
1/8/20,47152.539
1/9/20,47372.523
1/10/20,48471.332
1/11/20,44929.211
1/12/20,41632.418
1/13/20,46116.895
1/14/20,47105.516
1/15/20,49294
1/16/20,51049.965
1/17/20,46080.313
1/18/20,42771.523
1/19/20,40046.184
1/20/20,44701.574
1/21/20,45952.145
1/22/20,45376.25
1/23/20,43388.02
1/24/20,43604.563
1/25/20,41996.875
1/26/20,40166.707
1/27/20,46986.391
1/28/20,48615.852
1/29/20,49215.461
1/30/20,49921.422
1/31/20,49668.207
2/1/20,44384.984
2/2/20,41695.598
2/3/20,47548.996
2/4/20,47143.059
2/5/20,47292.573
2/6/20,46212.848
2/7/20,45958.273
2/8/20,44269.402
2/9/20,41782.293
2/10/20,44836.379
2/11/20,44067.473
2/12/20,43971.43
2/13/20,44716.137
2/14/20,46242.766
2/15/20,45149.066
2/16/20,42505.707
2/17/20,49237.167
2/18/20,50778.578
2/19/20,50802.826
2/20/20,50058.328
2/21/20,47080.999
2/22/20,41447.547
2/23/20,38207.513
2/24/20,40898.897
2/25/20,43074.627
2/26/20,45621.188
2/27/20,44148.02
2/28/20,43203.277
2/29/20,42431.891
3/1/20,38779.262
3/2/20,42867.91
3/3/20,43964.074
3/4/20,44549.492
3/5/20,44672.336
3/6/20,44275.62
3/7/20,42879.836
3/8/20,40255.557
3/9/20,45850.676
3/10/20,47065.348
3/11/20,47408.727
3/12/20,47918.897
3/13/20,48242.773
3/14/20,45945.309
3/15/20,43024.758
3/16/20,48960.641
3/17/20,48272.625
3/18/20,48631.867
3/19/20,47234.938
3/20/20,45349.023
3/21/20,42068.468
3/22/20,39694.91
3/23/20,42801.027
3/24/20,42639.546
3/25/20,42374.469
3/26/20,42156.762
3/27/20,42185.492
3/28/20,41910.484
3/29/20,39029.25
3/30/20,42131.789
3/31/20,42183.395
4/1/20,41547.363
4/2/20,42634.621
4/3/20,41345.102
4/4/20,40196.563
4/5/20,38146.691
4/6/20,41932.59
4/7/20,40712.848
4/8/20,40142.128
4/9/20,39398.06
4/10/20,36814.249
4/11/20,38026.723
4/12/20,35854.938
4/13/20,40417.25
4/14/20,40493.465
4/15/20,40894.158
4/16/20,39797.805
4/17/20,39483.879
4/18/20,38437.508
4/19/20,36019.797
4/20/20,38752.835
4/21/20,39035.492
4/22/20,40307.602
4/23/20,40308.16
4/24/20,40756.277
4/25/20,39450.051
4/26/20,37274.208
4/27/20,40128.969
4/28/20,40958.214
4/29/20,41288.184
4/30/20,40827.588
5/1/20,39265.68
5/2/20,38453.417
5/3/20,36390.949
5/4/20,40032.953
5/5/20,40731.613
5/6/20,40857.488
5/7/20,38671.742
5/8/20,39424.926
5/9/20,39011.906
5/10/20,35598.585
5/11/20,40583.57
5/12/20,40751.831
5/13/20,41355.891
5/14/20,40867.106
5/15/20,39692
5/16/20,39096.39
5/17/20,36668.822
5/18/20,40659.852
5/19/20,40993.934
5/20/20,41091.666
5/21/20,41132.211
5/22/20,41132.113
5/23/20,40145.133
5/24/20,36430.953
5/25/20,39061.953
5/26/20,40221.066
5/27/20,40353.406
5/28/20,40677.719
5/29/20,40406.227
5/30/20,39533.947
5/31/20,36832.281
6/1/20,41326.862
6/2/20,41049.421
6/3/20,41589.453
6/4/20,41707.152
6/5/20,41062.512
6/6/20,40082.746
6/7/20,37540.813
6/8/20,41579.085
6/9/20,41813.698
6/10/20,41685.93
6/11/20,41445.92
6/12/20,41569.486
6/13/20,40275.216
6/14/20,36436.6
6/15/20,40548.445
6/16/20,40675.444
6/17/20,41049.328
6/18/20,41587.553
6/19/20,41430.117
6/20/20,40556.617
6/21/20,37964.758
6/22/20,41517.617
6/23/20,42030.09
6/24/20,42382.797
6/25/20,42847.203
6/26/20,42098.457
6/27/20,40420.133
6/28/20,37861.703
6/29/20,41428.656
6/30/20,41972.988
7/1/20,42386.079
7/2/20,42184.834
7/3/20,41359.113
7/4/20,40306.375
7/5/20,37911.182
7/6/20,42162.84
7/7/20,42611.766
7/8/20,42891.173
7/9/20,42523.114
7/10/20,41849.613
7/11/20,41216.514
7/12/20,38848.367
7/13/20,42835.77
7/14/20,42510.346
7/15/20,42483.641
7/16/20,42563.325
7/17/20,42674.586
7/18/20,41706.911
7/19/20,38520.523
7/20/20,42529.02
7/21/20,43133.946
7/22/20,43476.438
7/23/20,43523.292
7/24/20,43119.688
7/25/20,42086.18
7/26/20,38400.626
7/27/20,43026.926
7/28/20,43901.758
7/29/20,43185.863
7/30/20,42805.516
7/31/20,42099.566
8/1/20,41066.945
8/2/20,38510.461
8/3/20,42612.965
8/4/20,43112.157
8/5/20,43607.84
8/6/20,43392.621
8/7/20,43323.782
8/8/20,41954.855
8/9/20,38237.831
8/10/20,43461.18
8/11/20,44420.012
8/12/20,45258.001
8/13/20,45095.93
8/14/20,45036.66
8/15/20,43001.312
8/16/20,39338.504
8/17/20,44073.007
8/18/20,45393.629
8/19/20,45730.16
8/20/20,43800.225
8/21/20,41793.17
8/22/20,40638.41
8/23/20,38538.27
8/24/20,43205.563
8/25/20,43537.766
8/26/20,44465.97
8/27/20,44540.188
8/28/20,44095.527
8/29/20,43368.343
8/30/20,40710.586
8/31/20,44270.326
9/1/20,44400.977
9/2/20,45084.641
9/3/20,45435
9/4/20,45734.16
9/5/20,43642.039
9/6/20,40392.559
9/7/20,42458.032
9/8/20,45654.973
9/9/20,46509.057
9/10/20,47362.406
9/11/20,46563.508
9/12/20,45848.008
9/13/20,42169.156
9/14/20,46292.306
9/15/20,45142.102
9/16/20,46714.141
9/17/20,46896.75
9/18/20,46199.152
9/19/20,44921.952
9/20/20,39787.859
9/21/20,43763.789
9/22/20,43850.121
9/23/20,44563.059
9/24/20,45046.192
9/25/20,45323.113
9/26/20,45169.731
9/27/20,43072.867
9/28/20,47140.273
9/29/20,47597.301
9/30/20,49864.602
10/1/20,50373.273
10/2/20,51557.928
10/3/20,46166.293
10/4/20,41641.762
10/5/20,48895.902
10/6/20,50837.098
10/7/20,51368.969
10/8/20,48724.551
10/9/20,46555.516
10/10/20,43113.734
10/11/20,38979.277
10/12/20,41497.859
10/13/20,46704.933
10/14/20,48399.051
10/15/20,44658.133
10/16/20,43764.301
10/17/20,42762.477
10/18/20,39650.992
10/19/20,43781.969
10/20/20,45735.18
10/21/20,45474.539
10/22/20,45213.922
10/23/20,44901.492
10/24/20,42938.859
10/25/20,39243.197
10/26/20,43670.813
10/27/20,45563.91
10/28/20,46938.211
10/29/20,46695.635
10/30/20,42910.706
10/31/20,40319.908
11/1/20,36979.641
11/2/20,39412.98
11/3/20,42976.359
11/4/20,43640.113
11/5/20,43983.309
11/6/20,44317.914
11/7/20,43776.188
11/8/20,40979.006
11/9/20,45724.513
11/10/20,44916.309
11/11/20,45791.167
11/12/20,45447.789
11/13/20,45082.605
11/14/20,43705.824
11/15/20,40826.059
11/16/20,46773.346
11/17/20,45528.973
11/18/20,44034.531
11/19/20,43965.559
11/20/20,42330.066
11/21/20,42344.754
11/22/20,40166.61
11/23/20,44848.746
11/24/20,45395.859
11/25/20,46888.669
11/26/20,47425.656
11/27/20,48201.848
11/28/20,46282.34
11/29/20,43950.954
11/30/20,48435.996
12/1/20,48653.784
12/2/20,47988.571
12/3/20,48614.499
12/4/20,49203.254
12/5/20,44701.56
12/6/20,40275.204
12/7/20,44684.547
12/8/20,45287.332
12/9/20,45447.66
12/10/20,44970.438
12/11/20,47643.543
12/12/20,44165.422
12/13/20,41655.414
12/14/20,47122.441
12/15/20,48339.383
12/16/20,48742.344
12/17/20,48211.984
12/18/20,48567.941
12/19/20,46405.305
12/20/20,44393.027
12/21/20,48175.813
12/22/20,44578.434
12/23/20,43186.5
12/24/20,42181.395
12/25/20,36727.977
12/26/20,41045.477
12/27/20,39533.684
12/28/20,43620.316
12/29/20,43908.48
12/30/20,45105.711
12/31/20,43243.16
