date,energy_charge
30-Nov-16,876.567944
1-Dec-16,844.287192
2-Dec-16,859.440289
3-Dec-16,807.059766
4-Dec-16,731.17766
5-Dec-16,853.043254
6-Dec-16,884.831003
7-Dec-16,905.983385
8-Dec-16,919.44519
9-Dec-16,928.604899
10-Dec-16,841.030508
11-Dec-16,768.762467
12-Dec-16,911.212706
13-Dec-16,930.787853
14-Dec-16,909.229175
15-Dec-16,848.534322
16-Dec-16,824.172968
17-Dec-16,763.011759
18-Dec-16,716.15135
19-Dec-16,858.93144
20-Dec-16,879.507728
21-Dec-16,894.62732
22-Dec-16,895.440422
23-Dec-16,895.675794
24-Dec-16,806.465242
25-Dec-16,735.690923
26-Dec-16,875.442108
27-Dec-16,939.918559
28-Dec-16,939.365083
29-Dec-16,929.93489
30-Dec-16,897.406112
31-Dec-16,820.086083
1-Jan-17,762.39997
2-Jan-17,916.340921
3-Jan-17,966.467545
4-Jan-17,965.593169
5-Jan-17,987.589153
6-Jan-17,989.406134
7-Jan-17,926.078734
8-Jan-17,853.595479
9-Jan-17,1010.889459
10-Jan-17,1027.96647
11-Jan-17,1022.043353
12-Jan-17,990.583022
13-Jan-17,956.668364
14-Jan-17,879.641126
15-Jan-17,811.391898
16-Jan-17,956.844675
17-Jan-17,958.406851
18-Jan-17,968.680897
19-Jan-17,960.039471
20-Jan-17,927.604254
21-Jan-17,862.279185
22-Jan-17,772.047889
23-Jan-17,926.573099
24-Jan-17,972.047828
25-Jan-17,966.996378
26-Jan-17,985.253116
27-Jan-17,976.763251
28-Jan-17,899.376696
29-Jan-17,823.436205
30-Jan-17,984.565836
31-Jan-17,991.626922
1-Feb-17,986.073169
2-Feb-17,986.811389
3-Feb-17,977.446877
4-Feb-17,898.01799
5-Feb-17,819.946415
6-Feb-17,978.200583
7-Feb-17,992.892117
8-Feb-17,991.774197
9-Feb-17,977.836197
10-Feb-17,982.919003
11-Feb-17,909.239764
12-Feb-17,827.151996
13-Feb-17,996.76551
14-Feb-17,1018.20651
15-Feb-17,1029.270453
16-Feb-17,1035.773338
17-Feb-17,1037.399171
18-Feb-17,955.36367
19-Feb-17,872.620216
20-Feb-17,1042.891921
21-Feb-17,1051.224842
22-Feb-17,1050.288352
23-Feb-17,1061.578474
24-Feb-17,1037.872799
25-Feb-17,895.540677
26-Feb-17,801.379041
27-Feb-17,853.340628
28-Feb-17,854.577409
1-Mar-17,958.308097
2-Mar-17,1011.907553
3-Mar-17,1000.778215
4-Mar-17,917.927137
5-Mar-17,850.819519
6-Mar-17,998.813172
7-Mar-17,1016.013866
8-Mar-17,1014.979777
9-Mar-17,1023.374501
10-Mar-17,1043.508415
11-Mar-17,949.385626
12-Mar-17,872.872229
13-Mar-17,1018.490496
14-Mar-17,1009.091963
15-Mar-17,1001.733366
16-Mar-17,1020.722683
17-Mar-17,1026.696277
18-Mar-17,894.537789
19-Mar-17,768.381167
20-Mar-17,893.077704
21-Mar-17,913.735686
22-Mar-17,931.631699
23-Mar-17,943.17225
24-Mar-17,958.293322
25-Mar-17,893.55013
26-Mar-17,806.536452
27-Mar-17,941.329014
28-Mar-17,936.800919
29-Mar-17,916.556725
30-Mar-17,909.738477
31-Mar-17,897.583693
1-Apr-17,814.421275
2-Apr-17,737.956339
3-Apr-17,894.771475
4-Apr-17,932.968055
5-Apr-17,957.227602
6-Apr-17,968.610641
7-Apr-17,960.224928
8-Apr-17,876.748619
9-Apr-17,791.673664
10-Apr-17,944.875163
11-Apr-17,973.250902
12-Apr-17,947.50309
13-Apr-17,901.782377
14-Apr-17,757.9311
15-Apr-17,791.697038
16-Apr-17,751.389876
17-Apr-17,905.706661
18-Apr-17,904.589646
19-Apr-17,890.737466
20-Apr-17,896.576844
21-Apr-17,805.326237
22-Apr-17,799.592684
23-Apr-17,721.820715
24-Apr-17,850.226507
25-Apr-17,891.197149
26-Apr-17,910.299538
27-Apr-17,905.389235
28-Apr-17,849.893582
29-Apr-17,768.609763
30-Apr-17,677.326383
1-May-17,680.316763
2-May-17,830.666433
3-May-17,853.906101
4-May-17,869.809227
5-May-17,874.730832
6-May-17,805.348865
7-May-17,715.285685
8-May-17,845.254644
9-May-17,859.664735
10-May-17,868.143595
11-May-17,858.264909
12-May-17,851.487996
13-May-17,790.440897
14-May-17,711.245546
15-May-17,856.555516
16-May-17,874.1748999
17-May-17,866.619134
18-May-17,867.257752
19-May-17,875.751748
20-May-17,798.906431
21-May-17,723.150685
22-May-17,854.84704
