Date,Stored_energy
1/6/2019,42099.83072
1/7/2019,42189.65654
1/8/2019,42259.34796
1/9/2019,42333.55078
1/10/2019,42420.04083
1/11/2019,42396.1512
1/12/2019,42509.89804
1/13/2019,42488.51094
1/14/2019,42232.02269
1/15/2019,41978.1397
1/16/2019,41737.45707
1/17/2019,41516.34956
1/18/2019,41410.66675
1/19/2019,41176.37885
1/20/2019,41192.44129
1/21/2019,40947.99773
1/22/2019,40757.85942
1/23/2019,40539.51411
1/24/2019,40406.46895
1/25/2019,40322.21319
1/26/2019,40339.92211
1/27/2019,40418.48225
1/28/2019,40259.79824
1/29/2019,40108.20237
1/30/2019,39923.18042
1/31/2019,39665.32248
2/1/2019,39381.34346
2/2/2019,39263.84139
2/3/2019,39279.33884
2/4/2019,39138.20395
2/5/2019,39017.85979
2/6/2019,38974.45496
2/7/2019,38961.45434
2/8/2019,38917.98674
2/9/2019,39007.62993
2/10/2019,39181.89698
2/11/2019,38990.69146
2/12/2019,38940.74353
2/13/2019,38952.50857
2/14/2019,39033.05476
2/15/2019,39103.8248
2/16/2019,39464.07829
2/17/2019,39885.91351
2/18/2019,40180.3849
2/19/2019,40545.70624
2/20/2019,40866.49847
2/21/2019,41237.40984
2/22/2019,41549.49599
2/23/2019,41946.58552
2/24/2019,42352.78347
2/25/2019,42467.74591
2/26/2019,42796.00293
2/27/2019,43083.07516
2/28/2019,43507.43859
3/1/2019,44010.01403
3/2/2019,44664.42219
3/3/2019,45428.4139
3/4/2019,46141.4675
3/5/2019,46912.84412
3/6/2019,47582.57565
3/7/2019,48116.24299
3/8/2019,48611.67038
3/9/2019,49206.57131
3/10/2019,49852.77846
3/11/2019,50399.15251
3/12/2019,50885.75682
3/13/2019,51302.37581
3/14/2019,51718.16157
3/15/2019,52201.21611
3/16/2019,52846.29898
3/17/2019,53406.46121
3/18/2019,53759.57236
3/19/2019,54175.71766
3/20/2019,54706.28324
3/21/2019,55318.72188
3/22/2019,55892.10161
3/23/2019,56466.13764
3/24/2019,57015.87884
3/25/2019,57398.31841
3/26/2019,57756.64579
3/27/2019,58055.63715
3/28/2019,58403.48071
3/29/2019,58703.34525
3/30/2019,58992.57759
3/31/2019,59278.87082
4/1/2019,59342.48139
4/2/2019,59360.0248
4/3/2019,59381.43188
4/4/2019,59382.96136
4/5/2019,59377.73943
4/6/2019,59537.81595
4/7/2019,59796.86951
4/8/2019,60078.27751
4/9/2019,60499.8502
4/10/2019,61000.41962
4/11/2019,61446.56679
4/12/2019,61775.23472
4/13/2019,62189.72498
4/14/2019,62606.3668
4/15/2019,62900.21613
4/16/2019,63292.40332
4/17/2019,63779.41283
4/18/2019,64254.00955
4/19/2019,64893.69927
4/20/2019,65282.08557
4/21/2019,65687.13641
4/22/2019,65740.93089
4/23/2019,65824.61879
4/24/2019,65912.01627
4/25/2019,66059.3547
4/26/2019,66192.59675
4/27/2019,66387.30925
4/28/2019,66666.70267
4/29/2019,66694.1592
4/30/2019,66818.72657
5/1/2019,67068.53474
5/2/2019,67157.41604
5/3/2019,67188.46229
5/4/2019,67416.4639
5/5/2019,67594.18656
5/6/2019,67595.23665
5/7/2019,67660.02858
5/8/2019,67836.587
5/9/2019,67960.71493
5/10/2019,68002.29066
5/11/2019,68146.09643
5/12/2019,68289.09751
5/13/2019,68218.73552
5/14/2019,68272.59278
5/15/2019,68386.65921
5/16/2019,68535.80677
5/17/2019,68679.62395
5/18/2019,68844.9966
5/19/2019,69047.97858
5/20/2019,69209.48186
5/21/2019,69310.02263
5/22/2019,69394.07578
5/23/2019,69453.93683
5/24/2019,69503.55947
5/25/2019,69635.26634
5/26/2019,69732.09754
5/27/2019,69716.50022
5/28/2019,69734.56297
5/29/2019,69744.23068
5/30/2019,69741.27444
5/31/2019,69767.97193
6/1/2019,69902.44671
6/2/2019,70046.70905
6/3/2019,70105.5999
6/4/2019,70231.26873
6/5/2019,70469.94248
6/6/2019,70605.76983
6/7/2019,70659.70127
6/8/2019,70783.12153
6/9/2019,70869.25775
6/10/2019,70876.73396
6/11/2019,70872.04849
6/12/2019,70871.54627
6/13/2019,70898.48917
6/14/2019,70846.37827
6/15/2019,70900.11567
6/16/2019,70893.44986
6/17/2019,70816.98705
6/18/2019,70783.04734
6/19/2019,70722.52427
6/20/2019,70772.97443
6/21/2019,70753.99855
6/22/2019,70705.13495
6/23/2019,70699.56489
6/24/2019,70602.37414
6/25/2019,70516.20368
6/26/2019,70351.17346
6/27/2019,70198.09376
6/28/2019,70106.47308
6/29/2019,70010.29819
6/30/2019,70022.80229
7/1/2019,69871.2692
7/2/2019,69738.27254
7/3/2019,69596.34438
7/4/2019,69463.59884
7/5/2019,69451.40291
7/6/2019,69442.72252
7/7/2019,69618.17378
7/8/2019,69659.66389
7/9/2019,69613.33421
7/10/2019,69543.16627
7/11/2019,69442.7111
7/12/2019,69274.09686
7/13/2019,69133.86369
7/14/2019,69074.33936
7/15/2019,68926.27614
7/16/2019,68764.97261
7/17/2019,68647.94993
7/18/2019,68546.92977
7/19/2019,68396.65222
7/20/2019,68239.95427
7/21/2019,68221.00692
7/22/2019,67999.53987
7/23/2019,67834.93767
7/24/2019,67689.67661
7/25/2019,67565.04646
7/26/2019,67430.65729
7/27/2019,67228.60555
7/28/2019,67184.92393
7/29/2019,66909.75942
7/30/2019,66664.08885
7/31/2019,66426.99023
8/1/2019,66242.68737
8/2/2019,66031.78403
8/3/2019,65885.22176
8/4/2019,65847.3499
8/5/2019,65624.21639
8/6/2019,65430.81652
8/7/2019,65207.60882
8/8/2019,64999.88429
8/9/2019,64732.82377
8/10/2019,64583.12263
8/11/2019,64481.38338
8/12/2019,64066.42514
8/13/2019,63747.11674
8/14/2019,63436.64283
8/15/2019,63165.04521
8/16/2019,62848.79007
8/17/2019,62666.57027
8/18/2019,62495.61045
8/19/2019,62000.59397
8/20/2019,61661.10551
8/21/2019,61266.88662
8/22/2019,60939.83378
8/23/2019,60613.00922
8/24/2019,60462.2694
8/25/2019,60362.47625
8/26/2019,60020.9618
8/27/2019,59623.19884
8/28/2019,59290.72432
8/29/2019,58952.6512
8/30/2019,58577.35112
8/31/2019,58276.95012
9/1/2019,58106.60665
9/2/2019,57626.35426
9/3/2019,57187.63194
9/4/2019,56799.9476
9/5/2019,56445.83773
9/6/2019,56206.45059
9/7/2019,56073.06586
9/8/2019,55910.95193
9/9/2019,55352.19362
9/10/2019,54825.94827
9/11/2019,54269.64969
9/12/2019,53763.48168
9/13/2019,53233.08161
9/14/2019,52911.79287
9/15/2019,52680.75512
9/16/2019,52072.91064
9/17/2019,51530.42307
9/18/2019,50930.63692
9/19/2019,50410.34971
9/20/2019,49863.12531
9/21/2019,49375.51656
9/22/2019,49147.28096
9/23/2019,48625.12755
9/24/2019,48100.49159
9/25/2019,47554.8195
9/26/2019,47150.4849
9/27/2019,46687.07967
9/28/2019,46490.68075
9/29/2019,46363.40824
9/30/2019,45865.01035
10/1/2019,45390.45929
10/2/2019,44895.83945
10/3/2019,44468.83937
10/4/2019,44012.07142
10/5/2019,43695.15997
10/6/2019,43487.83209
10/7/2019,43041.05715
10/8/2019,42636.04055
10/9/2019,42300.23313
10/10/2019,41827.14306
10/11/2019,41283.20021
10/12/2019,40957.19176
10/13/2019,40657.89792
10/14/2019,40104.55843
10/15/2019,39659.83517
10/16/2019,39253.41465
10/17/2019,38771.8525
10/18/2019,38288.59821
10/19/2019,37847.15649
10/20/2019,37615.53948
10/21/2019,37077.00689
10/22/2019,36526.04153
10/23/2019,36051.52186
10/24/2019,35691.57084
10/25/2019,35273.39954
10/26/2019,35242.76134
10/27/2019,34925.73861
10/28/2019,34485.73506
10/29/2019,34052.38305
10/30/2019,33614.7679
10/31/2019,33254.98238
11/1/2019,33016.21731
11/2/2019,32926.42003
11/3/2019,32717.28302
11/4/2019,32235.20723
11/5/2019,31843.09138
11/6/2019,31566.41451
11/7/2019,31339.92241
11/8/2019,31031.35179
11/9/2019,30936.3126
11/10/2019,30858.24898
11/11/2019,30569.89266
11/12/2019,30428.40109
11/13/2019,30230.33001
11/14/2019,29998.90704
11/15/2019,29907.05237
11/16/2019,29863.39929
11/17/2019,29955.05136
11/18/2019,29771.91272
11/19/2019,29650.19887
11/20/2019,29633.45729
11/21/2019,29501.79608
11/22/2019,29250.70954
11/23/2019,29095.40409
11/24/2019,29050.24436
11/25/2019,28803.94601
11/26/2019,28641.24711
11/27/2019,28402.3308
11/28/2019,28249.4109
11/29/2019,28167.30955
11/30/2019,28058.07127
12/1/2019,28098.97927
12/2/2019,27943.20014
12/3/2019,27909.94527
12/4/2019,27919.77848
12/5/2019,27826.83377
12/6/2019,27794.10966
12/7/2019,27853.17172
12/8/2019,28011.22795
12/9/2019,27961.73372
12/10/2019,27910.55307
12/11/2019,27930.31366
12/12/2019,28047.29354
12/13/2019,28298.23455
12/14/2019,28659.45539
12/15/2019,29034.16479
12/16/2019,29074.45929
12/17/2019,29123.58256
12/18/2019,29227.55611
12/19/2019,29331.12446
12/20/2019,29304.81219
12/21/2019,29452.92677
12/22/2019,29637.31239
12/23/2019,29670.50449
12/24/2019,29885.83934
12/25/2019,30187.81263
12/26/2019,30161.18077
12/27/2019,30146.37673
12/28/2019,30230.79799
12/29/2019,30351.00804
12/30/2019,30155.61356
12/31/2019,30023.23611
1/1/2020,29727.72604
1/2/2020,29557.86196
1/3/2020,29472.9185
1/4/2020,29537.76179
1/5/2020,29773.93587
1/6/2020,29810.95453
1/7/2020,29941.01491
1/8/2020,30133.0822
1/9/2020,30261.2079
1/10/2020,30487.05796
1/11/2020,30763.09279
1/12/2020,31161.36653
1/13/2020,31165.78662
1/14/2020,31303.94529
1/15/2020,31357.52575
1/16/2020,31406.1411
1/17/2020,31509.09879
1/18/2020,31873.49845
1/19/2020,32154.77519
1/20/2020,32070.42241
1/21/2020,32078.89165
1/22/2020,32227.64827
1/23/2020,32424.98314
1/24/2020,32760.07434
1/25/2020,33284.9871
1/26/2020,34105.02756
1/27/2020,34569.54852
1/28/2020,35135.46059
1/29/2020,35792.17153
1/30/2020,36398.41519
1/31/2020,36750.39349
2/1/2020,37068.67463
2/2/2020,37625.76933
2/3/2020,37802.63309
2/4/2020,38206.09166
2/5/2020,38627.63296
2/6/2020,39122.22427
2/7/2020,39868.6212
2/8/2020,40860.56316
2/9/2020,41927.22727
2/10/2020,42726.9878
2/11/2020,43741.41546
2/12/2020,44725.15071
2/13/2020,45710.03021
2/14/2020,46832.13528
2/15/2020,47994.78025
2/16/2020,49031.00591
2/17/2020,49836.21666
2/18/2020,50535.3394
2/19/2020,51203.16478
2/20/2020,51788.04417
2/21/2020,52336.40998
2/22/2020,53179.39556
2/23/2020,54046.9385
2/24/2020,54790.92422
2/25/2020,55584.65813
2/26/2020,56131.63712
2/27/2020,56944.62084
2/28/2020,57864.06353
2/29/2020,58872.79271
3/1/2020,60125.5089
3/2/2020,61105.8342
3/3/2020,62140.70729
3/4/2020,63066.36493
3/5/2020,63861.96504
3/6/2020,64644.65584
3/7/2020,65632.75411
3/8/2020,66614.82575
3/9/2020,67058.09658
3/10/2020,67510.54431
3/11/2020,67916.02888
3/12/2020,68339.50201
3/13/2020,68741.94473
3/14/2020,69211.64482
3/15/2020,69712.40257
3/16/2020,69839.05301
3/17/2020,69977.64826
3/18/2020,70113.58975
3/19/2020,70295.51278
3/20/2020,70576.21311
3/21/2020,71124.12806
3/22/2020,71694.96816
3/23/2020,72165.86101
3/24/2020,72705.06703
3/25/2020,73138.61307
3/26/2020,73665.10954
3/27/2020,74261.50001
3/28/2020,74844.5931
3/29/2020,75351.82833
3/30/2020,75588.89841
3/31/2020,75864.51377
4/1/2020,76215.80438
4/2/2020,76504.47172
4/3/2020,76831.54168
4/4/2020,77165.1462
4/5/2020,77468.50344
4/6/2020,77593.81273
4/7/2020,77734.51388
4/8/2020,77894.93852
4/9/2020,78039.17803
4/10/2020,78376.36656
4/11/2020,78580.05621
4/12/2020,78791.42182
4/13/2020,78798.6298
4/14/2020,78883.773
4/15/2020,78948.84457
4/16/2020,79137.17089
4/17/2020,79331.13006
4/18/2020,79578.92365
4/19/2020,79842.71975
4/20/2020,80054.65036
4/21/2020,80278.14912
4/22/2020,80409.65624
4/23/2020,80590.24383
4/24/2020,80786.3203
4/25/2020,80971.06261
4/26/2020,81107.42641
4/27/2020,81045.20265
4/28/2020,81043.38211
4/29/2020,81038.05174
4/30/2020,81063.05425
5/1/2020,81230.12759
5/2/2020,81356.39565
5/3/2020,81488.94716
5/4/2020,81491.29846
5/5/2020,81461.18816
5/6/2020,81435.2497
5/7/2020,81373.84775
5/8/2020,81325.54915
5/9/2020,81468.76139
5/10/2020,81626.65782
5/11/2020,81508.10566
5/12/2020,81453.48367
5/13/2020,81381.11851
5/14/2020,81333.19086
5/15/2020,81284.56696
5/16/2020,81359.603
5/17/2020,81449.4488
5/18/2020,81396.33346
5/19/2020,81406.28652
5/20/2020,81398.81031
5/21/2020,81386.0608
5/22/2020,81313.41029
5/23/2020,81394.8268
5/24/2020,81502.68398
5/25/2020,81526.44236
5/26/2020,81540.17918
5/27/2020,81528.3485
5/28/2020,81525.20964
5/29/2020,81544.48228
5/30/2020,81578.54755
5/31/2020,81627.16575
6/1/2020,81462.57497
6/2/2020,81263.15418
6/3/2020,81147.56967
6/4/2020,80967.21607
6/5/2020,80852.17373
6/6/2020,80842.52314
6/7/2020,80887.71142
6/8/2020,80644.83729
6/9/2020,80508.10823
6/10/2020,80458.82802
6/11/2020,80586.9737
6/12/2020,80617.36364
6/13/2020,80669.25197
6/14/2020,80679.72437
6/15/2020,80574.20136
6/16/2020,80518.3866
6/18/2020,80367.21305
6/19/2020,80228.77188
6/20/2020,80199.92855
6/21/2020,80168.99073
6/22/2020,79799.04955
6/23/2020,79585.47532
6/24/2020,79367.13572
6/25/2020,79091.68586
6/26/2020,78817.71982
6/27/2020,78663.62427
6/28/2020,78672.07068
6/29/2020,78522.47227
6/30/2020,78375.5847
7/1/2020,78160.3383
7/2/2020,77882.05205
7/3/2020,77694.31925
7/4/2020,77729.35472
7/5/2020,77734.17145
7/6/2020,77349.49472
7/7/2020,77137.80952
7/8/2020,76871.94176
7/9/2020,76653.0657
7/10/2020,76502.12613
7/11/2020,76359.51884
7/12/2020,76557.11338
7/13/2020,76159.52734
7/14/2020,75892.46681
7/15/2020,75692.82915
7/16/2020,75526.56621
7/17/2020,75318.73325
7/18/2020,75174.4538
7/19/2020,75045.22949
7/20/2020,74694.72646
7/21/2020,74407.49157
7/22/2020,74166.33526
7/23/2020,73912.24682
7/24/2020,73599.53575
7/25/2020,73368.48659
7/26/2020,73168.28393
7/27/2020,72780.90777
7/28/2020,72429.08641
7/29/2020,72025.14274
7/30/2020,71722.36761
7/31/2020,71479.83591
8/1/2020,71397.47203
8/2/2020,71362.49364
8/3/2020,70925.67176
8/4/2020,70516.82004
8/5/2020,70118.19532
8/6/2020,69730.45391
8/7/2020,69339.72202
8/8/2020,69062.24616
8/9/2020,68882.663
8/10/2020,68411.52475
8/11/2020,67951.15566
8/12/2020,67540.51193
8/13/2020,67143.57649
8/14/2020,66800.42412
8/15/2020,66501.28437
8/16/2020,66374.30292
8/17/2020,66011.51265
8/18/2020,65727.64492
8/19/2020,65434.10947
8/20/2020,65205.18904
8/21/2020,65068.59124
8/22/2020,65061.252
8/23/2020,65071.13087
8/24/2020,64790.35635
8/25/2020,64574.4137
8/26/2020,64367.89907
8/27/2020,64141.25573
8/28/2020,63841.71649
8/29/2020,63594.05416
8/30/2020,63392.31632
8/31/2020,62959.28961
9/1/2020,62539.91984
9/2/2020,62181.88352
9/3/2020,61826.72355
9/4/2020,61425.2282
9/5/2020,61088.68457
9/6/2020,60716.8886
9/7/2020,60250.45294
9/8/2020,59797.78263
9/9/2020,59363.90558
9/10/2020,58876.2683
9/11/2020,58447.15662
9/12/2020,58105.30545
9/13/2020,57740.97428
9/14/2020,57146.70682
9/15/2020,56688.46645
9/16/2020,56190.67636
9/17/2020,55610.38542
9/18/2020,55060.92957
9/19/2020,54629.09564
9/20/2020,54220.25534
9/21/2020,53568.49525
9/22/2020,53074.8028
9/23/2020,52569.90745
9/24/2020,52097.57643
9/25/2020,51498.96592
9/26/2020,51052.25946
9/27/2020,50632.84973
9/28/2020,50062.36348
9/29/2020,49511.29254
9/30/2020,48929.68328
10/1/2020,48325.78235
10/2/2020,47755.33319
10/3/2020,47172.95348
10/4/2020,46786.31638
10/5/2020,46075.54844
10/6/2020,45499.6405
10/7/2020,44934.38188
10/8/2020,44390.48469
10/9/2020,43822.64364
10/10/2020,43418.48024
10/11/2020,43080.62399
10/12/2020,42660.98884
10/13/2020,42047.13771
10/14/2020,41584.02924
10/15/2020,41158.3161
10/16/2020,40746.13147
10/17/2020,40411.96196
10/18/2020,40147.55521
10/19/2020,39673.15823
10/20/2020,39180.82977
10/21/2020,38754.27484
10/22/2020,38323.17426
10/23/2020,37914.58221
10/24/2020,37549.56905
10/25/2020,37325.63085
10/26/2020,36836.8008
10/27/2020,36480.38814
10/28/2020,36074.46698
10/29/2020,35721.71538
10/30/2020,35385.64543
10/31/2020,35209.7319
11/1/2020,35114.92384
11/2/2020,34880.61026
11/3/2020,34552.93821
11/4/2020,34215.55279
11/5/2020,33965.51633
11/6/2020,33631.16705
11/7/2020,33245.47732
11/8/2020,32941.58932
11/9/2020,32426.53546
11/10/2020,32070.56224
11/11/2020,31671.0729
11/12/2020,31256.5541
11/13/2020,30880.84882
11/14/2020,30556.35273
11/15/2020,30393.13449
11/16/2020,29988.89691
11/17/2020,29719.78185
11/18/2020,29560.67267
11/19/2020,29477.45559
11/20/2020,29492.00852
11/21/2020,29442.30599
11/22/2020,29378.07906
11/23/2020,29059.98055
11/24/2020,28738.1154
11/25/2020,28451.01749
11/26/2020,28103.19105
11/27/2020,27728.08501
11/28/2020,27350.00275
11/29/2020,27069.57636
11/30/2020,26539.94388
12/1/2020,26128.76655
12/2/2020,25719.52104
12/3/2020,25321.34433
12/4/2020,24919.60072
12/5/2020,24699.13239
12/6/2020,24719.5921
12/7/2020,24622.58398
12/8/2020,24554.94996
12/9/2020,24517.21506
12/10/2020,24617.57892
12/11/2020,24668.6169
12/12/2020,24778.16336
12/13/2020,25052.55742
12/14/2020,25025.89417
12/15/2020,25010.92178
12/16/2020,24917.26369
12/17/2020,24829.38397
12/18/2020,24789.76861
12/19/2020,24804.48134
12/20/2020,24897.98534
12/21/2020,24883.89468
12/22/2020,25020.33267
12/23/2020,25164.31822
12/24/2020,25357.00757
12/25/2020,25749.02354
12/26/2020,26026.39382
12/27/2020,26387.94281
12/28/2020,26724.94871
12/29/2020,27089.70506
12/30/2020,27384.32484
12/31/2020,27760.18992
