"","date","affluent_natural_energy_southeast","effluent_flow","influent_flow","volume_used","poured_flow","turbine_flow","water_level","energy_generated","energy_stored","physical_energy_exchange","liquid_energy_exchange","affluent_natural_energy_tiete_basin","maximum_demand","energy_charge"
"429",2017-03-04,1527,351,594.87,94.16,0,351,451.01,1.707242,60434.9955,63.347959,67.99656,46350,44648.48,917.927137
"430",2017-03-05,1776,264,825.23,96.05,54,210,451.17,1.025694,60813.3945,79.626264,61.80936,47757,41874.48,850.819519
"431",2017-03-06,2057,536,783.22,96.88,136,399,451.24,1.915743,60941.9625,43.448319,64.9752,49616,47604.61,998.813172
"432",2017-03-07,3031,780,850.83,97.12,273,506,451.26,2.36147,61128.9705,64.586078,68.26704,51294,48255.83,1016.013866
"433",2017-03-08,2465,940,1010.95,97.36,435,504,451.28,2.33398,61359.8085,56.982023,73.6632,51173,48170.27,1014.979777
"434",2017-03-09,2237,891,855.47,97.24,378,511,451.27,2.361201,61467.192,55.50727,73.19568,50704,48883.62,1023.374501
"435",2017-03-10,2220,827,897.95,97.48,437,390,451.29,1.858893,61492.7595,50.374358,65.49072,49994,49893.582,1043.508415
"436",2017-03-11,2087,786,573.38,96.76,452,332,451.23,1.584697,61578.228,58.045259,75.49464,49011,45033.16,949.385626
"437",2017-03-12,1900,722,545.38,96.16,349,370,451.18,1.797989,61774.7325,43.834554,52.50432,48068,42667.34,872.872229
"438",2017-03-13,1763,666,525.14,95.69,163,502,451.14,2.379111,61578.9585,21.721731,75.13344,47387,48499.328,1018.490496
"439",2017-03-14,1618,507,471.81,95.57,0,507,451.13,2.399849,61511.022,33.788697,72.09288,46547,47837.113,1009.091963
"440",2017-03-15,1491,354,459.56,95.93,0,354,451.16,1.821879,61383.1845,46.240295,76.12512,45536,47596.64,1001.733366
"441",2017-03-16,1374,473,473,95.93,0,472,451.16,2.353678,61200.5595,29.676381,71.46504,44425,48661.992,1020.722683
"442",2017-03-17,1385,372,477.79,96.28,0,372,451.19,1.858989,61087.332,29.816186,69.63816,43867,48768.85,1026.696277
"443",2017-03-18,1329,359,429.6,96.52,166,194,451.21,0.9789,61036.9275,91.958544,67.008,43575,42266.266,894.537789
"444",2017-03-19,1321,389,530.55,97,119,269,451.25,1.38807,61294.0635,97.877915,50.00544,43641,37995.29,768.381167
"445",2017-03-20,1306,424,459.42,97.12,0,424,451.26,2.127541,61338.624,70.554851,61.96512,44726,42544.98,893.077704
"446",2017-03-21,1286,472,401.17,96.88,0,492,451.24,2.392732,61462.0785,64.614775,77.60616,45571,43873.91,913.735686
"447",2017-03-22,1237,485,378.87,96.52,0,485,451.21,2.424443,61539.5115,64.436718,73.55256,45625,44308.31,931.631699
"448",2017-03-23,1187,457,351.1,96.16,0,456,451.18,2.293182,61543.8945,69.18125,70.61136,45248,44890.09,943.17225
"449",2017-03-24,1111,452,311.14,95.69,0,452,451.14,2.271568,61529.2845,71.784968,63.8412,44459,46008.77,958.293322
"450",2017-03-25,1046,387,316.63,95.45,0,384,451.12,1.935239,61561.4265,87.062509,59.40792,43464,43926.563,893.55013
"451",2017-03-26,976,193,298.56,95.81,0,191,451.15,0.97142,61730.172,86.309475,64.87872,42579,40808.24,806.536452
"452",2017-03-27,925,392,286.44,95.45,0,391,451.12,1.966421,61658.583,82.477107,74.1084,42193,44406.82,941.329014
"453",2017-03-28,885,397,256.61,94.98,0,397,451.08,1.933129,61623.519,83.229525,77.8788,42474,43734.02,936.800919
"454",2017-03-29,849,416,275.95,94.51,0,415,451.04,2.00362,61614.753,93.613535,78.01272,42673,43716.34,916.556725
"455",2017-03-30,819,338,268.09,94.27,0,338,451.02,1.643151,61582.611,83.359855,75.9936,42090,43656.54,909.738477
"456",2017-03-31,785,372,232.42,93.8,0,370,450.98,1.814446,61576.767,89.01672,74.5908,41694,42650.08,897.583693
"457",2017-04-01,747,351,211.88,93.34,0,348,450.94,1.69295,61757.931,99.357148,68.59752,41145,41501.23,814.421275
"458",2017-04-02,719,166,200.72,93.45,0,165,450.95,0.837623,61890.1515,87.8348,62.73144,40761,38611.48,737.956339
"459",2017-04-03,703,326,187,92.99,0,326,450.91,1.596896,61725.789,86.841222,53.18208,40584,43382.84,894.771475
"460",2017-04-04,713,338,199.46,92.52,0,338,450.87,1.629416,61607.448,94.405801,59.49648,40025,44271.098,932.968055
"461",2017-04-05,747,345,241.18,92.17,0,344,450.84,1.65104,61502.256,88.060316,54.438,39429,45923.31,957.227602
"462",2017-04-06,1794,327,292.51,92.05,0,327,450.83,1.574859,61428.4755,79.850656,53.38944,39964,45394.48,968.610641
"463",2017-04-07,1862,320,320,92.05,0,320,450.83,1.472084,61439.433,55.551819,62.58336,40072,44883.53,960.224928
"464",2017-04-08,1253,102,483.13,93.34,0,100,450.94,0.494201,61502.9865,80.412961,53.08224,40304,43430.13,876.748619
"465",2017-04-09,1384,182,1022.28,96.16,0,179,451.18,0.893344,61703.874,84.38714,48.87096,41163,40292.79,791.673664
"466",2017-04-10,1397,447,447,96.16,0,447,451.18,2.194923,61630.824,46.58328,74.24616,41536,45333.92,944.875163
"467",2017-04-11,1405,434,398.81,96.05,0,432,451.17,2.141348,61594.299,36.910575,69.6648,41128,46234.86,973.250902
"468",2017-04-12,1449,434,398.7,95.93,0,434,451.16,2.169247,61619.8665,45.652514,74.51112,40372,44298.63,947.50309
"469",2017-04-13,1416,430,359.63,95.69,0,429,451.14,2.151558,61691.4555,48.600262,64.4556,39687,42329,901.782377
"470",2017-04-14,1301,168,273.67,96.05,0,166,451.17,0.817654,61844.8605,86.584223,20.9988,39045,38120.53,757.9311
"471",2017-04-15,1137,355,249.33,95.69,0,354,451.14,1.777497,61836.0945,98.515586,30.02376,39006,41230.97,791.697038
"472",2017-04-16,1012,155,260.67,96.05,0,152,451.17,0.756701,61890.882,104.046534,33.1008,38882,39254.95,751.389876
"473",2017-04-17,952,342,236.33,95.69,0,341,451.14,1.707069,61700.2215,68.038157,56.28,38829,43026.65,905.706661
"474",2017-04-18,928,353,212.37,95.22,0,353,451.1,1.762518,61644.7035,80.61092,67.1256,38390,43201.86,904.589646
"475",2017-04-19,934,378,237.84,94.75,0,377,451.06,1.825191,61584.8025,85.901748,63.88128,37644,42714.359,890.737466
"476",2017-04-20,971,365,260.02,94.39,0,365,451.03,1.831875,61460.6175,83.095905,59.24856,36959,43057.55,896.576844
"477",2017-04-21,1067,174,314.05,94.86,0,172,451.07,0.851458,61505.9085,102.734871,52.12008,36621,41399.65,805.326237
"478",2017-04-22,1176,342,376.95,94.98,0,341,451.08,1.714917,61548.2775,105.298601,60.35208,36852,41049.5,799.592684
"479",2017-04-23,1192,197,442.95,95.81,0,196,451.15,0.969379,61735.2855,104.894456,60.56352,37023,37890.66,721.820715
"480",2017-04-24,1258,351,491.97,96.28,0,351,451.19,1.744305,61725.0585,95.882464,57.14088,36807,42055.45,850.226507
"481",2017-04-25,1296,362,362,96.28,0,360,451.19,1.772585,61687.803,78.63957,51.9588,36584,43575.492,891.197149
"482",2017-04-26,1376,385,385,96.28,0,384,451.19,1.909899,61653.4695,57.380009,63.32856,36731,43739.633,910.299538
"483",2017-04-27,1387,395,501.02,96.64,0,395,451.22,1.951187,61691.4555,53.390447,65.06904,37713,43351.449,905.389235
"484",2017-04-28,1431,392,604.5,97.36,0,392,451.28,1.92032,61847.7825,73.933654,62.62896,38957,41484.84,849.893582
"485",2017-04-29,1405,424,459.42,97.48,0,422,451.29,2.058415,62013.606,105.834073,48.0708,39768,39803.84,768.609763
"486",2017-04-30,1341,245,387.13,97.95,0,243,451.33,1.196378,62177.9685,95.701384,42.55848,39398,36315.664,677.326383
"487",2017-05-01,1272,279,314.65,98.07,0,277,451.34,1.371515,62253.21,101.373742,20.09976,38587,37011.5,680.316763
"488",2017-05-02,1220,401,258.75,97.59,0,401,451.3,1.970712,62242.983,68.869181,42.34752,37626,41767.285,830.666433
"489",2017-05-03,1168,338,267.05,97.36,0,337,451.28,1.662954,62194.77,92.245984,40.63416,36966,42325.54,853.906101
"490",2017-05-04,1152,418,311.63,97,0,418,451.25,2.050677,62139.252,102.383196,53.07096,36403,42737.434,869.809227
"491",2017-05-05,1294,448,412.58,96.88,0,448,451.24,2.209764,62102.727,110.469733,61.44336,35796,41868.922,874.730832
"492",2017-05-06,1299,363,611.26,97.71,0,360,451.31,1.780713,62139.252,127.216086,36.58248,35364,41798.867,805.348865
"493",2017-05-07,1389,421,920.65,99.4,3,415,451.45,2.037222,62290.4655,98.438444,48.84096,35205,38475.547,715.285685
"494",2017-05-08,1431,696,660.12,99.28,159,536,451.44,2.519264,62268.5505,101.267503,65.454,34790,41714.172,845.254644
"495",2017-05-09,1428,584,476.71,98.91,59,525,451.41,2.518972,62245.1745,106.566555,63.66552,34085,41915.191,859.664735
"496",2017-05-10,1377,517,409.82,98.55,0,516,451.38,2.519274,62226.912,103.830393,57.8988,33529,42502.93,868.143595
"497",2017-05-11,1318,433,361.7,98.31,0,433,451.36,2.130781,62191.1175,111.059954,52.5564,32853,41605.81,858.264909
"498",2017-05-12,1223,455,312.52,97.83,0,454,451.32,2.224685,62148.7485,95.089887,46.81368,31959,41632.02,851.487996
"499",2017-05-13,1105,387,280.4,97.48,0,386,451.29,1.895867,62083.734,116.111753,43.15224,31253,41455.77,790.440897
"500",2017-05-14,1001,221,256.53,97.59,0,221,451.3,1.084835,62097.6135,65.815987,45.42408,30797,37529.24,711.245546
"501",2017-05-15,936,353,246.52,97.24,0,352,451.27,1.722647,61892.343,89.226991,73.11408,30519,42160.035,856.555516
"502",2017-05-16,909,376,234.33,96.76,0,376,451.23,1.787642,61728.711,97.818419,63.28392,30472,42902.68,874.1748999
"503",2017-05-17,924,387,280.98,96.4,0,387,451.2,1.903669,61643.973,98.294365,68.0484,30877,42307.836,866.619134
"504",2017-05-18,997,421,350.4,96.16,0,421,451.18,1.963831,61585.533,85.885296,61.42392,31914,42709.69,867.257752
"505",2017-05-19,2148,440,829.24,97.48,0,440,451.29,2.059336,61662.966,73.632484,45.77568,34379,42533.93,875.751748
"506",2017-05-20,1927,793,1220.55,98.91,343,449,451.41,2.086232,61906.953,20.748017,35.48832,37433,41499.56,798.906431
"507",2017-05-21,2985,1599,1634.76,99.03,1052,547,451.42,2.370133,62416.842,51.046373,13.72992,43727,38700.51,723.150685
"508",2017-05-22,3480,1783,1355.22,97.59,1236,547,451.3,2.302756,62780.631,43.439249,56.53896,48971,42592.03,854.84704
"509",2017-05-23,3337,1582,1298.55,96.64,1088,494,451.22,2.15389,63222.5835,44.702135,64.03632,52861,42970.52,866.627987
"510",2017-05-24,3385,1463,1498.3,96.76,944,519,451.23,2.304413,63590.025,64.184407,59.48472,54106,42596.85,861.645013
"511",2017-05-25,3212,1008,1114.25,97.12,517,489,451.26,2.265542,63808.4445,36.665981,62.01264,53167,42283.95,858.495703
"512",2017-05-26,2774,728,657.17,96.88,286,440,451.24,2.062946,63958.9275,29.601228,64.53552,51555,42326.82,866.501357
"513",2017-05-27,2366,579,579,96.88,62,515,451.24,2.430525,64113.063,8.994155,57.48192,49085,41447.27,799.314436
"514",2017-05-28,2027,519,519,96.88,0,516,451.24,2.519346,64243.8225,21.569832,48.03816,46440,37738.73,703.11032
"515",2017-05-29,1728,513,477.58,96.76,0,513,451.23,2.499784,64265.007,18.613056,48.43992,44266,41812.27,829.930014
"516",2017-05-30,1488,391,426.42,96.88,0,391,451.24,1.93061,64357.05,12.542315,50.63016,42015,41513.457,841.216147
"517",2017-05-31,1304,343,413.83,97.12,0,342,451.26,1.683777,64348.284,-7.27102,58.45512,39842,41851.97,845.446749
"518",2017-06-01,1223,351,386.42,97.24,0,351,451.27,1.731682,64317.603,-3.697322,58.12704,38086,41745.89,844.188855
"519",2017-06-02,1183,333,333,97.24,0,333,451.27,1.639242,64267.1985,-16.217799,55.52256,36525,41366.99,840.807956
"520",2017-06-03,1221,328,363.53,97.36,0,327,451.28,1.610466,64293.4965,-44.350583,46.5048,35078,41073.91,769.595453
"521",2017-06-04,1282,234,376.01,97.83,0,232,451.32,1.137193,64339.518,-20.612239,22.28952,33775,38782.86,702.386105
"522",2017-06-05,1654,374,409.53,97.95,0,373,451.33,1.833089,64244.553,-37.900687,39.51264,33209,42207.36,857.175669
"523",2017-06-06,2069,608,501.4,97.59,178,429,451.3,2.024979,64167.8505,-40.946432,42.56112,34613,42856.88,882.759596
"524",2017-06-07,1729,892,750.1,97.12,355,536,451.26,2.482135,64056.084,-28.269236,30.33792,37742,43723.3,894.554398
"525",2017-06-08,1755,961,1067.37,97.48,425,535,451.29,2.472207,63986.6865,-20.379584,48.1116,42125,43947.13,902.074423
"526",2017-06-09,1819,1064,957.63,97.12,532,532,451.26,2.422574,63996.183,-32.831972,48.69168,44739,42256.41,887.878052
"527",2017-06-10,1881,1020,878.45,96.64,538,482,451.22,2.256207,63998.3745,-66.025568,36.00624,44147,40809.15,775.946855
"528",2017-06-11,1865,667,667,96.64,286,380,451.22,1.825674,64034.169,-12.250303,22.82544,42881,38328.36,677.982955
"529",2017-06-12,1830,333,580.92,97.48,0,332,451.29,1.6504,63967.6935,-13.535402,31.44768,41019,41880.43,827.188164
"530",2017-06-13,1788,377,554.78,98.07,0,377,451.34,1.85184,63884.4165,-33.300931,42.8496,38837,42642.04,863.727351
"531",2017-06-14,1637,664,521.75,97.59,221,443,451.3,2.107766,63791.643,-25.990533,43.75464,37173,42567.813,871.841092
"532",2017-06-15,1549,712,605.52,97.24,439,272,451.27,1.266408,63754.3875,-22.706644,39.23136,36716,40234.52,767.715017
"533",2017-06-16,1473,698,556.33,96.76,255,443,451.23,2.038203,63685.7205,-44.273958,37.09704,35667,41247.36,807.965649
"534",2017-06-17,1430,536,571.42,96.88,128,406,451.24,1.896282,63688.6425,-55.518336,38.26632,34536,40619.99,751.845245
"535",2017-06-18,1385,314,526.73,97.59,0,311,451.3,1.523234,63725.1675,-9.26721,35.99376,33696,38323.516,694.332494
"536",2017-06-19,1348,349,455.6,97.95,0,348,451.33,1.72656,63674.763,-44.132937,39.70152,32744,41687.953,829.967557
"537",2017-06-20,1310,375,410.65,98.07,0,373,451.34,1.834459,63595.869,-43.113087,42.24048,31604,41507.898,846.489601
"538",2017-06-21,1247,338,373.65,98.19,59,279,451.35,1.365461,63519.897,-38.886942,34.6812,30458,41421.234,833.8989
"539",2017-06-22,1198,366,366,98.19,83,283,451.35,1.384637,63462.1875,-46.762988,30.60912,29635,42063.273,837.641128
"540",2017-06-23,1151,369,333.35,98.07,83,285,451.34,1.397735,63342.3855,-66.713211,40.46424,28908,41662.133,831.399584
"541",2017-06-24,1105,287,322.65,98.19,83,204,451.35,1.006083,63325.584,-82.857013,33.02928,28349,41002.86,763.522102
"542",2017-06-25,1066,216,322.94,98.55,47,168,451.38,0.839748,63294.903,-16.348857,10.95504,27779,38126.152,681.424845
"543",2017-06-26,1028,241,312.41,98.79,0,241,451.4,1.194371,63228.4275,-53.356704,24.50904,27091,41405.738,808.454051
"544",2017-06-27,1006,266,301.76,98.91,0,266,451.41,1.304523,63094.0155,-44.584826,23.12352,26362,41746.297,825.866373
"545",2017-06-28,977,302,302,98.91,0,302,451.41,1.485047,62927.4615,-51.661911,34.43448,25660,42405.648,831.603722
"546",2017-06-29,975,336,336,98.91,0,336,451.41,1.644997,62745.567,-41.027515,43.18128,25023,42352.625,837.34231
"547",2017-06-30,964,338,302.24,98.79,0,338,451.4,1.799024,62558.559,-68.091432,53.16864,24451,41720.281,830.748154
"548",2017-07-01,962,190,297.29,99.15,0,189,451.43,0.944529,62513.268,-32.668312,33.65088,23976,40555.539,758.392785
"549",2017-07-02,947,224,295.64,99.4,0,224,451.45,1.098008,62470.1685,42.758199,14.052,23593,36915.09,670.358107
"550",2017-07-03,929,291,291,99.4,0,290,451.45,1.42944,62373.012,-33.847501,10.26888,23258,40304.332,782.855913
"551",2017-07-04,916,361,253.59,99.03,15,345,451.42,1.69079,62261.976,-34.445199,11.34864,23036,40884.67,795.885952
"552",2017-07-05,881,291,255.24,98.91,0,291,451.41,1.437834,62069.8545,-32.455284,20.52864,22832,41416.98,807.363363
"553",2017-07-06,863,360,288.47,98.67,0,359,451.39,1.766292,61864.584,-33.673023,28.88088,22638,41591.957,820.182729
"554",2017-07-07,846,374,231.41,98.19,0,373,451.35,1.831181,61698.7605,-32.924397,26.85552,22425,41132.461,824.595538
"555",2017-07-08,831,261,261,98.19,0,260,451.35,1.2888,61619.136,3.68091,23.26728,22080,40350,750.112468
"556",2017-07-09,813,214,249.65,98.31,0,213,451.36,1.04504,61532.937,46.649975,12.07656,21766,37224.29,661.764861
"557",2017-07-10,801,370,227.52,97.83,0,370,451.32,1.818135,61294.0635,-10.713769,23.01648,21328,40902.816,794.776152
"558",2017-07-11,787,287,215.94,97.59,0,286,451.3,1.411178,61111.4385,-16.443042,27.8976,21001,41411.07,821.515542
"559",2017-07-12,770,349,207.1,97.12,0,349,451.26,1.737758,60963.147,-0.03167,22.66056,20649,41693.52,824.090683
"560",2017-07-13,767,357,250.75,96.76,0,357,451.23,1.757375,60808.281,-2.958863,17.8104,20381,41997.992,829.003365
"561",2017-07-14,758,369,227.68,96.28,0,368,451.19,1.811471,60605.9325,-9.228395,13.66032,20121,41682.76,827.180438
"562",2017-07-15,754,218,218,96.28,0,217,451.19,1.064745,60534.3435,9.007877,10.32864,19840,40522.86,753.88997
"563",2017-07-16,752,221,256.3,96.4,0,221,451.2,1.082358,60457.641,45.593374,6.70224,19645,37797.59,679.310735
"564",2017-07-17,750,391,214.73,95.81,0,390,451.15,1.909586,60246.5265,-18.224111,13.89456,19473,41186.828,807.202753
"565",2017-07-18,753,374,198.19,95.22,0,372,451.1,1.870826,59993.7735,-18.854688,17.63136,19273,40343.258,811.203866
"566",2017-07-19,746,383,242.84,94.75,0,383,451.06,1.854641,59801.652,-8.4043,32.98008,19082,41061.727,804.488893
"567",2017-07-20,749,405,230.23,94.16,0,405,451.01,1.987083,59532.828,-14.268458,33.40104,18883,41153.465,814.080667
"568",2017-07-21,742,488,209.3,93.22,0,488,450.93,2.399913,59239.167,-9.418423,26.62584,18657,41128.504,815.003821
"569",2017-07-22,735,499,221.8,92.29,0,499,450.85,2.399506,59034.627,16.66959,19.4604,18494,40065.016,748.6838
"570",2017-07-23,725,278,208.9,92.05,0,275,450.83,1.31624,58924.3215,39.096061,14.82624,18367,37559.395,672.642567
"571",2017-07-24,720,431,224.17,91.36,0,430,450.77,2.053067,58611.6675,13.217075,10.88304,18342,41465.434,801.150029
"572",2017-07-25,711,514,205.2,90.32,0,514,450.68,2.400555,58288.7865,3.010464,7.11672,18200,42182.07,831.377767
"573",2017-07-26,710,514,206.94,89.28,0,514,450.59,2.400309,57931.572,8.026468,11.77872,18028,42205.426,834.118029
"574",2017-07-27,697,421,217.18,88.6,0,419,450.53,1.951123,57577.2795,7.363148,18.18048,17764,42305.31,830.286979
"575",2017-07-28,696,482,211.51,87.69,0,482,450.45,2.259103,57252.207,2.423422,5.64288,17603,41731.727,825.740375
"576",2017-07-29,697,263,195.52,87.46,0,261,450.43,1.243477,57161.625,36.20651,-1.14912,17412,40475.742,751.358496
"577",2017-07-30,687,192,225.68,87.57,0,190,450.44,0.890769,57052.05,75.346167,-0.9288,17150,37627.125,674.913888
"578",2017-07-31,692,408,206.15,86.89,0,408,450.38,1.907327,56686.8,36.15497,0.6276,16972,40855.391,795.185425
"579",2017-08-01,697,425,190.39,86.11,0,425,450.31,1.98838,56309.1315,40.173627,1.24176,16834,41021.863,817.111003
"580",2017-08-02,708,326,192.44,85.66,0,326,450.27,1.524251,55989.903,28.545148,2.09112,16699,41679.81,824.572608
"581",2017-08-03,725,332,198.78,85.21,0,332,450.23,1.555397,55659.717,3.994432,1.09248,16595,41688.535,834.018086
"582",2017-08-04,753,420,187.59,84.42,0,420,450.16,1.957036,55292.2755,-4.098386,7.38816,16476,40739.277,828.57339
"583",2017-08-05,772,381,182.62,83.76,0,379,450.1,1.772286,55141.062,9.601304,2.18208,16318,40074.664,752.907768
"584",2017-08-06,755,215,215,83.76,0,214,450.1,1.004364,55069.473,60.537334,-0.56616,16187,37368.695,673.237237
"585",2017-08-07,749,322,223.16,83.42,0,322,450.07,1.515087,54677.925,40.312197,-0.86832,16064,40895.82,807.311969
"586",2017-08-08,740,357,192.53,82.87,0,354,450.02,1.646502,54271.0365,20.686828,2.04936,15991,42013.83,838.090186
"587",2017-08-09,713,409,212.47,82.21,0,408,449.96,1.839571,53839.311,9.770171,16.74,15825,42599.789,860.258029
"588",2017-08-10,704,370,206.57,81.66,0,370,449.91,1.654435,53463.834,-11.417157,6.10872,15720,41361.77,853.471952
"589",2017-08-11,694,371,208.15,81.11,0,370,449.86,1.660976,53097.8535,13.510909,-0.88824,15575,41284.32,844.968375
"590",2017-08-12,709,360,197.62,80.56,0,359,449.81,1.596998,52993.392,12.906387,-1.77648,15578,40562.48,777.008888
"591",2017-08-13,711,181,181,80.56,0,180,449.81,0.839274,52894.7745,48.941555,-1.09944,15617,37145.13,692.61048
"592",2017-08-14,731,349,219.37,80.13,0,349,449.77,1.555416,52495.9215,2.073829,-0.1044,15750,41530.41,833.772388
"593",2017-08-15,791,357,195.43,79.58,0,356,449.72,1.584143,52205.913,0.924099,-3.56112,15979,41364.11,842.703892
"594",2017-08-16,821,394,200.71,78.93,0,393,449.66,1.746083,51836.28,4.756563,-0.88368,16316,41760.91,854.336575
"595",2017-08-17,929,356,259.59,78.61,0,356,449.63,1.589163,51470.2995,1.222102,-0.49032,16741,42092.99,857.009201
"596",2017-08-18,962,388,259.64,78.18,0,388,449.59,1.722857,51084.5955,4.056004,2.69064,17054,41820.66,860.930958
"597",2017-08-19,1065,340,340,78.18,0,338,449.59,1.524107,50979.4035,19.896207,-3.18072,17476,41212.88,795.325211
"598",2017-08-20,1205,252,316.12,78.39,0,252,449.61,1.132706,50950.914,46.586454,-1.32384,17938,37497.793,708.662876
"599",2017-08-21,1256,311,375.24,78.61,0,311,449.63,1.377631,50713.5015,1.612944,-1.52232,18776,40782.58,820.144565
"600",2017-08-22,1267,367,527.76,79.15,0,367,449.68,1.601516,50619.9975,-17.449764,-9.72768,19772,41152.39,825.407757
"601",2017-08-23,1271,370,498.94,79.58,0,368,449.72,1.608113,50498.7345,-8.617034,-9.04104,20517,41320.47,827.229601
"602",2017-08-24,1226,335,367.29,79.69,0,334,449.73,1.470794,50327.067,-5.52594,-7.14168,20803,41285.76,830.661447
"603",2017-08-25,1153,372,307.42,79.48,0,370,449.71,1.611133,50099.8815,8.487557,-5.46984,20530,41081.453,830.322811
"604",2017-08-26,1083,367,270.36,79.15,0,366,449.68,1.60073,49974.2355,31.511086,-5.14608,19888,40410.031,764.835851
"605",2017-08-27,1003,356,259.47,78.83,0,355,449.65,1.569557,49804.029,78.028197,-18.5796,19078,37680.699,686.61182
"606",2017-08-28,920,433,208.46,78.07,0,433,449.58,1.90171,49424.8995,8.363973,-18.62184,18320,41354.55,829.443915
"607",2017-08-29,833,534,182.96,76.89,0,534,449.47,2.340941,49043.5785,18.882147,-13.2204,17610,42121.129,854.29116
"608",2017-08-30,766,430,176.06,76.03,0,430,449.39,1.898399,48649.839,6.327431,-11.25576,17005,42972.203,872.261075
"609",2017-08-31,721,214,182.29,75.93,0,213,449.38,0.965814,48273.6315,-9.2273,-6.48696,16404,41699.715,866.013918
"610",2017-09-01,692,287,192.21,75.61,0,287,449.35,1.267657,47951.481,9.328761,-10.1268,15872,41272.105,850.285559
"611",2017-09-02,668,318,191.73,75.18,0,318,449.31,1.4045,47726.487,29.561796,-22.03512,15324,41004.906,780.830965
"612",2017-09-03,655,182,182,75.18,0,182,449.31,0.812217,47528.5215,73.746483,-18.50928,14877,37663.156,693.762851
"613",2017-09-04,645,393,172.86,74.44,0,393,449.24,1.7298,47104.8315,24.813733,-25.28928,14524,41284.11,831.293539
"614",2017-09-05,639,414,163.42,73.6,0,414,449.16,1.835954,46695.021,23.418554,-10.62,14245,42661.285,861.700921
"615",2017-09-06,624,448,136.54,72.55,0,448,449.06,1.920004,46283.019,12.470238,-4.3284,13897,42219.422,868.4297277
"616",2017-09-07,616,286,161.81,72.13,0,282,449.02,1.217833,46044.1455,55.326289,-10.37856,13603,39708.824,774.6783716
"617",2017-09-08,607,412,164.78,71.3,0,411,448.94,1.755003,45689.1225,17.894468,-10.51248,13365,40813.402,819.0308757
"618",2017-09-09,592,398,151.82,70.47,0,397,448.86,1.683036,45401.3055,39.134298,-10.81968,13376,40358.375,773.4964264
"619",2017-09-10,582,276,153.43,70.06,0,276,448.82,1.198452,45143.439,62.052738,-19.94976,13115,38437.309,719.8269003
"620",2017-09-11,575,394,149.56,69.24,0,394,448.74,1.684145,44666.4225,-4.544146,-2.86464,12873,42979.06,878.8531515
"621",2017-09-12,565,407,133.5,68.31,0,407,448.65,1.711222,44226.6615,-0.689837,1.06704,12708,43846.56,911.1143072
"622",2017-09-13,555,395,123.01,67.4,0,395,448.56,1.661571,43827.078,0.460004,0,12606,43632.13,910.2228855
"623",2017-09-14,550,398,157.49,66.59,0,398,448.48,1.660824,43324.494,4.931073,0,12475,44846.97,926.5438718
"624",2017-09-15,543,414,114.93,65.58,0,414,448.38,1.726087,42820.449,-9.956512,0.25992,12309,44988.11,934.169467
"625",2017-09-16,535,394,126.41,64.68,0,391,448.29,1.64922,42484.419,30.201519,0.53928,12203,42045.9,838.3656861
"626",2017-09-17,529,230,141.23,64.38,0,228,448.26,0.969502,42217.7865,63.692849,-1.23912,12195,39042.95,744.711732
"627",2017-09-18,524,410,114.98,63.39,0,410,448.16,1.676492,41683.0605,51.715946,3.07272,12321,43676.64,894.648829
"628",2017-09-19,520,390,126.11,62.5,0,390,448.07,1.623458,41239.647,55.084954,2.00496,12519,43741.87,915.077428
"629",2017-09-20,510,536,128.36,61.13,28,507,447.93,2.023083,40729.758,59.523477,3.5268,12470,44181.73,923.089937
"630",2017-09-21,510,437,119.29,60.06,0,437,447.82,1.740084,40219.1385,62.718482,4.7736,12219,43892.79,924.652893
"631",2017-09-22,508,420,161.78,59.19,0,420,447.73,1.666872,39705.597,80.84818,12.04392,11905,43422.105,914.65096
"632",2017-09-23,498,418,132.7,58.23,0,417,447.63,1.665202,39316.971,83.365058,0.25488,11862,42361.64,837.622825
"633",2017-09-24,491,246,160.81,57.94,0,244,447.6,0.996124,39058.374,66.216925,-2.68584,11590,38807.98,747.905038
"634",2017-09-25,488,417,134.13,56.99,0,417,447.5,1.653944,38509.038,81.043543,0.78984,11516,42630.91,883.279807
"635",2017-09-26,490,412,130.98,56.05,0,410,447.4,1.644218,37969.1985,100.652721,4.0416,11516,43178.75,896.906988
"636",2017-09-27,497,429,149.83,55.11,0,428,447.3,1.721893,37381.146,91.248456,10.80168,11536,44298.5,914.960884
"637",2017-09-28,523,408,130.57,54.17,0,406,447.2,1.632851,36844.2285,87.143714,10.73832,11547,43616.398,915.763419
"638",2017-09-29,557,406,130.54,53.25,0,405,447.1,1.620317,36390.588,91.473966,9.35352,11692,42623.11,893.728951
"639",2017-09-30,672,424,150.27,52.32,0,424,447,1.600375,35958.8625,76.359016,4.99104,11870,40433.16,804.856478
"640",2017-10-01,711,244,162.29,52.05,0,244,446.97,0.964185,35714.8755,70.049024,-2.23368,12448,39027.434,728.96695
"641",2017-10-02,776,415,333.4,51.77,0,415,446.94,1.570978,35133.3975,75.179886,12.1896,13310,42134.81,871.451176
"642",2017-10-03,802,301,355.4,51.96,13,288,446.96,1.109476,34706.055,73.927221,18.25296,14442,42245.67,870.677163
"643",2017-10-04,838,354,326.8,51.87,25,329,446.95,1.247517,34420.4295,85.757961,-1.37184,15614,41867.18,849.360763
