Data Escala de Tempo 1 GE Simp 4,cod_aneel (tb_referenciacegusina (Usina)),cod_nucleoaneel (tb_referenciacegusina (Usina)),Data Dica,dsc_estado,id_subsistema,nom_tipousinasite,nom_usina2,Período Exibido GE,Selecione Tipo de GE Simp 4
2/15/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,15/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.8829
2/16/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,16/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.9402
2/17/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,17/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.9577
2/18/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,18/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.9469
2/19/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,19/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.9567
2/20/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,20/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.9556
2/21/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,21/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.9504
2/22/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,22/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.7447
2/23/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,23/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.0981
2/24/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,24/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8953
2/25/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,25/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.358
2/26/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,26/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8454
2/27/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,27/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.1768
2/28/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,28/2/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7802
3/1/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,1/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8941
3/2/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,2/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6119
3/3/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,3/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.2837
3/4/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,4/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.5276
3/5/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,5/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6942
3/6/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,6/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.9737
3/7/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,7/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7367
3/8/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,8/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.5926
3/9/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,9/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6849
3/10/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,10/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6205
3/11/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,11/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8617
3/12/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,12/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.3994
3/13/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,13/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.422
3/14/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,14/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.4416
3/15/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,15/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.2736
3/16/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,16/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.0614
3/17/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,17/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.1304
3/18/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,18/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.1192
3/19/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,19/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7878
3/20/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,20/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8191
3/21/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,21/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6315
3/22/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,22/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.2972
3/23/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,23/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.7061
3/24/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,24/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.698
3/25/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,25/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.9389
3/26/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,26/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.3837
3/27/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,27/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8584
3/28/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,28/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7004
3/29/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,29/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7187
3/30/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,30/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7367
3/31/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,31/3/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6114
4/1/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,1/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.2763
4/2/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,2/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.4033
4/3/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,3/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.2772
4/4/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,4/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.9457
4/5/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,5/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.1076
4/6/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,6/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8002
4/7/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,7/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8529
4/8/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,8/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.2206
4/9/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,9/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7498
4/10/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,10/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7826
4/11/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,11/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.2227
4/12/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,12/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.386
4/13/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,13/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.4407
4/14/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,14/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.2997
4/15/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,15/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.0365
4/16/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,16/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.5518
4/17/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,17/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.2322
4/18/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,18/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.4287
4/19/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,19/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6814
4/20/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,20/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8479
4/21/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,21/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7758
4/22/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,22/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.7542
4/23/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,23/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.3827
4/24/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,24/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.5324
4/25/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,25/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.5343
4/26/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,26/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.5474
4/27/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,27/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.4708
4/28/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,28/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.3709
4/29/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,29/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.5946
4/30/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,30/4/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.0508
5/1/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,1/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.5375
5/2/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,2/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.1264
5/3/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,3/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.0303
5/4/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,4/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.135
5/5/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,5/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.0487
5/6/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,6/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.5135
5/7/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,7/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.5376
5/8/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,8/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6099
5/9/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,9/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.698
5/10/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,10/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6189
5/11/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,11/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7064
5/12/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,12/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6401
5/13/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,13/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.4816
5/14/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,14/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.5312
5/15/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,15/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7258
5/16/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,16/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8084
5/17/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,17/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7771
5/18/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,18/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8781
5/19/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,19/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6408
5/20/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,20/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.8859
5/21/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,21/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.9521
5/22/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,22/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.1154
5/23/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,23/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.9499
5/24/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,24/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8691
5/25/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,25/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.0811
5/26/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,26/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.1511
5/27/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,27/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.6437
5/28/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,28/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.9459
5/29/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,29/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.863
5/30/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,30/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8416
5/31/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,31/5/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7291
6/1/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,1/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.381
6/2/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,2/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.6953
6/3/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,3/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.6775
6/4/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,4/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.1551
6/5/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,5/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.5143
6/6/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,6/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8039
6/7/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,7/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.811
6/8/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,8/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6076
6/9/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,9/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.3656
6/10/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,10/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.4874
6/11/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,11/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.4317
6/12/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,12/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.389
6/13/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,13/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.4667
6/14/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,14/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.6112
6/15/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,15/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.7755
6/16/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,16/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.8298
6/17/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,17/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.4937
6/18/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,18/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.8243
6/19/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,19/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.9829
6/20/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,20/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.1454
6/21/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,21/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.9984
6/22/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,22/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.2688
6/23/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,23/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.5834
6/24/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,24/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,0.5526
6/25/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,25/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.5228
6/26/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,26/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6547
6/27/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,27/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.9512
6/28/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,28/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.9594
6/29/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,29/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.9206
6/30/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,30/6/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8975
7/1/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,1/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.4463
7/2/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,2/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6878
7/3/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,3/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8354
7/4/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,4/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.9412
7/5/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,5/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.948
7/6/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,6/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,2.0062
7/7/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,7/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8481
7/8/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,8/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.7289
7/9/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,9/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.8536
7/10/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,10/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.789
7/11/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,11/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.729
7/12/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,12/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.637
7/13/2001 12:00:00 AM,UHE.PH.SP.000208-9.01,000208-9,13/7/2001,SAO PAULO,Sudeste/Centro-Oeste,Hidrelétrica, BARRA BONITA,4,1.6642
