Month,Reservoir,Water_Level
Jan-99,VOLTA GRANDE,494.37
Feb-99,VOLTA GRANDE,494.28
Mar-99,VOLTA GRANDE,494.02
Apr-99,VOLTA GRANDE,494.16
May-99,VOLTA GRANDE,494.11
Jun-99,VOLTA GRANDE,494.02
Jul-99,VOLTA GRANDE,494.09
Aug-99,VOLTA GRANDE,493.68
Sep-99,VOLTA GRANDE,493.89
Oct-99,VOLTA GRANDE,494.08
Nov-99,VOLTA GRANDE,493.63
Dec-99,VOLTA GRANDE,494.01
Jan-00,VOLTA GRANDE,494.26
Feb-00,VOLTA GRANDE,494.22
Mar-00,VOLTA GRANDE,493.65
Apr-00,VOLTA GRANDE,494.27
May-00,VOLTA GRANDE,493.81
Jun-00,VOLTA GRANDE,493.76
Jul-00,VOLTA GRANDE,493.83
Aug-00,VOLTA GRANDE,493.88
Sep-00,VOLTA GRANDE,493.97
Oct-00,VOLTA GRANDE,493.55
Nov-00,VOLTA GRANDE,493.74
Dec-00,VOLTA GRANDE,494.05
Jan-01,VOLTA GRANDE,494.1
Feb-01,VOLTA GRANDE,494.07
Mar-01,VOLTA GRANDE,494.39
Apr-01,VOLTA GRANDE,494.25
May-01,VOLTA GRANDE,494.15
Jun-01,VOLTA GRANDE,494.2
Jul-01,VOLTA GRANDE,494.14
Aug-01,VOLTA GRANDE,494.23
Sep-01,VOLTA GRANDE,494.2
Oct-01,VOLTA GRANDE,493.98
Nov-01,VOLTA GRANDE,494.1
Dec-01,VOLTA GRANDE,494.01
Jan-02,VOLTA GRANDE,494.06
Feb-02,VOLTA GRANDE,494.03
Mar-02,VOLTA GRANDE,493.97
Apr-02,VOLTA GRANDE,493.9
May-02,VOLTA GRANDE,494.13
Jun-02,VOLTA GRANDE,494.09
Jul-02,VOLTA GRANDE,493.98
Aug-02,VOLTA GRANDE,494.01
Sep-02,VOLTA GRANDE,493.81
Oct-02,VOLTA GRANDE,493.92
Nov-02,VOLTA GRANDE,493.85
Dec-02,VOLTA GRANDE,493.84
Jan-03,VOLTA GRANDE,494.28
Feb-03,VOLTA GRANDE,493.87
Mar-03,VOLTA GRANDE,494.14
Apr-03,VOLTA GRANDE,493.9
May-03,VOLTA GRANDE,494.2
Jun-03,VOLTA GRANDE,494.19
Jul-03,VOLTA GRANDE,494.19
Aug-03,VOLTA GRANDE,494.15
Sep-03,VOLTA GRANDE,493.92
Oct-03,VOLTA GRANDE,494.21
Nov-03,VOLTA GRANDE,493.95
Dec-03,VOLTA GRANDE,494.16
Jan-04,VOLTA GRANDE,494.25
Feb-04,VOLTA GRANDE,494.29
Mar-04,VOLTA GRANDE,494.01
Apr-04,VOLTA GRANDE,494.13
May-04,VOLTA GRANDE,494.12
Jun-04,VOLTA GRANDE,494.24
Jul-04,VOLTA GRANDE,494.04
Aug-04,VOLTA GRANDE,494
Sep-04,VOLTA GRANDE,494.04
Oct-04,VOLTA GRANDE,494.13
Nov-04,VOLTA GRANDE,494.16
Dec-04,VOLTA GRANDE,494.44
Jan-05,VOLTA GRANDE,494.44
Feb-05,VOLTA GRANDE,494.35
Mar-05,VOLTA GRANDE,494.29
Apr-05,VOLTA GRANDE,493.9
May-05,VOLTA GRANDE,494.4
Jun-05,VOLTA GRANDE,494.09
Jul-05,VOLTA GRANDE,494.09
Aug-05,VOLTA GRANDE,494.14
Sep-05,VOLTA GRANDE,494.18
Oct-05,VOLTA GRANDE,494.14
Nov-05,VOLTA GRANDE,494.34
Dec-05,VOLTA GRANDE,494.09
Jan-06,VOLTA GRANDE,494.52
Feb-06,VOLTA GRANDE,494.38
Mar-06,VOLTA GRANDE,494.36
Apr-06,VOLTA GRANDE,494.18
May-06,VOLTA GRANDE,494.21
Jun-06,VOLTA GRANDE,494.12
Jul-06,VOLTA GRANDE,493.93
Aug-06,VOLTA GRANDE,494.37
Sep-06,VOLTA GRANDE,494.34
Oct-06,VOLTA GRANDE,494.33
Nov-06,VOLTA GRANDE,494.45
Dec-06,VOLTA GRANDE,494.26
Jan-07,VOLTA GRANDE,494.27
Feb-07,VOLTA GRANDE,494.29
Mar-07,VOLTA GRANDE,494.46
Apr-07,VOLTA GRANDE,494.19
May-07,VOLTA GRANDE,494.25
Jun-07,VOLTA GRANDE,494.4
Jul-07,VOLTA GRANDE,494.24
Aug-07,VOLTA GRANDE,494.11
Sep-07,VOLTA GRANDE,494.1
Oct-07,VOLTA GRANDE,494.1
Nov-07,VOLTA GRANDE,494.22
Dec-07,VOLTA GRANDE,494.32
Jan-08,VOLTA GRANDE,494.72
Feb-08,VOLTA GRANDE,494.55
Mar-08,VOLTA GRANDE,494.49
Apr-08,VOLTA GRANDE,494.54
May-08,VOLTA GRANDE,494.58
Jun-08,VOLTA GRANDE,494.52
Jul-08,VOLTA GRANDE,494.5
Aug-08,VOLTA GRANDE,494.58
Sep-08,VOLTA GRANDE,494.42
Oct-08,VOLTA GRANDE,494.32
Nov-08,VOLTA GRANDE,494.32
Dec-08,VOLTA GRANDE,494.5
Jan-09,VOLTA GRANDE,494.67
Feb-09,VOLTA GRANDE,494.64
Mar-09,VOLTA GRANDE,494.63
Apr-09,VOLTA GRANDE,494.31
May-09,VOLTA GRANDE,494.45
Jun-09,VOLTA GRANDE,494.36
Jul-09,VOLTA GRANDE,494.34
Aug-09,VOLTA GRANDE,494.24
Sep-09,VOLTA GRANDE,494.19
Oct-09,VOLTA GRANDE,494.1
Nov-09,VOLTA GRANDE,494.46
Dec-09,VOLTA GRANDE,494.58
Jan-10,VOLTA GRANDE,494.24
Feb-10,VOLTA GRANDE,494.79
Mar-10,VOLTA GRANDE,494.27
Apr-10,VOLTA GRANDE,494.32
May-10,VOLTA GRANDE,494.22
Jun-10,VOLTA GRANDE,494.21
Jul-10,VOLTA GRANDE,494.34
Aug-10,VOLTA GRANDE,494.12
Sep-10,VOLTA GRANDE,494.67
Oct-10,VOLTA GRANDE,494.26
Nov-10,VOLTA GRANDE,494.09
Dec-10,VOLTA GRANDE,494.28
Jan-11,VOLTA GRANDE,494.43
Feb-11,VOLTA GRANDE,494.37
Mar-11,VOLTA GRANDE,494.56
Apr-11,VOLTA GRANDE,494.35
May-11,VOLTA GRANDE,494.28
Jun-11,VOLTA GRANDE,494.36
Jul-11,VOLTA GRANDE,494.24
Aug-11,VOLTA GRANDE,494.17
Sep-11,VOLTA GRANDE,494.29
Oct-11,VOLTA GRANDE,494.25
Nov-11,VOLTA GRANDE,494.3
Dec-11,VOLTA GRANDE,494.12
Jan-12,VOLTA GRANDE,494.6
Feb-12,VOLTA GRANDE,494.69
Mar-12,VOLTA GRANDE,494.53
Apr-12,VOLTA GRANDE,494.28
May-12,VOLTA GRANDE,494.34
Jun-12,VOLTA GRANDE,494.56
Jul-12,VOLTA GRANDE,494.21
Aug-12,VOLTA GRANDE,494.47
Sep-12,VOLTA GRANDE,494.22
Oct-12,VOLTA GRANDE,494.36
Nov-12,VOLTA GRANDE,494.59
Dec-12,VOLTA GRANDE,494.31
Jan-13,VOLTA GRANDE,494.12
Feb-13,VOLTA GRANDE,494.28
Mar-13,VOLTA GRANDE,494.58
Apr-13,VOLTA GRANDE,494.6
May-13,VOLTA GRANDE,494.56
Jun-13,VOLTA GRANDE,494.27
Jul-13,VOLTA GRANDE,494.45
Aug-13,VOLTA GRANDE,494.4
Sep-13,VOLTA GRANDE,494.61
Oct-13,VOLTA GRANDE,494.49
Nov-13,VOLTA GRANDE,494.52
Dec-13,VOLTA GRANDE,494.48
Jan-14,VOLTA GRANDE,494.4
Feb-14,VOLTA GRANDE,494.47
Mar-14,VOLTA GRANDE,494.27
Apr-14,VOLTA GRANDE,494.02
May-14,VOLTA GRANDE,494.27
Jun-14,VOLTA GRANDE,494.45
Jul-14,VOLTA GRANDE,494.37
Aug-14,VOLTA GRANDE,494.5
Sep-14,VOLTA GRANDE,494.36
Oct-14,VOLTA GRANDE,494.28
Nov-14,VOLTA GRANDE,494.28
Dec-14,VOLTA GRANDE,494.18
Jan-15,VOLTA GRANDE,494.18
Feb-15,VOLTA GRANDE,494.51
Mar-15,VOLTA GRANDE,494.22
Apr-15,VOLTA GRANDE,494.39
May-15,VOLTA GRANDE,494.28
Jun-15,VOLTA GRANDE,494.37
Jul-15,VOLTA GRANDE,494.57
Aug-15,VOLTA GRANDE,494.58
Sep-15,VOLTA GRANDE,494.4
Oct-15,VOLTA GRANDE,494.27
Nov-15,VOLTA GRANDE,494.27
Dec-15,VOLTA GRANDE,494.24
Jan-16,VOLTA GRANDE,494.66
Feb-16,VOLTA GRANDE,494.71
Mar-16,VOLTA GRANDE,494.63
Apr-16,VOLTA GRANDE,494.58
May-16,VOLTA GRANDE,494.52
Jun-16,VOLTA GRANDE,494.62
Jul-16,VOLTA GRANDE,494.31
Aug-16,VOLTA GRANDE,494.38
Sep-16,VOLTA GRANDE,494.32
Oct-16,VOLTA GRANDE,494.22
Nov-16,VOLTA GRANDE,494.1
Dec-16,VOLTA GRANDE,493.99
Jan-17,VOLTA GRANDE,494.63
Feb-17,VOLTA GRANDE,494.06
Mar-17,VOLTA GRANDE,494.44
Apr-17,VOLTA GRANDE,494.48
May-17,VOLTA GRANDE,494.17
Jun-17,VOLTA GRANDE,493.97
Jul-17,VOLTA GRANDE,494.25
Aug-17,VOLTA GRANDE,494.51
Sep-17,VOLTA GRANDE,494.7
Oct-17,VOLTA GRANDE,494.59
Nov-17,VOLTA GRANDE,494.45
Dec-17,VOLTA GRANDE,494.68
Jan-18,VOLTA GRANDE,494.45
Feb-18,VOLTA GRANDE,494.7
Mar-18,VOLTA GRANDE,494.42
Apr-18,VOLTA GRANDE,494.52
May-18,VOLTA GRANDE,494.61
Jun-18,VOLTA GRANDE,494.37
Jul-18,VOLTA GRANDE,494.12
Aug-18,VOLTA GRANDE,494.17
Sep-18,VOLTA GRANDE,494.18
Oct-18,VOLTA GRANDE,494.29
Nov-18,VOLTA GRANDE,494.17
Dec-18,VOLTA GRANDE,494.5
Jan-19,VOLTA GRANDE,493.67
Feb-19,VOLTA GRANDE,494.79
Mar-19,VOLTA GRANDE,494.32
Apr-19,VOLTA GRANDE,494.48
May-19,VOLTA GRANDE,494.51
Jun-19,VOLTA GRANDE,494.21
Jul-19,VOLTA GRANDE,494.07
Aug-19,VOLTA GRANDE,494.22
Sep-19,VOLTA GRANDE,494.4
Oct-19,VOLTA GRANDE,494.49
Nov-19,VOLTA GRANDE,494.44
Dec-19,VOLTA GRANDE,494.14
Jan-20,VOLTA GRANDE,494.13
Feb-20,VOLTA GRANDE,494.5
Mar-20,VOLTA GRANDE,494.49
Apr-20,VOLTA GRANDE,494.11
May-20,VOLTA GRANDE,494.13
Jun-20,VOLTA GRANDE,494.07
Jul-20,VOLTA GRANDE,494.0100098
Aug-20,VOLTA GRANDE,494.0599976
Sep-20,VOLTA GRANDE,494.1000061
Oct-20,VOLTA GRANDE,494.3099976
Nov-20,VOLTA GRANDE,494.3800049
Dec-20,VOLTA GRANDE,494.3500061
Jan-21,VOLTA GRANDE,494.230011
Feb-21,VOLTA GRANDE,494.1099854
Mar-21,VOLTA GRANDE,494.2799988
Apr-21,VOLTA GRANDE,494.1199951
May-21,VOLTA GRANDE,494.1600037
Jun-21,VOLTA GRANDE,494.1600037
Jul-21,VOLTA GRANDE,494.0899963
Jan-99,TRÊS MARIAS,561.47
Feb-99,TRÊS MARIAS,561.68
Mar-99,TRÊS MARIAS,566.07
Apr-99,TRÊS MARIAS,565.85
May-99,TRÊS MARIAS,564.86
Jun-99,TRÊS MARIAS,563.55
Jul-99,TRÊS MARIAS,561.84
Aug-99,TRÊS MARIAS,559.77
Sep-99,TRÊS MARIAS,557.81
Oct-99,TRÊS MARIAS,555.88
Nov-99,TRÊS MARIAS,556.73
Dec-99,TRÊS MARIAS,557.57
Jan-00,TRÊS MARIAS,560.51
Feb-00,TRÊS MARIAS,566.18
Mar-00,TRÊS MARIAS,568.96
Apr-00,TRÊS MARIAS,569.25
May-00,TRÊS MARIAS,568.44
Jun-00,TRÊS MARIAS,567.25
Jul-00,TRÊS MARIAS,565.75
Aug-00,TRÊS MARIAS,563.85
Sep-00,TRÊS MARIAS,562.08
Oct-00,TRÊS MARIAS,559.45
Nov-00,TRÊS MARIAS,558.73
Dec-00,TRÊS MARIAS,560
Jan-01,TRÊS MARIAS,561.11
Feb-01,TRÊS MARIAS,560.41
Mar-01,TRÊS MARIAS,560.32
Apr-01,TRÊS MARIAS,559.41
May-01,TRÊS MARIAS,558.32
Jun-01,TRÊS MARIAS,557.48
Jul-01,TRÊS MARIAS,556.42
Aug-01,TRÊS MARIAS,555.31
Sep-01,TRÊS MARIAS,554.17
Oct-01,TRÊS MARIAS,553.13
Nov-01,TRÊS MARIAS,553.03
Dec-01,TRÊS MARIAS,555.9
Jan-02,TRÊS MARIAS,560.42
Feb-02,TRÊS MARIAS,565.47
Mar-02,TRÊS MARIAS,567.54
Apr-02,TRÊS MARIAS,567.82
May-02,TRÊS MARIAS,567.42
Jun-02,TRÊS MARIAS,566.64
Jul-02,TRÊS MARIAS,565.54
Aug-02,TRÊS MARIAS,564.02
Sep-02,TRÊS MARIAS,561.9
Oct-02,TRÊS MARIAS,559.14
Nov-02,TRÊS MARIAS,557.56
Dec-02,TRÊS MARIAS,558.25
Jan-03,TRÊS MARIAS,562.37
Feb-03,TRÊS MARIAS,564.14
Mar-03,TRÊS MARIAS,564.95
Apr-03,TRÊS MARIAS,564.73
May-03,TRÊS MARIAS,564.06
Jun-03,TRÊS MARIAS,562.99
Jul-03,TRÊS MARIAS,561.79
Aug-03,TRÊS MARIAS,560.24
Sep-03,TRÊS MARIAS,558.56
Oct-03,TRÊS MARIAS,556.35
Nov-03,TRÊS MARIAS,554.8
Dec-03,TRÊS MARIAS,556.01
Jan-04,TRÊS MARIAS,559.81
Feb-04,TRÊS MARIAS,564.93
Mar-04,TRÊS MARIAS,569.61
Apr-04,TRÊS MARIAS,571.36
May-04,TRÊS MARIAS,571.46
Jun-04,TRÊS MARIAS,571.32
Jul-04,TRÊS MARIAS,570.75
Aug-04,TRÊS MARIAS,569.61
Sep-04,TRÊS MARIAS,568.13
Oct-04,TRÊS MARIAS,566.65
Nov-04,TRÊS MARIAS,565.67
Dec-04,TRÊS MARIAS,567.27
Jan-05,TRÊS MARIAS,569.7
Feb-05,TRÊS MARIAS,570.06
Mar-05,TRÊS MARIAS,571.52
Apr-05,TRÊS MARIAS,571.62
May-05,TRÊS MARIAS,571.57
Jun-05,TRÊS MARIAS,571.15
Jul-05,TRÊS MARIAS,570.27
Aug-05,TRÊS MARIAS,569.11
Sep-05,TRÊS MARIAS,567.97
Oct-05,TRÊS MARIAS,566.47
Nov-05,TRÊS MARIAS,566.71
Dec-05,TRÊS MARIAS,568.32
Jan-06,TRÊS MARIAS,568.51
Feb-06,TRÊS MARIAS,569.01
Mar-06,TRÊS MARIAS,571.44
Apr-06,TRÊS MARIAS,571.91
May-06,TRÊS MARIAS,571.56
Jun-06,TRÊS MARIAS,570.92
Jul-06,TRÊS MARIAS,569.94
Aug-06,TRÊS MARIAS,568.66
Sep-06,TRÊS MARIAS,567.59
Oct-06,TRÊS MARIAS,566.89
Nov-06,TRÊS MARIAS,566.74
Dec-06,TRÊS MARIAS,569.12
Jan-07,TRÊS MARIAS,570.3
Feb-07,TRÊS MARIAS,570.95
Mar-07,TRÊS MARIAS,571.5
Apr-07,TRÊS MARIAS,571.57
May-07,TRÊS MARIAS,571.19
Jun-07,TRÊS MARIAS,570.53
Jul-07,TRÊS MARIAS,569.7
Aug-07,TRÊS MARIAS,568.61
Sep-07,TRÊS MARIAS,567.25
Oct-07,TRÊS MARIAS,565.61
Nov-07,TRÊS MARIAS,563.8
Dec-07,TRÊS MARIAS,562.69
Jan-08,TRÊS MARIAS,562.67
Feb-08,TRÊS MARIAS,567.97
Mar-08,TRÊS MARIAS,570.9
Apr-08,TRÊS MARIAS,572.23
May-08,TRÊS MARIAS,572.17
Jun-08,TRÊS MARIAS,571.75
Jul-08,TRÊS MARIAS,571.05
Aug-08,TRÊS MARIAS,569.98
Sep-08,TRÊS MARIAS,568.76
Oct-08,TRÊS MARIAS,566.89
Nov-08,TRÊS MARIAS,565.93
Dec-08,TRÊS MARIAS,568.61
Jan-09,TRÊS MARIAS,570.68
Feb-09,TRÊS MARIAS,571.53
Mar-09,TRÊS MARIAS,572.4
Apr-09,TRÊS MARIAS,572.48
May-09,TRÊS MARIAS,572.48
Jun-09,TRÊS MARIAS,571.97
Jul-09,TRÊS MARIAS,571.04
Aug-09,TRÊS MARIAS,569.57
Sep-09,TRÊS MARIAS,567.93
Oct-09,TRÊS MARIAS,566.79
Nov-09,TRÊS MARIAS,565.7
Dec-09,TRÊS MARIAS,567.08
Jan-10,TRÊS MARIAS,567.86
Feb-10,TRÊS MARIAS,567.09
Mar-10,TRÊS MARIAS,568.63
Apr-10,TRÊS MARIAS,568.64
May-10,TRÊS MARIAS,567.51
Jun-10,TRÊS MARIAS,566.72
Jul-10,TRÊS MARIAS,565.73
Aug-10,TRÊS MARIAS,564.43
Sep-10,TRÊS MARIAS,563.12
Oct-10,TRÊS MARIAS,562.12
Nov-10,TRÊS MARIAS,563.3
Dec-10,TRÊS MARIAS,565.21
Jan-11,TRÊS MARIAS,568.892
Feb-11,TRÊS MARIAS,568.833
Mar-11,TRÊS MARIAS,572.29
Apr-11,TRÊS MARIAS,572.374
May-11,TRÊS MARIAS,572.291
Jun-11,TRÊS MARIAS,571.471
Jul-11,TRÊS MARIAS,570.687
Aug-11,TRÊS MARIAS,569.267
Sep-11,TRÊS MARIAS,567.552
Oct-11,TRÊS MARIAS,566.319
Nov-11,TRÊS MARIAS,565.553
Dec-11,TRÊS MARIAS,568.97
Jan-12,TRÊS MARIAS,569.98
Feb-12,TRÊS MARIAS,570.86
Mar-12,TRÊS MARIAS,571.01
Apr-12,TRÊS MARIAS,571.03
May-12,TRÊS MARIAS,570.53
Jun-12,TRÊS MARIAS,569.74
Jul-12,TRÊS MARIAS,568.67
Aug-12,TRÊS MARIAS,567.35
Sep-12,TRÊS MARIAS,565.39
Oct-12,TRÊS MARIAS,563.09
Nov-12,TRÊS MARIAS,562.58
Dec-12,TRÊS MARIAS,561.28
Jan-13,TRÊS MARIAS,562.07
Feb-13,TRÊS MARIAS,563.8
Mar-13,TRÊS MARIAS,564.32
Apr-13,TRÊS MARIAS,564.81
May-13,TRÊS MARIAS,564.09
Jun-13,TRÊS MARIAS,563.42
Jul-13,TRÊS MARIAS,562.16
Aug-13,TRÊS MARIAS,560.68
Sep-13,TRÊS MARIAS,559.09
Oct-13,TRÊS MARIAS,557.69
Nov-13,TRÊS MARIAS,556.64
Dec-13,TRÊS MARIAS,558.95
Jan-14,TRÊS MARIAS,558.36
Feb-14,TRÊS MARIAS,556.682
Mar-14,TRÊS MARIAS,555.89
Apr-14,TRÊS MARIAS,555.641
May-14,TRÊS MARIAS,554.78
Jun-14,TRÊS MARIAS,553.772
Jul-14,TRÊS MARIAS,552.88
Aug-14,TRÊS MARIAS,552.1
Sep-14,TRÊS MARIAS,551.304
Oct-14,TRÊS MARIAS,550.426
Nov-14,TRÊS MARIAS,550.986
Dec-14,TRÊS MARIAS,553.136
Jan-15,TRÊS MARIAS,553.252
Feb-15,TRÊS MARIAS,555.526
Mar-15,TRÊS MARIAS,559.238
Apr-15,TRÊS MARIAS,560.71
May-15,TRÊS MARIAS,560.845
Jun-15,TRÊS MARIAS,560.333
Jul-15,TRÊS MARIAS,559.524
Aug-15,TRÊS MARIAS,558.337
Sep-15,TRÊS MARIAS,556.885
Oct-15,TRÊS MARIAS,554.289
Nov-15,TRÊS MARIAS,552.355
Dec-15,TRÊS MARIAS,551.996
Jan-16,TRÊS MARIAS,557.05
Feb-16,TRÊS MARIAS,559
Mar-16,TRÊS MARIAS,560.57
Apr-16,TRÊS MARIAS,560.89
May-16,TRÊS MARIAS,560.7
Jun-16,TRÊS MARIAS,560.37
Jul-16,TRÊS MARIAS,559.5
Aug-16,TRÊS MARIAS,558.28
Sep-16,TRÊS MARIAS,556.71
Oct-16,TRÊS MARIAS,554.91
Nov-16,TRÊS MARIAS,555.03
Dec-16,TRÊS MARIAS,557.67
Jan-17,TRÊS MARIAS,558.65
Feb-17,TRÊS MARIAS,559.71
Mar-17,TRÊS MARIAS,559.91
Apr-17,TRÊS MARIAS,559.52
May-17,TRÊS MARIAS,559.11
Jun-17,TRÊS MARIAS,558.22
Jul-17,TRÊS MARIAS,557.09
Aug-17,TRÊS MARIAS,555.73
Sep-17,TRÊS MARIAS,554.19
Oct-17,TRÊS MARIAS,552.43
Nov-17,TRÊS MARIAS,552.3
Dec-17,TRÊS MARIAS,555.55
Jan-18,TRÊS MARIAS,557.96
Feb-18,TRÊS MARIAS,560.28
Mar-18,TRÊS MARIAS,562.78
Apr-18,TRÊS MARIAS,563.38
May-18,TRÊS MARIAS,563.34
Jun-18,TRÊS MARIAS,562.9
Jul-18,TRÊS MARIAS,562.13
Aug-18,TRÊS MARIAS,561.24
Sep-18,TRÊS MARIAS,560.34
Oct-18,TRÊS MARIAS,559.7
Nov-18,TRÊS MARIAS,562.12
Dec-18,TRÊS MARIAS,564.18
Jan-19,TRÊS MARIAS,565.147
Feb-19,TRÊS MARIAS,566.315
Mar-19,TRÊS MARIAS,568.665
Apr-19,TRÊS MARIAS,569.498
May-19,TRÊS MARIAS,569.855
Jun-19,TRÊS MARIAS,569.2
Jul-19,TRÊS MARIAS,568.201
Aug-19,TRÊS MARIAS,567.056
Sep-19,TRÊS MARIAS,565.801
Oct-19,TRÊS MARIAS,564.52
Nov-19,TRÊS MARIAS,563.72
Dec-19,TRÊS MARIAS,565.093
Jan-20,TRÊS MARIAS,567.376
Feb-20,TRÊS MARIAS,571.102
Mar-20,TRÊS MARIAS,572.458
Apr-20,TRÊS MARIAS,572.189
May-20,TRÊS MARIAS,571.821
Jun-20,TRÊS MARIAS,571.283
Jul-20,TRÊS MARIAS,570.1439819
Aug-20,TRÊS MARIAS,568.7280273
Sep-20,TRÊS MARIAS,566.8800049
Oct-20,TRÊS MARIAS,564.8770142
Nov-20,TRÊS MARIAS,564.0889893
Dec-20,TRÊS MARIAS,563.4660034
Jan-21,TRÊS MARIAS,564.9539795
Feb-21,TRÊS MARIAS,566.9019775
Mar-21,TRÊS MARIAS,567.9019775
Apr-21,TRÊS MARIAS,567.5390015
May-21,TRÊS MARIAS,566.7329712
Jun-21,TRÊS MARIAS,565.8519898
Jul-21,TRÊS MARIAS,565.1599731
Jan-99,TRÊS IRMÃOS,326.36
Feb-99,TRÊS IRMÃOS,326.67
Mar-99,TRÊS IRMÃOS,327.39
Apr-99,TRÊS IRMÃOS,327.45
May-99,TRÊS IRMÃOS,327.11
Jun-99,TRÊS IRMÃOS,326.18
Jul-99,TRÊS IRMÃOS,325.44
Aug-99,TRÊS IRMÃOS,324.81
Sep-99,TRÊS IRMÃOS,324.74
Oct-99,TRÊS IRMÃOS,323.8
Nov-99,TRÊS IRMÃOS,323.08
Dec-99,TRÊS IRMÃOS,323.52
Jan-00,TRÊS IRMÃOS,324.01
Feb-00,TRÊS IRMÃOS,325.9
Mar-00,TRÊS IRMÃOS,327.56
Apr-00,TRÊS IRMÃOS,327.91
May-00,TRÊS IRMÃOS,327.48
Jun-00,TRÊS IRMÃOS,326.98
Jul-00,TRÊS IRMÃOS,325.91
Aug-00,TRÊS IRMÃOS,325.18
Sep-00,TRÊS IRMÃOS,324.9
Oct-00,TRÊS IRMÃOS,324.52
Nov-00,TRÊS IRMÃOS,324.29
Dec-00,TRÊS IRMÃOS,324.9
Jan-01,TRÊS IRMÃOS,324.8
Feb-01,TRÊS IRMÃOS,324.98
Mar-01,TRÊS IRMÃOS,324.42
Apr-01,TRÊS IRMÃOS,324.86
May-01,TRÊS IRMÃOS,325.13
Jun-01,TRÊS IRMÃOS,324.65
Jul-01,TRÊS IRMÃOS,324.7
Aug-01,TRÊS IRMÃOS,324.62
Sep-01,TRÊS IRMÃOS,324.59
Oct-01,TRÊS IRMÃOS,324.75
Nov-01,TRÊS IRMÃOS,325.51
Dec-01,TRÊS IRMÃOS,326.91
Jan-02,TRÊS IRMÃOS,327.6
Feb-02,TRÊS IRMÃOS,327.75
Mar-02,TRÊS IRMÃOS,327.78
Apr-02,TRÊS IRMÃOS,327.61
May-02,TRÊS IRMÃOS,327.71
Jun-02,TRÊS IRMÃOS,326.98
Jul-02,TRÊS IRMÃOS,326.33
Aug-02,TRÊS IRMÃOS,326.4
Sep-02,TRÊS IRMÃOS,326.17
Oct-02,TRÊS IRMÃOS,325.98
Nov-02,TRÊS IRMÃOS,326.03
Dec-02,TRÊS IRMÃOS,325.48
Jan-03,TRÊS IRMÃOS,326.76
Feb-03,TRÊS IRMÃOS,327.29
Mar-03,TRÊS IRMÃOS,327.71
Apr-03,TRÊS IRMÃOS,327.76
May-03,TRÊS IRMÃOS,327.59
Jun-03,TRÊS IRMÃOS,327.68
Jul-03,TRÊS IRMÃOS,327.42
Aug-03,TRÊS IRMÃOS,326.8
Sep-03,TRÊS IRMÃOS,326.32
Oct-03,TRÊS IRMÃOS,325.57
Nov-03,TRÊS IRMÃOS,325.66
Dec-03,TRÊS IRMÃOS,325.57
Jan-04,TRÊS IRMÃOS,326.31
Feb-04,TRÊS IRMÃOS,326.95
Mar-04,TRÊS IRMÃOS,327.73
Apr-04,TRÊS IRMÃOS,327.98
May-04,TRÊS IRMÃOS,327.98
Jun-04,TRÊS IRMÃOS,327.55
Jul-04,TRÊS IRMÃOS,327.43
Aug-04,TRÊS IRMÃOS,327.03
Sep-04,TRÊS IRMÃOS,326.05
Oct-04,TRÊS IRMÃOS,326.05
Nov-04,TRÊS IRMÃOS,325.94
Dec-04,TRÊS IRMÃOS,325.93
Jan-05,TRÊS IRMÃOS,326.77
Feb-05,TRÊS IRMÃOS,326.27
Mar-05,TRÊS IRMÃOS,327.48
Apr-05,TRÊS IRMÃOS,327.86
May-05,TRÊS IRMÃOS,327.81
Jun-05,TRÊS IRMÃOS,327.41
Jul-05,TRÊS IRMÃOS,326.96
Aug-05,TRÊS IRMÃOS,325.96
Sep-05,TRÊS IRMÃOS,325.83
Oct-05,TRÊS IRMÃOS,325.73
Nov-05,TRÊS IRMÃOS,325.44
Dec-05,TRÊS IRMÃOS,326.21
Jan-06,TRÊS IRMÃOS,325.9
Feb-06,TRÊS IRMÃOS,326.96
Mar-06,TRÊS IRMÃOS,327.21
Apr-06,TRÊS IRMÃOS,327.95
May-06,TRÊS IRMÃOS,327.73
Jun-06,TRÊS IRMÃOS,326.54
Jul-06,TRÊS IRMÃOS,326.06
Aug-06,TRÊS IRMÃOS,325.82
Sep-06,TRÊS IRMÃOS,325.54
Oct-06,TRÊS IRMÃOS,326.43
Nov-06,TRÊS IRMÃOS,325.67
Dec-06,TRÊS IRMÃOS,326.07
Jan-07,TRÊS IRMÃOS,326.64
Feb-07,TRÊS IRMÃOS,326.47
Mar-07,TRÊS IRMÃOS,327.9
Apr-07,TRÊS IRMÃOS,327.8
May-07,TRÊS IRMÃOS,327.75
Jun-07,TRÊS IRMÃOS,327.42
Jul-07,TRÊS IRMÃOS,327
Aug-07,TRÊS IRMÃOS,326.5
Sep-07,TRÊS IRMÃOS,325.55
Oct-07,TRÊS IRMÃOS,326
Nov-07,TRÊS IRMÃOS,325.75
Dec-07,TRÊS IRMÃOS,325.76
Jan-08,TRÊS IRMÃOS,326.77
Feb-08,TRÊS IRMÃOS,327.15
Mar-08,TRÊS IRMÃOS,327.94
Apr-08,TRÊS IRMÃOS,327.98
May-08,TRÊS IRMÃOS,327.8
Jun-08,TRÊS IRMÃOS,327.45
Jul-08,TRÊS IRMÃOS,326.5
Aug-08,TRÊS IRMÃOS,325.66
