Month,Reservoir,Water_Level
Dec-06,SANTA BRANCA,617.91
Jan-07,SANTA BRANCA,618.36
Feb-07,SANTA BRANCA,617.23
Mar-07,SANTA BRANCA,615.23
Apr-07,SANTA BRANCA,612.87
May-07,SANTA BRANCA,613.81
Jun-07,SANTA BRANCA,613.99
Jul-07,SANTA BRANCA,615
Aug-07,SANTA BRANCA,614.41
Sep-07,SANTA BRANCA,612.73
Oct-07,SANTA BRANCA,611.6
Nov-07,SANTA BRANCA,611.89
Dec-07,SANTA BRANCA,612.87
Jan-08,SANTA BRANCA,613.57
Feb-08,SANTA BRANCA,614.57
Mar-08,SANTA BRANCA,613.97
Apr-08,SANTA BRANCA,614.2
May-08,SANTA BRANCA,612.28
Jun-08,SANTA BRANCA,609.89
Jul-08,SANTA BRANCA,609.9
Aug-08,SANTA BRANCA,609.89
Sep-08,SANTA BRANCA,609.82
Oct-08,SANTA BRANCA,610.01
Nov-08,SANTA BRANCA,609.84
Dec-08,SANTA BRANCA,611.46
Jan-09,SANTA BRANCA,613.42
Feb-09,SANTA BRANCA,617.28
Mar-09,SANTA BRANCA,618.96
Apr-09,SANTA BRANCA,619.54
May-09,SANTA BRANCA,620.11
Jun-09,SANTA BRANCA,620.04
Jul-09,SANTA BRANCA,620.34
Aug-09,SANTA BRANCA,620.94
Sep-09,SANTA BRANCA,620.98
Oct-09,SANTA BRANCA,620.51
Nov-09,SANTA BRANCA,620.11
Dec-09,SANTA BRANCA,620.32
Jan-10,SANTA BRANCA,621.17
Feb-10,SANTA BRANCA,620.65
Mar-10,SANTA BRANCA,621.18
Apr-10,SANTA BRANCA,621.8
May-10,SANTA BRANCA,621.92
Jun-10,SANTA BRANCA,621.91
Jul-10,SANTA BRANCA,621.74
Aug-10,SANTA BRANCA,621.45
Sep-10,SANTA BRANCA,622.19
Oct-10,SANTA BRANCA,619.63
Nov-10,SANTA BRANCA,620.76
Dec-10,SANTA BRANCA,620.26
Jan-11,SANTA BRANCA,620.42
Feb-11,SANTA BRANCA,620.78
Mar-11,SANTA BRANCA,621.88
Apr-11,SANTA BRANCA,622.08
May-11,SANTA BRANCA,622
Jun-11,SANTA BRANCA,621.93
Jul-11,SANTA BRANCA,621.68
Aug-11,SANTA BRANCA,621.45
Sep-11,SANTA BRANCA,619.4
Oct-11,SANTA BRANCA,617.66
Nov-11,SANTA BRANCA,617.45
Dec-11,SANTA BRANCA,618.46
Jan-12,SANTA BRANCA,620.34
Feb-12,SANTA BRANCA,620.62
Mar-12,SANTA BRANCA,621.03
Apr-12,SANTA BRANCA,620.28
May-12,SANTA BRANCA,619.7
Jun-12,SANTA BRANCA,619.16
Jul-12,SANTA BRANCA,617.78
Aug-12,SANTA BRANCA,617.4
Sep-12,SANTA BRANCA,617.26
Oct-12,SANTA BRANCA,615.1
Nov-12,SANTA BRANCA,614.4
Dec-12,SANTA BRANCA,616.66
Jan-13,SANTA BRANCA,617.74
Feb-13,SANTA BRANCA,617.94
Mar-13,SANTA BRANCA,618.56
Apr-13,SANTA BRANCA,618.35
May-13,SANTA BRANCA,618.15
Jun-13,SANTA BRANCA,618.47
Jul-13,SANTA BRANCA,618.36
Aug-13,SANTA BRANCA,618.14
Sep-13,SANTA BRANCA,618.28
Oct-13,SANTA BRANCA,618.07
Nov-13,SANTA BRANCA,618.35
Dec-13,SANTA BRANCA,618.6
Jan-14,SANTA BRANCA,618.85
Feb-14,SANTA BRANCA,617.4
Mar-14,SANTA BRANCA,616.96
Apr-14,SANTA BRANCA,617.32
May-14,SANTA BRANCA,617.12
Jun-14,SANTA BRANCA,615.14
Jul-14,SANTA BRANCA,612.89
Aug-14,SANTA BRANCA,610.54
Sep-14,SANTA BRANCA,607.89
Oct-14,SANTA BRANCA,606.19
Nov-14,SANTA BRANCA,606.28
Dec-14,SANTA BRANCA,605.11
Jan-15,SANTA BRANCA,604.2
Feb-15,SANTA BRANCA,605.25
Mar-15,SANTA BRANCA,606.32
Apr-15,SANTA BRANCA,605.79
May-15,SANTA BRANCA,607.02
Jun-15,SANTA BRANCA,608.46
Jul-15,SANTA BRANCA,608.86
Aug-15,SANTA BRANCA,606.48
Sep-15,SANTA BRANCA,606.05
Oct-15,SANTA BRANCA,605.4
Nov-15,SANTA BRANCA,605.55
Dec-15,SANTA BRANCA,607.03
Jan-16,SANTA BRANCA,607.54
Feb-16,SANTA BRANCA,609.75
Mar-16,SANTA BRANCA,612.4
Apr-16,SANTA BRANCA,612.67
May-16,SANTA BRANCA,612.84
Jun-16,SANTA BRANCA,613.94
Jul-16,SANTA BRANCA,612.91
Aug-16,SANTA BRANCA,612.56
Sep-16,SANTA BRANCA,611.78
Oct-16,SANTA BRANCA,610.75
Nov-16,SANTA BRANCA,609.78
Dec-16,SANTA BRANCA,608.85
Jan-17,SANTA BRANCA,610.7
Feb-17,SANTA BRANCA,610.1
Mar-17,SANTA BRANCA,610.07
Apr-17,SANTA BRANCA,608.28
May-17,SANTA BRANCA,608.06
Jun-17,SANTA BRANCA,610.72
Jul-17,SANTA BRANCA,611.5
Aug-17,SANTA BRANCA,611.67
Sep-17,SANTA BRANCA,611.27
Oct-17,SANTA BRANCA,611
Nov-17,SANTA BRANCA,612.03
Dec-17,SANTA BRANCA,613.34
Jan-18,SANTA BRANCA,615.55
Feb-18,SANTA BRANCA,616.51
Mar-18,SANTA BRANCA,617.28
Apr-18,SANTA BRANCA,617.43
May-18,SANTA BRANCA,617.53
Jun-18,SANTA BRANCA,617.84
Jul-18,SANTA BRANCA,617.96
Aug-18,SANTA BRANCA,615.65
Sep-18,SANTA BRANCA,613.18
Oct-18,SANTA BRANCA,613.17
Nov-18,SANTA BRANCA,613.35
Dec-18,SANTA BRANCA,612.83
Jan-19,SANTA BRANCA,611.81
Feb-19,SANTA BRANCA,611.54
Mar-19,SANTA BRANCA,613.56
Apr-19,SANTA BRANCA,614.77
May-19,SANTA BRANCA,615.95
Jun-19,SANTA BRANCA,616.33
Jul-19,SANTA BRANCA,617.13
Aug-19,SANTA BRANCA,615.92
Sep-19,SANTA BRANCA,613.51
Oct-19,SANTA BRANCA,611.96
Nov-19,SANTA BRANCA,612.73
Dec-19,SANTA BRANCA,614.47
Jan-20,SANTA BRANCA,615.14
Feb-20,SANTA BRANCA,615.55
Mar-20,SANTA BRANCA,614.99
Apr-20,SANTA BRANCA,615.49
May-20,SANTA BRANCA,616.53
Jun-20,SANTA BRANCA,615.63
Jul-20,SANTA BRANCA,614.039978
Aug-20,SANTA BRANCA,612.5700073
Sep-20,SANTA BRANCA,611.4500122
Oct-20,SANTA BRANCA,611.2199707
Nov-20,SANTA BRANCA,612.6799927
Dec-20,SANTA BRANCA,614.4400024
Jan-21,SANTA BRANCA,614.3499756
Feb-21,SANTA BRANCA,614.4000244
Mar-21,SANTA BRANCA,613.3599854
Apr-21,SANTA BRANCA,613.0900269
May-21,SANTA BRANCA,614.8599854
Jun-21,SANTA BRANCA,614.0499878
Jul-21,SANTA BRANCA,613.0300293
Jan-99,SAMUEL,83.49
Feb-99,SAMUEL,84.23
Mar-99,SAMUEL,85.86
Apr-99,SAMUEL,86.38
May-99,SAMUEL,86.82
Jun-99,SAMUEL,86.53
Jul-99,SAMUEL,85.86
Aug-99,SAMUEL,84.27
Sep-99,SAMUEL,81.24
Oct-99,SAMUEL,76.81
Nov-99,SAMUEL,74.41
Dec-99,SAMUEL,0
Jan-00,SAMUEL,80.58
Feb-00,SAMUEL,84.76
Mar-00,SAMUEL,85.71
Apr-00,SAMUEL,86.8
May-00,SAMUEL,86.79
Jun-00,SAMUEL,86.14
Jul-00,SAMUEL,85.39
Aug-00,SAMUEL,84.16
Sep-00,SAMUEL,82.68
Oct-00,SAMUEL,80.76
Nov-00,SAMUEL,78.74
Dec-00,SAMUEL,80.28
Jan-01,SAMUEL,82.6
Feb-01,SAMUEL,83.82
Mar-01,SAMUEL,85.91
Apr-01,SAMUEL,87.04
May-01,SAMUEL,87.3
Jun-01,SAMUEL,86.86
Jul-01,SAMUEL,86.18
Aug-01,SAMUEL,84.95
Sep-01,SAMUEL,83.71
Oct-01,SAMUEL,81.51
Nov-01,SAMUEL,80.28
Dec-01,SAMUEL,82.72
Jan-02,SAMUEL,83.83
Feb-02,SAMUEL,84.91
Mar-02,SAMUEL,85.5
Apr-02,SAMUEL,86.29
May-02,SAMUEL,86.43
Jun-02,SAMUEL,85.73
Jul-02,SAMUEL,84.63
Aug-02,SAMUEL,83.54
Sep-02,SAMUEL,82.41
Oct-02,SAMUEL,80.48
Nov-02,SAMUEL,80
Dec-02,SAMUEL,82.58
Jan-03,SAMUEL,83.87
Feb-03,SAMUEL,85.68
Mar-03,SAMUEL,87.15
Apr-03,SAMUEL,87.4
May-03,SAMUEL,86.98
Jun-03,SAMUEL,86.38
Jul-03,SAMUEL,85.67
Aug-03,SAMUEL,84.44
Sep-03,SAMUEL,82.02
Oct-03,SAMUEL,81.05
Nov-03,SAMUEL,80.61
Dec-03,SAMUEL,79.99
Jan-04,SAMUEL,83.28
Feb-04,SAMUEL,84.5
Mar-04,SAMUEL,86.52
Apr-04,SAMUEL,87.16
May-04,SAMUEL,87.24
Jun-04,SAMUEL,86.56
Jul-04,SAMUEL,85.71
Aug-04,SAMUEL,84.5
Sep-04,SAMUEL,83.19
Oct-04,SAMUEL,80.11
Nov-04,SAMUEL,79.63
Dec-04,SAMUEL,80.26
Jan-05,SAMUEL,82.41
Feb-05,SAMUEL,84.27
Mar-05,SAMUEL,86.21
Apr-05,SAMUEL,87.03
May-05,SAMUEL,87.22
Jun-05,SAMUEL,86.91
Jul-05,SAMUEL,86.28
Aug-05,SAMUEL,85.32
Sep-05,SAMUEL,83.9
Oct-05,SAMUEL,82.07
Nov-05,SAMUEL,80.7
Dec-05,SAMUEL,83.05
Jan-06,SAMUEL,83.8
Feb-06,SAMUEL,85.86
Mar-06,SAMUEL,87
Apr-06,SAMUEL,87.34
May-06,SAMUEL,87.21
Jun-06,SAMUEL,87
Jul-06,SAMUEL,86.46
Aug-06,SAMUEL,85.59
Sep-06,SAMUEL,84.55
Oct-06,SAMUEL,83.19
Nov-06,SAMUEL,82.12
Dec-06,SAMUEL,82.26
Jan-07,SAMUEL,83.25
Feb-07,SAMUEL,84.75
Mar-07,SAMUEL,86.74
Apr-07,SAMUEL,87.19
May-07,SAMUEL,87.26
Jun-07,SAMUEL,86.68
Jul-07,SAMUEL,85.74
Aug-07,SAMUEL,84.6
Sep-07,SAMUEL,82.67
Oct-07,SAMUEL,80.2
Nov-07,SAMUEL,79.53
Dec-07,SAMUEL,80.85
Jan-09,SAMUEL,83.17
Feb-09,SAMUEL,85.45
Mar-09,SAMUEL,86.83
Apr-09,SAMUEL,87.35
May-09,SAMUEL,87.24
Jun-09,SAMUEL,87.075
Jul-09,SAMUEL,86.4
Aug-09,SAMUEL,85.15
Sep-09,SAMUEL,83.16
Oct-09,SAMUEL,80.855
Nov-09,SAMUEL,80.545
Dec-09,SAMUEL,85.18
Jan-10,SAMUEL,86.8
Feb-10,SAMUEL,87.04
Mar-10,SAMUEL,87.26
Apr-10,SAMUEL,86.78
May-10,SAMUEL,86.4
Jun-10,SAMUEL,86.18
Jul-10,SAMUEL,85.51
Aug-10,SAMUEL,84.48
Sep-10,SAMUEL,82.31
Oct-10,SAMUEL,80.25
Nov-10,SAMUEL,78.43
Dec-10,SAMUEL,78.04
Jan-11,SAMUEL,80.474
Feb-11,SAMUEL,84.198
Mar-11,SAMUEL,87.07
Apr-11,SAMUEL,87.22
May-11,SAMUEL,87.234
Jun-11,SAMUEL,86.604
Jul-11,SAMUEL,85.774
Aug-11,SAMUEL,84.388
Sep-11,SAMUEL,82.858
Oct-11,SAMUEL,81.712
Nov-11,SAMUEL,79.626
Dec-11,SAMUEL,81.02
Jan-12,SAMUEL,82.36
Feb-12,SAMUEL,86.37
Mar-12,SAMUEL,87.23
Apr-12,SAMUEL,87.27
May-12,SAMUEL,87.26
Jun-12,SAMUEL,87.21
Jul-12,SAMUEL,86.62
Aug-12,SAMUEL,85.55
Sep-12,SAMUEL,84.19
Oct-12,SAMUEL,81.88
Nov-12,SAMUEL,80.52
Dec-12,SAMUEL,79.65
Jan-13,SAMUEL,84.32
Feb-13,SAMUEL,86.4
Mar-13,SAMUEL,87.23
Apr-13,SAMUEL,87.19
May-13,SAMUEL,87.31
Jun-13,SAMUEL,87.23
Jul-13,SAMUEL,86.93
Aug-13,SAMUEL,86.22
Sep-13,SAMUEL,85.27
Oct-13,SAMUEL,84.8
Nov-13,SAMUEL,85.45
Dec-13,SAMUEL,84.49
Jan-14,SAMUEL,85.585
Feb-14,SAMUEL,87.14
Mar-14,SAMUEL,87.33
Apr-14,SAMUEL,87.198
May-14,SAMUEL,86.82
Jun-14,SAMUEL,85.88
Jul-14,SAMUEL,84.755
Aug-14,SAMUEL,83.21
Sep-14,SAMUEL,81.53
Oct-14,SAMUEL,78.535
Nov-14,SAMUEL,76.83
Dec-14,SAMUEL,83.085
Jan-15,SAMUEL,84.621
Feb-15,SAMUEL,84.388
Mar-15,SAMUEL,86.32
Apr-15,SAMUEL,87.238
May-15,SAMUEL,87.131
Jun-15,SAMUEL,87.188
Jul-15,SAMUEL,86.014
Aug-15,SAMUEL,83.378
Sep-15,SAMUEL,79.959
Oct-15,SAMUEL,77.404
Nov-15,SAMUEL,75.307
Dec-15,SAMUEL,75.36
Jan-16,SAMUEL,78.89
Feb-16,SAMUEL,81.48
Mar-16,SAMUEL,85.25
Apr-16,SAMUEL,86.72
May-16,SAMUEL,86.78
Jun-16,SAMUEL,86.34
Jul-16,SAMUEL,85.55
Aug-16,SAMUEL,84.52
Sep-16,SAMUEL,83.14
Oct-16,SAMUEL,80.78
Nov-16,SAMUEL,80.67
Dec-16,SAMUEL,83.1
Jan-17,SAMUEL,84.94
Feb-17,SAMUEL,87.15
Mar-17,SAMUEL,87.19
Apr-17,SAMUEL,87.28
May-17,SAMUEL,87.34
Jun-17,SAMUEL,87.12
Jul-17,SAMUEL,86.59
Aug-17,SAMUEL,85.54
Sep-17,SAMUEL,84.3
Oct-17,SAMUEL,80.48
Nov-17,SAMUEL,79.82
Dec-17,SAMUEL,82.89
Jan-18,SAMUEL,86.32
Feb-18,SAMUEL,87.2
Mar-18,SAMUEL,87.22
Apr-18,SAMUEL,87.3
May-18,SAMUEL,87.32
Jun-18,SAMUEL,87.01
Jul-18,SAMUEL,86.34
Aug-18,SAMUEL,85.83
Sep-18,SAMUEL,84.33
Oct-18,SAMUEL,82.28
Nov-18,SAMUEL,82.2
Dec-18,SAMUEL,85.61
Jan-19,SAMUEL,87.15
Feb-19,SAMUEL,87.2
Mar-19,SAMUEL,87.23
Apr-19,SAMUEL,87.3
May-19,SAMUEL,86.974
Jun-19,SAMUEL,86.772
Jul-19,SAMUEL,85.256
Aug-19,SAMUEL,84.444
Sep-19,SAMUEL,83.042
Oct-19,SAMUEL,81.864
Nov-19,SAMUEL,81.086
Dec-19,SAMUEL,82.5
Jan-20,SAMUEL,84.47
Feb-20,SAMUEL,86.16
Mar-20,SAMUEL,87.24
Apr-20,SAMUEL,87.212
May-20,SAMUEL,86.956
Jun-20,SAMUEL,86.516
Jul-20,SAMUEL,85.74199677
Aug-20,SAMUEL,84.77400208
Sep-20,SAMUEL,83.49199677
Oct-20,SAMUEL,80.03600311
Nov-20,SAMUEL,78.08399963
Dec-20,SAMUEL,77.98600006
Jan-21,SAMUEL,81.51399994
Feb-21,SAMUEL,84.9240036
Mar-21,SAMUEL,87.15399933
Apr-21,SAMUEL,87.14399719
May-21,SAMUEL,87.0739975
Jun-21,SAMUEL,86.90799713
Jul-21,SAMUEL,86.48999786
Jan-99,SALTO GRANDE CS,384.42
Feb-99,SALTO GRANDE CS,384.45
Mar-99,SALTO GRANDE CS,384.3
Apr-99,SALTO GRANDE CS,384.16
May-99,SALTO GRANDE CS,384.17
Jun-99,SALTO GRANDE CS,384.24
Jul-99,SALTO GRANDE CS,384.29
Aug-99,SALTO GRANDE CS,383.12
Sep-99,SALTO GRANDE CS,384.1
Oct-99,SALTO GRANDE CS,384.25
Nov-99,SALTO GRANDE CS,384.44
Dec-99,SALTO GRANDE CS,384.09
Jan-00,SALTO GRANDE CS,384.43
Feb-00,SALTO GRANDE CS,384.32
Mar-00,SALTO GRANDE CS,384.38
Apr-00,SALTO GRANDE CS,384.32
May-00,SALTO GRANDE CS,384.33
Jun-00,SALTO GRANDE CS,384.19
Jul-00,SALTO GRANDE CS,384.41
Aug-00,SALTO GRANDE CS,384.43
Sep-00,SALTO GRANDE CS,384.22
Oct-00,SALTO GRANDE CS,384.28
Nov-00,SALTO GRANDE CS,384.25
Dec-00,SALTO GRANDE CS,384.27
Jan-01,SALTO GRANDE CS,384.18
Feb-01,SALTO GRANDE CS,384.13
Mar-01,SALTO GRANDE CS,383.14
Apr-01,SALTO GRANDE CS,384.19
May-01,SALTO GRANDE CS,384.45
Jun-01,SALTO GRANDE CS,384.05
Jul-01,SALTO GRANDE CS,383.83
Aug-01,SALTO GRANDE CS,384.4
Sep-01,SALTO GRANDE CS,384.49
Oct-01,SALTO GRANDE CS,384.12
Nov-01,SALTO GRANDE CS,384.37
Dec-01,SALTO GRANDE CS,384.49
Jan-02,SALTO GRANDE CS,382.96
Feb-02,SALTO GRANDE CS,384.4
Mar-02,SALTO GRANDE CS,384.39
Apr-02,SALTO GRANDE CS,384.48
May-02,SALTO GRANDE CS,384.18
Jun-02,SALTO GRANDE CS,384.34
Jul-02,SALTO GRANDE CS,384.25
Aug-02,SALTO GRANDE CS,384.44
Sep-02,SALTO GRANDE CS,384.26
Oct-02,SALTO GRANDE CS,383.92
Nov-02,SALTO GRANDE CS,384.06
Dec-02,SALTO GRANDE CS,384.01
Jan-03,SALTO GRANDE CS,384.46
Feb-03,SALTO GRANDE CS,384.43
Mar-03,SALTO GRANDE CS,384.23
Apr-03,SALTO GRANDE CS,384.25
May-03,SALTO GRANDE CS,384.33
Jun-03,SALTO GRANDE CS,384.22
Jul-03,SALTO GRANDE CS,384.27
Aug-03,SALTO GRANDE CS,384.17
Sep-03,SALTO GRANDE CS,384.43
Oct-03,SALTO GRANDE CS,384.42
Nov-03,SALTO GRANDE CS,384.15
Dec-03,SALTO GRANDE CS,384.24
Jan-04,SALTO GRANDE CS,383.98
Feb-04,SALTO GRANDE CS,384.44
Mar-04,SALTO GRANDE CS,384.39
Apr-04,SALTO GRANDE CS,384.36
May-04,SALTO GRANDE CS,384.42
Jun-04,SALTO GRANDE CS,384.17
Jul-04,SALTO GRANDE CS,384.38
Aug-04,SALTO GRANDE CS,384.46
Sep-04,SALTO GRANDE CS,384.18
Oct-04,SALTO GRANDE CS,384.22
Nov-04,SALTO GRANDE CS,384.38
Dec-04,SALTO GRANDE CS,384.2
Jan-05,SALTO GRANDE CS,384.02
Feb-05,SALTO GRANDE CS,384.53
Mar-05,SALTO GRANDE CS,384.42
Apr-05,SALTO GRANDE CS,384.25
May-05,SALTO GRANDE CS,384.44
Jun-05,SALTO GRANDE CS,384.35
Jul-05,SALTO GRANDE CS,384.21
Aug-05,SALTO GRANDE CS,384.47
Sep-05,SALTO GRANDE CS,384.51
Oct-05,SALTO GRANDE CS,384.18
Nov-05,SALTO GRANDE CS,384.35
Dec-05,SALTO GRANDE CS,384.19
Jan-06,SALTO GRANDE CS,384.45
Feb-06,SALTO GRANDE CS,384.39
Mar-06,SALTO GRANDE CS,384.45
Apr-06,SALTO GRANDE CS,384.21
May-06,SALTO GRANDE CS,384.22
Jun-06,SALTO GRANDE CS,384.53
Jul-06,SALTO GRANDE CS,384.48
Aug-06,SALTO GRANDE CS,384.34
Sep-06,SALTO GRANDE CS,384.21
Oct-06,SALTO GRANDE CS,384.41
Nov-06,SALTO GRANDE CS,384.35
Dec-06,SALTO GRANDE CS,384.3
Jan-07,SALTO GRANDE CS,384.24
Feb-07,SALTO GRANDE CS,384.32
Mar-07,SALTO GRANDE CS,384.27
Apr-07,SALTO GRANDE CS,384.22
May-07,SALTO GRANDE CS,383.95
Jun-07,SALTO GRANDE CS,384.2
Jul-07,SALTO GRANDE CS,384.03
Aug-07,SALTO GRANDE CS,384.54
Sep-07,SALTO GRANDE CS,384.06
Oct-07,SALTO GRANDE CS,384.47
Nov-07,SALTO GRANDE CS,384.54
Dec-07,SALTO GRANDE CS,384.14
Jan-08,SALTO GRANDE CS,384.45
Feb-08,SALTO GRANDE CS,384.34
Mar-08,SALTO GRANDE CS,384.5
Apr-08,SALTO GRANDE CS,384.47
May-08,SALTO GRANDE CS,384.5
Jun-08,SALTO GRANDE CS,384.41
Jul-08,SALTO GRANDE CS,384.46
Aug-08,SALTO GRANDE CS,384.33
Sep-08,SALTO GRANDE CS,384.46
Oct-08,SALTO GRANDE CS,384.44
Nov-08,SALTO GRANDE CS,384.47
Dec-08,SALTO GRANDE CS,384.31
Jan-09,SALTO GRANDE CS,384.42
Feb-09,SALTO GRANDE CS,384.26
Mar-09,SALTO GRANDE CS,384.47
Apr-09,SALTO GRANDE CS,384.45
May-09,SALTO GRANDE CS,384.17
Jun-09,SALTO GRANDE CS,384.37
Jul-09,SALTO GRANDE CS,384.45
Aug-09,SALTO GRANDE CS,384.27
Sep-09,SALTO GRANDE CS,382.38
Oct-09,SALTO GRANDE CS,384.34
Nov-09,SALTO GRANDE CS,384.25
Dec-09,SALTO GRANDE CS,384.37
Jan-10,SALTO GRANDE CS,384.4
Feb-10,SALTO GRANDE CS,384.1
Mar-10,SALTO GRANDE CS,384.44
Apr-10,SALTO GRANDE CS,384.19
May-10,SALTO GRANDE CS,384.38
Jun-10,SALTO GRANDE CS,384.29
Jul-10,SALTO GRANDE CS,384.12
Aug-10,SALTO GRANDE CS,384.53
Sep-10,SALTO GRANDE CS,384.34
Oct-10,SALTO GRANDE CS,384.25
Nov-10,SALTO GRANDE CS,384.49
Dec-10,SALTO GRANDE CS,384.12
Jan-11,SALTO GRANDE CS,384.16
Feb-11,SALTO GRANDE CS,384.23
Mar-11,SALTO GRANDE CS,384.13
Apr-11,SALTO GRANDE CS,384.36
May-11,SALTO GRANDE CS,384.24
Jun-11,SALTO GRANDE CS,384.39
Jul-11,SALTO GRANDE CS,384.06
Aug-11,SALTO GRANDE CS,382.22
Sep-11,SALTO GRANDE CS,384.29
Oct-11,SALTO GRANDE CS,384.29
Nov-11,SALTO GRANDE CS,384.31
Dec-11,SALTO GRANDE CS,384.28
Jan-12,SALTO GRANDE CS,384.23
Feb-12,SALTO GRANDE CS,384.49
Mar-12,SALTO GRANDE CS,384.62
Apr-12,SALTO GRANDE CS,384.43
May-12,SALTO GRANDE CS,384.44
Jun-12,SALTO GRANDE CS,384.55
Jul-12,SALTO GRANDE CS,384.3
Aug-12,SALTO GRANDE CS,384.16
Sep-12,SALTO GRANDE CS,384.6
Oct-12,SALTO GRANDE CS,384.02
Nov-12,SALTO GRANDE CS,384.38
Dec-12,SALTO GRANDE CS,384.44
Jan-13,SALTO GRANDE CS,384.42
Feb-13,SALTO GRANDE CS,384.34
Mar-13,SALTO GRANDE CS,384.34
Apr-13,SALTO GRANDE CS,384.16
May-13,SALTO GRANDE CS,384.14
Jun-13,SALTO GRANDE CS,384.04
Jul-13,SALTO GRANDE CS,384.43
Aug-13,SALTO GRANDE CS,384.36
Sep-13,SALTO GRANDE CS,384.53
Oct-13,SALTO GRANDE CS,384.38
Nov-13,SALTO GRANDE CS,384.42
Dec-13,SALTO GRANDE CS,384.26
Jan-14,SALTO GRANDE CS,384.05
Feb-14,SALTO GRANDE CS,382.6
Mar-14,SALTO GRANDE CS,384.52
Apr-14,SALTO GRANDE CS,384.31
May-14,SALTO GRANDE CS,384.47
Jun-14,SALTO GRANDE CS,384.27
Jul-14,SALTO GRANDE CS,384.48
Aug-14,SALTO GRANDE CS,384.13
Sep-14,SALTO GRANDE CS,382.4
Oct-14,SALTO GRANDE CS,384.41
Nov-14,SALTO GRANDE CS,384
Dec-14,SALTO GRANDE CS,384.2
Jan-15,SALTO GRANDE CS,384.06
Feb-15,SALTO GRANDE CS,384.37
Mar-15,SALTO GRANDE CS,384.1
Apr-15,SALTO GRANDE CS,384.03
May-15,SALTO GRANDE CS,384.38
Jun-15,SALTO GRANDE CS,384.29
Jul-15,SALTO GRANDE CS,384.25
Aug-15,SALTO GRANDE CS,384.8
Sep-15,SALTO GRANDE CS,382.35
Oct-15,SALTO GRANDE CS,384.22
Nov-15,SALTO GRANDE CS,384.12
Dec-15,SALTO GRANDE CS,383.98
Jan-16,SALTO GRANDE CS,384.15
Feb-16,SALTO GRANDE CS,384.65
Mar-16,SALTO GRANDE CS,384.31
Apr-16,SALTO GRANDE CS,384.13
May-16,SALTO GRANDE CS,384.03
Jun-16,SALTO GRANDE CS,384.02
Jul-16,SALTO GRANDE CS,384.02
Aug-16,SALTO GRANDE CS,384.35
Sep-16,SALTO GRANDE CS,382.54
Oct-16,SALTO GRANDE CS,383.99
Nov-16,SALTO GRANDE CS,384.14
Dec-16,SALTO GRANDE CS,384.43
Jan-17,SALTO GRANDE CS,384.12
Feb-17,SALTO GRANDE CS,384.18
Mar-17,SALTO GRANDE CS,383.88
Apr-17,SALTO GRANDE CS,384.45
May-17,SALTO GRANDE CS,384.49
Jun-17,SALTO GRANDE CS,384.47
Jul-17,SALTO GRANDE CS,384.4
Aug-17,SALTO GRANDE CS,384.38
Sep-17,SALTO GRANDE CS,382.45
Oct-17,SALTO GRANDE CS,383.95
Nov-17,SALTO GRANDE CS,384.12
Dec-17,SALTO GRANDE CS,384.31
Jan-18,SALTO GRANDE CS,384.37
Feb-18,SALTO GRANDE CS,384.51
Mar-18,SALTO GRANDE CS,384.25
Apr-18,SALTO GRANDE CS,384.44
May-18,SALTO GRANDE CS,384.39
Jun-18,SALTO GRANDE CS,384.37
Jul-18,SALTO GRANDE CS,384.21
Aug-18,SALTO GRANDE CS,383.97
Sep-18,SALTO GRANDE CS,384.3
Oct-18,SALTO GRANDE CS,384.01
Nov-18,SALTO GRANDE CS,384.29
Dec-18,SALTO GRANDE CS,384.4
Jan-19,SALTO GRANDE CS,384.28
Feb-19,SALTO GRANDE CS,384.27
Mar-19,SALTO GRANDE CS,384.31
Apr-19,SALTO GRANDE CS,384.36
May-19,SALTO GRANDE CS,384.36
Jun-19,SALTO GRANDE CS,384.23
Jul-19,SALTO GRANDE CS,384.44
Aug-19,SALTO GRANDE CS,384.26
Sep-19,SALTO GRANDE CS,384.54
Oct-19,SALTO GRANDE CS,384.45
Nov-19,SALTO GRANDE CS,384.13
Dec-19,SALTO GRANDE CS,384.18
Jan-20,SALTO GRANDE CS,384.08
Feb-20,SALTO GRANDE CS,384.28
Mar-20,SALTO GRANDE CS,384.36
Apr-20,SALTO GRANDE CS,384.33
May-20,SALTO GRANDE CS,384.44
Jun-20,SALTO GRANDE CS,384.38
Jul-20,SALTO GRANDE CS,384.1300049
Aug-20,SALTO GRANDE CS,384.4599915
Sep-20,SALTO GRANDE CS,382.6400147
Oct-20,SALTO GRANDE CS,384.0599976
Nov-20,SALTO GRANDE CS,385.2999878
Dec-20,SALTO GRANDE CS,384.2000122
Jan-21,SALTO GRANDE CS,384.7399902
Feb-21,SALTO GRANDE CS,384.5400085
Mar-21,SALTO GRANDE CS,384.5299988
Apr-21,SALTO GRANDE CS,384.6300049
May-21,SALTO GRANDE CS,384.2799988
Jun-21,SALTO GRANDE CS,384.3999939
Jul-21,SALTO GRANDE CS,384.2399902
Jan-99,SALTO GRANDE CM,351.52
Feb-99,SALTO GRANDE CM,353.2
Mar-99,SALTO GRANDE CM,354.07
Apr-99,SALTO GRANDE CM,352.25
May-99,SALTO GRANDE CM,352.98
Jun-99,SALTO GRANDE CM,353.93
Jul-99,SALTO GRANDE CM,353.81
