Month,Reservoir,Vol_Uti_percent
Mar-13,TOCOS,114.52
Apr-13,TOCOS,18.82
May-13,TOCOS,17.74
Jun-13,TOCOS,16.67
Jul-13,TOCOS,16.67
Aug-13,TOCOS,15.59
Sep-13,TOCOS,15.59
Oct-13,TOCOS,15.59
Nov-13,TOCOS,17.2
Dec-13,TOCOS,16.13
Jan-14,TOCOS,15.05
Feb-14,TOCOS,15.05
Mar-14,TOCOS,15.59
Apr-14,TOCOS,17.2
May-14,TOCOS,16.13
Jun-14,TOCOS,15.59
Jul-14,TOCOS,15.59
Aug-14,TOCOS,15.05
Sep-14,TOCOS,15.05
Oct-14,TOCOS,14.52
Nov-14,TOCOS,15.59
Dec-14,TOCOS,15.59
Jan-15,TOCOS,16.13
Feb-15,TOCOS,17.74
Mar-15,TOCOS,33.87
Apr-15,TOCOS,17.74
May-15,TOCOS,16.67
Jun-15,TOCOS,16.13
Jul-15,TOCOS,15.05
Aug-15,TOCOS,14.52
Sep-15,TOCOS,14.52
Oct-15,TOCOS,15.05
Nov-15,TOCOS,100
Dec-15,TOCOS,16.13
Jan-16,TOCOS,18.82
Feb-16,TOCOS,116.67
Mar-16,TOCOS,17.74
Apr-16,TOCOS,16.67
May-16,TOCOS,15.59
Jun-16,TOCOS,15.05
Jul-16,TOCOS,14.52
Aug-16,TOCOS,14.52
Sep-16,TOCOS,14.52
Oct-16,TOCOS,13.98
Nov-16,TOCOS,39.78
Dec-16,TOCOS,16.67
Jan-17,TOCOS,16.13
Feb-17,TOCOS,15.59
Mar-17,TOCOS,16.13
Apr-17,TOCOS,16.67
May-17,TOCOS,15.59
Jun-17,TOCOS,15.05
Jul-17,TOCOS,14.52
Aug-17,TOCOS,14.52
Sep-17,TOCOS,13.98
Oct-17,TOCOS,14.52
Nov-17,TOCOS,16.13
Dec-17,TOCOS,45.16
Jan-18,TOCOS,99.46
Feb-18,TOCOS,34.95
Mar-18,TOCOS,0
Apr-18,TOCOS,0
May-18,TOCOS,15.59
Jun-18,TOCOS,15.05
Jul-18,TOCOS,15.05
Aug-18,TOCOS,14.52
Sep-18,TOCOS,14.52
Oct-18,TOCOS,15.59
Nov-18,TOCOS,16.67
Dec-18,TOCOS,28.49
Jan-19,TOCOS,15.05
Feb-19,TOCOS,105.38
Mar-19,TOCOS,90.32
Apr-19,TOCOS,18.82
May-19,TOCOS,18.82
Jun-19,TOCOS,16.67
Jul-19,TOCOS,15.59
Aug-19,TOCOS,16.67
Sep-19,TOCOS,15.59
Oct-19,TOCOS,15.05
Nov-19,TOCOS,0
Dec-19,TOCOS,15.59
Jan-20,TOCOS,17.2
Feb-20,TOCOS,109.14
Mar-20,TOCOS,26.34
Apr-20,TOCOS,16.13
May-20,TOCOS,15.59
Jun-20,TOCOS,15.59
Jul-20,TOCOS,16.12999916
Aug-20,TOCOS,14.52000046
Sep-20,TOCOS,14.52000046
Oct-20,TOCOS,14.52000046
Nov-20,TOCOS,15.05000019
Dec-20,TOCOS,24.72999954
Jan-21,TOCOS,16.12999916
Feb-21,TOCOS,25.27000046
Mar-21,TOCOS,24.19000053
Apr-21,TOCOS,16.67000008
May-21,TOCOS,15.59000015
Jun-21,TOCOS,15.59000015
Jul-21,TOCOS,14.81999969
Jul-18,SINOP,0
Aug-18,SINOP,0
Sep-18,SINOP,0
Oct-18,SINOP,0
Nov-18,SINOP,0
Dec-18,SINOP,0
Jan-19,SINOP,0
Feb-19,SINOP,2.38
Mar-19,SINOP,61.48
Apr-19,SINOP,99.4
May-19,SINOP,91.25
Jun-19,SINOP,71.04
Jul-19,SINOP,71.35
Aug-19,SINOP,70.73
Sep-19,SINOP,57.47
Oct-19,SINOP,50.89
Nov-19,SINOP,52.74
Dec-19,SINOP,50.69
Jan-20,SINOP,86.73
Feb-20,SINOP,96.68
Mar-20,SINOP,85.52
Apr-20,SINOP,88.54
May-20,SINOP,82.94
Jun-20,SINOP,54.39
Jul-20,SINOP,18.53000069
Aug-20,SINOP,7.05999994
Sep-20,SINOP,11.47000027
Oct-20,SINOP,17.23999977
Nov-20,SINOP,35.27000046
Dec-20,SINOP,59.22000122
Jan-21,SINOP,62.29999924
Feb-21,SINOP,65.69000244
Mar-21,SINOP,87.33000183
Apr-21,SINOP,92.16000366
May-21,SINOP,81.48999786
Jun-21,SINOP,66.51999664
Jul-21,SINOP,66.41000366
Jan-99,SERRA DA MESA,55.47
Feb-99,SERRA DA MESA,56.08
Mar-99,SERRA DA MESA,58.2
Apr-99,SERRA DA MESA,56.56
May-99,SERRA DA MESA,53.67
Jun-99,SERRA DA MESA,49.98
Jul-99,SERRA DA MESA,46.65
Aug-99,SERRA DA MESA,42.65
Sep-99,SERRA DA MESA,39.13
Oct-99,SERRA DA MESA,34.95
Nov-99,SERRA DA MESA,34.12
Dec-99,SERRA DA MESA,37.05
Jan-00,SERRA DA MESA,41.8
Feb-00,SERRA DA MESA,46.52
Mar-00,SERRA DA MESA,52.67
Apr-00,SERRA DA MESA,53.39
May-00,SERRA DA MESA,50.61
Jun-00,SERRA DA MESA,48.22
Jul-00,SERRA DA MESA,44.97
Aug-00,SERRA DA MESA,41.87
Sep-00,SERRA DA MESA,39.45
Oct-00,SERRA DA MESA,35.99
Nov-00,SERRA DA MESA,34.88
Dec-00,SERRA DA MESA,37.48
Jan-01,SERRA DA MESA,36.68
Feb-01,SERRA DA MESA,35.44
Mar-01,SERRA DA MESA,35.88
Apr-01,SERRA DA MESA,33.53
May-01,SERRA DA MESA,29.88
Jun-01,SERRA DA MESA,27.08
Jul-01,SERRA DA MESA,22.17
Aug-01,SERRA DA MESA,17.9
Sep-01,SERRA DA MESA,12.77
Oct-01,SERRA DA MESA,10.07
Nov-01,SERRA DA MESA,9.35
Dec-01,SERRA DA MESA,11.47
Jan-02,SERRA DA MESA,21.79
Feb-02,SERRA DA MESA,29.16
Mar-02,SERRA DA MESA,33.08
Apr-02,SERRA DA MESA,34.31
May-02,SERRA DA MESA,34.05
Jun-02,SERRA DA MESA,33.18
Jul-02,SERRA DA MESA,31.88
Aug-02,SERRA DA MESA,30.1
Sep-02,SERRA DA MESA,28.25
Oct-02,SERRA DA MESA,23.02
Nov-02,SERRA DA MESA,19.05
Dec-02,SERRA DA MESA,18.69
Jan-03,SERRA DA MESA,22.64
Feb-03,SERRA DA MESA,26.32
Mar-03,SERRA DA MESA,30.81
Apr-03,SERRA DA MESA,33.86
May-03,SERRA DA MESA,33.77
Jun-03,SERRA DA MESA,32.92
Jul-03,SERRA DA MESA,30.03
Aug-03,SERRA DA MESA,26.6
Sep-03,SERRA DA MESA,23.47
Oct-03,SERRA DA MESA,18.69
Nov-03,SERRA DA MESA,15.29
Dec-03,SERRA DA MESA,12.07
Jan-04,SERRA DA MESA,16.12
Feb-04,SERRA DA MESA,30.14
Mar-04,SERRA DA MESA,38.08
Apr-04,SERRA DA MESA,42.4
May-04,SERRA DA MESA,42.7
Jun-04,SERRA DA MESA,41.62
Jul-04,SERRA DA MESA,39.65
Aug-04,SERRA DA MESA,37.08
Sep-04,SERRA DA MESA,34.31
Oct-04,SERRA DA MESA,32.92
Nov-04,SERRA DA MESA,32.77
Dec-04,SERRA DA MESA,33.73
Jan-05,SERRA DA MESA,37.58
Feb-05,SERRA DA MESA,43.15
Mar-05,SERRA DA MESA,50.28
Apr-05,SERRA DA MESA,52.14
May-05,SERRA DA MESA,51.58
Jun-05,SERRA DA MESA,49.16
Jul-05,SERRA DA MESA,46.39
Aug-05,SERRA DA MESA,43.1
Sep-05,SERRA DA MESA,40.4
Oct-05,SERRA DA MESA,37.23
Nov-05,SERRA DA MESA,34.34
Dec-05,SERRA DA MESA,38.05
Jan-06,SERRA DA MESA,40.17
Feb-06,SERRA DA MESA,42.87
Mar-06,SERRA DA MESA,48.42
Apr-06,SERRA DA MESA,52.67
May-06,SERRA DA MESA,53.14
Jun-06,SERRA DA MESA,52.17
Jul-06,SERRA DA MESA,49.61
Aug-06,SERRA DA MESA,46.14
Sep-06,SERRA DA MESA,41.2
Oct-06,SERRA DA MESA,37.3
Nov-06,SERRA DA MESA,35.4
Dec-06,SERRA DA MESA,36.38
Jan-07,SERRA DA MESA,40.85
Feb-07,SERRA DA MESA,52.72
Mar-07,SERRA DA MESA,56.58
Apr-07,SERRA DA MESA,58.53
May-07,SERRA DA MESA,58.71
Jun-07,SERRA DA MESA,56.91
Jul-07,SERRA DA MESA,53.78
Aug-07,SERRA DA MESA,50
Sep-07,SERRA DA MESA,45.92
Oct-07,SERRA DA MESA,40
Nov-07,SERRA DA MESA,35.18
Dec-07,SERRA DA MESA,31.79
Jan-08,SERRA DA MESA,30.18
Feb-08,SERRA DA MESA,35.4
Mar-08,SERRA DA MESA,44.49
Apr-08,SERRA DA MESA,49.16
May-08,SERRA DA MESA,49.78
Jun-08,SERRA DA MESA,47.97
Jul-08,SERRA DA MESA,45.34
Aug-08,SERRA DA MESA,41.8
Sep-08,SERRA DA MESA,36.81
Oct-08,SERRA DA MESA,31.5
Nov-08,SERRA DA MESA,28.92
Dec-08,SERRA DA MESA,34.29
Jan-09,SERRA DA MESA,39.7
Feb-09,SERRA DA MESA,44.17
Mar-09,SERRA DA MESA,47.32
Apr-09,SERRA DA MESA,53.08
May-09,SERRA DA MESA,54.97
Jun-09,SERRA DA MESA,55.36
Jul-09,SERRA DA MESA,54.61
Aug-09,SERRA DA MESA,53.5
Sep-09,SERRA DA MESA,52.8
Oct-09,SERRA DA MESA,54.08
Nov-09,SERRA DA MESA,54.08
Dec-09,SERRA DA MESA,59.01
Jan-10,SERRA DA MESA,65.49
Feb-10,SERRA DA MESA,66.61
Mar-10,SERRA DA MESA,69.92
Apr-10,SERRA DA MESA,71.25
May-10,SERRA DA MESA,68.39
Jun-10,SERRA DA MESA,65.76
Jul-10,SERRA DA MESA,62.18
Aug-10,SERRA DA MESA,58.65
Sep-10,SERRA DA MESA,52.75
Oct-10,SERRA DA MESA,47.07
Nov-10,SERRA DA MESA,44.1
Dec-10,SERRA DA MESA,45.42
Jan-11,SERRA DA MESA,57.87
Feb-11,SERRA DA MESA,61.66
Mar-11,SERRA DA MESA,72.28
Apr-11,SERRA DA MESA,77.04
May-11,SERRA DA MESA,77.66
Jun-11,SERRA DA MESA,76.14
Jul-11,SERRA DA MESA,73.85
Aug-11,SERRA DA MESA,70.13
Sep-11,SERRA DA MESA,63.81
Oct-11,SERRA DA MESA,58.86
Nov-11,SERRA DA MESA,56.73
Dec-11,SERRA DA MESA,61.39
Jan-12,SERRA DA MESA,72.02
Feb-12,SERRA DA MESA,76.75
Mar-12,SERRA DA MESA,78.22
Apr-12,SERRA DA MESA,77.44
May-12,SERRA DA MESA,73.79
Jun-12,SERRA DA MESA,71.51
Jul-12,SERRA DA MESA,68.73
Aug-12,SERRA DA MESA,64.36
Sep-12,SERRA DA MESA,56.62
Oct-12,SERRA DA MESA,47.03
Nov-12,SERRA DA MESA,42.31
Dec-12,SERRA DA MESA,39.66
Jan-13,SERRA DA MESA,43.77
Feb-13,SERRA DA MESA,46.69
Mar-13,SERRA DA MESA,48.29
Apr-13,SERRA DA MESA,51.41
May-13,SERRA DA MESA,49.72
Jun-13,SERRA DA MESA,48.25
Jul-13,SERRA DA MESA,45.71
Aug-13,SERRA DA MESA,42.54
Sep-13,SERRA DA MESA,37.73
Oct-13,SERRA DA MESA,33.22
Nov-13,SERRA DA MESA,29.18
Dec-13,SERRA DA MESA,31.3
Jan-14,SERRA DA MESA,33.02
Feb-14,SERRA DA MESA,34.57
Mar-14,SERRA DA MESA,40.18
Apr-14,SERRA DA MESA,45.3
May-14,SERRA DA MESA,47.87
Jun-14,SERRA DA MESA,46.02
Jul-14,SERRA DA MESA,43.42
Aug-14,SERRA DA MESA,39.2
Sep-14,SERRA DA MESA,33.98
Oct-14,SERRA DA MESA,29.01
Nov-14,SERRA DA MESA,25.69
Dec-14,SERRA DA MESA,27.15
Jan-15,SERRA DA MESA,26
Feb-15,SERRA DA MESA,28.08
Mar-15,SERRA DA MESA,31.24
Apr-15,SERRA DA MESA,34.56
May-15,SERRA DA MESA,36.13
Jun-15,SERRA DA MESA,34.79
Jul-15,SERRA DA MESA,32.45
Aug-15,SERRA DA MESA,29.1
Sep-15,SERRA DA MESA,24.62
Oct-15,SERRA DA MESA,19.93
Nov-15,SERRA DA MESA,15.85
Dec-15,SERRA DA MESA,12.94
Jan-16,SERRA DA MESA,18.69
Feb-16,SERRA DA MESA,21.74
Mar-16,SERRA DA MESA,24.21
Apr-16,SERRA DA MESA,24.04
May-16,SERRA DA MESA,23.22
Jun-16,SERRA DA MESA,20.08
Jul-16,SERRA DA MESA,16.43
Aug-16,SERRA DA MESA,13.17
Sep-16,SERRA DA MESA,10.36
Oct-16,SERRA DA MESA,9.08
Nov-16,SERRA DA MESA,9.34
Dec-16,SERRA DA MESA,9.98
Jan-17,SERRA DA MESA,10.08
Feb-17,SERRA DA MESA,12.24
Mar-17,SERRA DA MESA,13.55
Apr-17,SERRA DA MESA,14.37
May-17,SERRA DA MESA,13.84
Jun-17,SERRA DA MESA,12.56
Jul-17,SERRA DA MESA,10.93
Aug-17,SERRA DA MESA,9.22
Sep-17,SERRA DA MESA,7.68
Oct-17,SERRA DA MESA,6.43
Nov-17,SERRA DA MESA,5.93
Dec-17,SERRA DA MESA,8.92
Jan-18,SERRA DA MESA,10.23
Feb-18,SERRA DA MESA,14.08
Mar-18,SERRA DA MESA,18.09
Apr-18,SERRA DA MESA,21.27
May-18,SERRA DA MESA,22.22
Jun-18,SERRA DA MESA,21.57
Jul-18,SERRA DA MESA,20.43
Aug-18,SERRA DA MESA,18.62
Sep-18,SERRA DA MESA,15.5
Oct-18,SERRA DA MESA,11.68
Nov-18,SERRA DA MESA,10.86
Dec-18,SERRA DA MESA,13.44
Jan-19,SERRA DA MESA,12.39
Feb-19,SERRA DA MESA,12.99
Mar-19,SERRA DA MESA,16.81
Apr-19,SERRA DA MESA,21.75
May-19,SERRA DA MESA,22.87
Jun-19,SERRA DA MESA,22.36
Jul-19,SERRA DA MESA,21.32
Aug-19,SERRA DA MESA,20.01
Sep-19,SERRA DA MESA,17.78
Oct-19,SERRA DA MESA,14.32
Nov-19,SERRA DA MESA,11.27
Dec-19,SERRA DA MESA,9.31
Jan-20,SERRA DA MESA,11.41
Feb-20,SERRA DA MESA,17.84
Mar-20,SERRA DA MESA,28.3
Apr-20,SERRA DA MESA,34.67
May-20,SERRA DA MESA,37.48
Jun-20,SERRA DA MESA,37.68
Jul-20,SERRA DA MESA,37.13000107
Aug-20,SERRA DA MESA,35.68000031
Sep-20,SERRA DA MESA,31.87999916
Oct-20,SERRA DA MESA,26.95000076
Nov-20,SERRA DA MESA,23.79000092
Dec-20,SERRA DA MESA,21.05999947
Jan-21,SERRA DA MESA,21.12000084
Feb-21,SERRA DA MESA,27.45000076
Mar-21,SERRA DA MESA,33.45999908
Apr-21,SERRA DA MESA,35.97000122
May-21,SERRA DA MESA,37
Jun-21,SERRA DA MESA,35.09000015
Jul-21,SERRA DA MESA,33.22999954
Jan-99,SÃO SIMÃO,64.5
Feb-99,SÃO SIMÃO,57.63
Mar-99,SÃO SIMÃO,90.44
Apr-99,SÃO SIMÃO,86.33
May-99,SÃO SIMÃO,83.1
Jun-99,SÃO SIMÃO,81.07
Jul-99,SÃO SIMÃO,78.04
Aug-99,SÃO SIMÃO,66.02
Sep-99,SÃO SIMÃO,57.01
Oct-99,SÃO SIMÃO,41.05
Nov-99,SÃO SIMÃO,29.6
Dec-99,SÃO SIMÃO,16.68
Jan-00,SÃO SIMÃO,36.36
Feb-00,SÃO SIMÃO,84.61
Mar-00,SÃO SIMÃO,94.58
Apr-00,SÃO SIMÃO,94.24
May-00,SÃO SIMÃO,89.76
Jun-00,SÃO SIMÃO,77.84
Jul-00,SÃO SIMÃO,63.28
Aug-00,SÃO SIMÃO,52.67
Sep-00,SÃO SIMÃO,48.52
Oct-00,SÃO SIMÃO,39.32
Nov-00,SÃO SIMÃO,24.2
Dec-00,SÃO SIMÃO,51.55
Jan-01,SÃO SIMÃO,56.1
Feb-01,SÃO SIMÃO,57.42
Mar-01,SÃO SIMÃO,74.1
Apr-01,SÃO SIMÃO,61.87
May-01,SÃO SIMÃO,42.26
Jun-01,SÃO SIMÃO,31.71
Jul-01,SÃO SIMÃO,33.32
Aug-01,SÃO SIMÃO,20.23
Sep-01,SÃO SIMÃO,14.31
Oct-01,SÃO SIMÃO,11.95
Nov-01,SÃO SIMÃO,22.68
Dec-01,SÃO SIMÃO,41.95
Jan-02,SÃO SIMÃO,98.19
Feb-02,SÃO SIMÃO,98.42
Mar-02,SÃO SIMÃO,102.26
Apr-02,SÃO SIMÃO,89.65
May-02,SÃO SIMÃO,79.35
Jun-02,SÃO SIMÃO,68.64
Jul-02,SÃO SIMÃO,71.67
Aug-02,SÃO SIMÃO,66.92
Sep-02,SÃO SIMÃO,59.95
Oct-02,SÃO SIMÃO,41.65
Nov-02,SÃO SIMÃO,20.73
Dec-02,SÃO SIMÃO,20.48
Jan-03,SÃO SIMÃO,61.36
Feb-03,SÃO SIMÃO,70.26
Mar-03,SÃO SIMÃO,93.01
Apr-03,SÃO SIMÃO,95.93
May-03,SÃO SIMÃO,91.78
Jun-03,SÃO SIMÃO,89.43
Jul-03,SÃO SIMÃO,77.84
Aug-03,SÃO SIMÃO,73.39
Sep-03,SÃO SIMÃO,69.35
Oct-03,SÃO SIMÃO,66.21
Nov-03,SÃO SIMÃO,68.94
Dec-03,SÃO SIMÃO,78.65
Jan-04,SÃO SIMÃO,68.13
Feb-04,SÃO SIMÃO,95.59
Mar-04,SÃO SIMÃO,94.8
Apr-04,SÃO SIMÃO,88.15
May-04,SÃO SIMÃO,100.23
Jun-04,SÃO SIMÃO,98.53
Jul-04,SÃO SIMÃO,87.04
Aug-04,SÃO SIMÃO,87.34
Sep-04,SÃO SIMÃO,83.3
Oct-04,SÃO SIMÃO,74.6
Nov-04,SÃO SIMÃO,64.09
Dec-04,SÃO SIMÃO,72.99
Jan-05,SÃO SIMÃO,78.14
Feb-05,SÃO SIMÃO,87.24
Mar-05,SÃO SIMÃO,98.87
Apr-05,SÃO SIMÃO,98.31
May-05,SÃO SIMÃO,95.14
Jun-05,SÃO SIMÃO,88.05
Jul-05,SÃO SIMÃO,77.74
Aug-05,SÃO SIMÃO,80.67
Sep-05,SÃO SIMÃO,67.43
Oct-05,SÃO SIMÃO,73.39
Nov-05,SÃO SIMÃO,84
Dec-05,SÃO SIMÃO,59.24
Jan-06,SÃO SIMÃO,74.6
Feb-06,SÃO SIMÃO,96.84
Mar-06,SÃO SIMÃO,91.89
Apr-06,SÃO SIMÃO,92.67
May-06,SÃO SIMÃO,93.9
Jun-06,SÃO SIMÃO,92.78
Jul-06,SÃO SIMÃO,96.72
Aug-06,SÃO SIMÃO,63.08
Sep-06,SÃO SIMÃO,38.31
Oct-06,SÃO SIMÃO,14.23
Nov-06,SÃO SIMÃO,23.94
Dec-06,SÃO SIMÃO,70.36
Jan-07,SÃO SIMÃO,85.52
Feb-07,SÃO SIMÃO,93.12
Mar-07,SÃO SIMÃO,103.39
Apr-07,SÃO SIMÃO,102.37
May-07,SÃO SIMÃO,97.63
Jun-07,SÃO SIMÃO,98.31
Jul-07,SÃO SIMÃO,87.14
Aug-07,SÃO SIMÃO,87.14
Sep-07,SÃO SIMÃO,83.3
Oct-07,SÃO SIMÃO,28.93
Nov-07,SÃO SIMÃO,35.43
Dec-07,SÃO SIMÃO,26.65
Jan-08,SÃO SIMÃO,47.71
Feb-08,SÃO SIMÃO,94.13
Mar-08,SÃO SIMÃO,101.69
Apr-08,SÃO SIMÃO,94.46
May-08,SÃO SIMÃO,101.02
Jun-08,SÃO SIMÃO,93.57
Jul-08,SÃO SIMÃO,91.22
Aug-08,SÃO SIMÃO,77.33
Sep-08,SÃO SIMÃO,65.1
Oct-08,SÃO SIMÃO,44.18
Nov-08,SÃO SIMÃO,26.22
Dec-08,SÃO SIMÃO,23.69
Jan-09,SÃO SIMÃO,39.02
Feb-09,SÃO SIMÃO,66.21
Mar-09,SÃO SIMÃO,91.78
Apr-09,SÃO SIMÃO,90.66
May-09,SÃO SIMÃO,89.54
Jun-09,SÃO SIMÃO,96.61
Jul-09,SÃO SIMÃO,82.49
Aug-09,SÃO SIMÃO,66.31
Sep-09,SÃO SIMÃO,79.45
Oct-09,SÃO SIMÃO,87.24
Nov-09,SÃO SIMÃO,93.68
Dec-09,SÃO SIMÃO,63.79
Jan-10,SÃO SIMÃO,84.21
Feb-10,SÃO SIMÃO,99.44
Mar-10,SÃO SIMÃO,96.05
Apr-10,SÃO SIMÃO,87.95
May-10,SÃO SIMÃO,92.45
Jun-10,SÃO SIMÃO,97.97
Jul-10,SÃO SIMÃO,93.45
Aug-10,SÃO SIMÃO,64.29
Sep-10,SÃO SIMÃO,53.48
Oct-10,SÃO SIMÃO,43.47
Nov-10,SÃO SIMÃO,46.81
Dec-10,SÃO SIMÃO,29.27
Jan-11,SÃO SIMÃO,45.09
Feb-11,SÃO SIMÃO,51.76
Mar-11,SÃO SIMÃO,90.43
Apr-11,SÃO SIMÃO,90.66
May-11,SÃO SIMÃO,96.38
Jun-11,SÃO SIMÃO,94.13
Jul-11,SÃO SIMÃO,91.44
Aug-11,SÃO SIMÃO,89.43
Sep-11,SÃO SIMÃO,68.64
Oct-11,SÃO SIMÃO,70.46
Nov-11,SÃO SIMÃO,81.68
Dec-11,SÃO SIMÃO,74.5
Jan-12,SÃO SIMÃO,84.31
Feb-12,SÃO SIMÃO,93.23
Mar-12,SÃO SIMÃO,96.5
Apr-12,SÃO SIMÃO,89.76
May-12,SÃO SIMÃO,90.43
Jun-12,SÃO SIMÃO,90.66
Jul-12,SÃO SIMÃO,78.85
Aug-12,SÃO SIMÃO,58.73
Sep-12,SÃO SIMÃO,37.47
Oct-12,SÃO SIMÃO,29.18
Nov-12,SÃO SIMÃO,19.55
Dec-12,SÃO SIMÃO,29.18
Jan-13,SÃO SIMÃO,35.43
Feb-13,SÃO SIMÃO,60.35
Mar-13,SÃO SIMÃO,70.76
Apr-13,SÃO SIMÃO,70.66
May-13,SÃO SIMÃO,65.1
Jun-13,SÃO SIMÃO,80.47
Jul-13,SÃO SIMÃO,79.96
Aug-13,SÃO SIMÃO,68.54
Sep-13,SÃO SIMÃO,58.43
Oct-13,SÃO SIMÃO,40.54
Nov-13,SÃO SIMÃO,37.47
Dec-13,SÃO SIMÃO,30.62
Jan-14,SÃO SIMÃO,18.96
Feb-14,SÃO SIMÃO,33.41
Mar-14,SÃO SIMÃO,43.17
Apr-14,SÃO SIMÃO,53.27
May-14,SÃO SIMÃO,39.02
Jun-14,SÃO SIMÃO,14.31
Jul-14,SÃO SIMÃO,21.58
Aug-14,SÃO SIMÃO,20.14
Sep-14,SÃO SIMÃO,18.45
Oct-14,SÃO SIMÃO,10.85
Nov-14,SÃO SIMÃO,22.59
Dec-14,SÃO SIMÃO,57.82
Jan-15,SÃO SIMÃO,51.76
Feb-15,SÃO SIMÃO,43.77
Mar-15,SÃO SIMÃO,56.1
Apr-15,SÃO SIMÃO,62.27
May-15,SÃO SIMÃO,54.89
Jun-15,SÃO SIMÃO,36.82
Jul-15,SÃO SIMÃO,36.17
Aug-15,SÃO SIMÃO,31.21
Sep-15,SÃO SIMÃO,30.7
Oct-15,SÃO SIMÃO,24.79
Nov-15,SÃO SIMÃO,32.9
Dec-15,SÃO SIMÃO,44.08
Jan-16,SÃO SIMÃO,92.34
Feb-16,SÃO SIMÃO,80.87
Mar-16,SÃO SIMÃO,91.66
Apr-16,SÃO SIMÃO,89.43
May-16,SÃO SIMÃO,93.45
Jun-16,SÃO SIMÃO,86.43
Jul-16,SÃO SIMÃO,77.03
Aug-16,SÃO SIMÃO,50.85
Sep-16,SÃO SIMÃO,37.66
Oct-16,SÃO SIMÃO,40.44
Nov-16,SÃO SIMÃO,40.54
Dec-16,SÃO SIMÃO,45.39
Jan-17,SÃO SIMÃO,55.7
Feb-17,SÃO SIMÃO,64.49
Mar-17,SÃO SIMÃO,70.76
Apr-17,SÃO SIMÃO,67.32
May-17,SÃO SIMÃO,54.59
Jun-17,SÃO SIMÃO,37.66
Jul-17,SÃO SIMÃO,32.98
Aug-17,SÃO SIMÃO,33.07
Sep-17,SÃO SIMÃO,24.37
Oct-17,SÃO SIMÃO,14.06
Nov-17,SÃO SIMÃO,15.5
Dec-17,SÃO SIMÃO,50.75
Jan-18,SÃO SIMÃO,81.17
Feb-18,SÃO SIMÃO,84.81
Mar-18,SÃO SIMÃO,86.53
Apr-18,SÃO SIMÃO,86.03
May-18,SÃO SIMÃO,68.64
Jun-18,SÃO SIMÃO,58.83
Jul-18,SÃO SIMÃO,63.69
Aug-18,SÃO SIMÃO,47.51
Sep-18,SÃO SIMÃO,18.37
Oct-18,SÃO SIMÃO,27.75
Nov-18,SÃO SIMÃO,45.29
Dec-18,SÃO SIMÃO,27.32
Jan-19,SÃO SIMÃO,40.54
Feb-19,SÃO SIMÃO,75.01
Mar-19,SÃO SIMÃO,84.61
Apr-19,SÃO SIMÃO,78.65
May-19,SÃO SIMÃO,79.35
Jun-19,SÃO SIMÃO,75.11
Jul-19,SÃO SIMÃO,52.36
Aug-19,SÃO SIMÃO,50.24
Sep-19,SÃO SIMÃO,37.66
Oct-19,SÃO SIMÃO,20.99
Nov-19,SÃO SIMÃO,18.28
Dec-19,SÃO SIMÃO,27.75
Jan-20,SÃO SIMÃO,44.28
Feb-20,SÃO SIMÃO,78.75
Mar-20,SÃO SIMÃO,90.77
Apr-20,SÃO SIMÃO,91.55
May-20,SÃO SIMÃO,73.69
Jun-20,SÃO SIMÃO,71.27
Jul-20,SÃO SIMÃO,57.81999969
Aug-20,SÃO SIMÃO,56.09999847
Sep-20,SÃO SIMÃO,35.52000046
Oct-20,SÃO SIMÃO,20.89999962
Nov-20,SÃO SIMÃO,11.94999981
Dec-20,SÃO SIMÃO,10.43000031
Jan-21,SÃO SIMÃO,18.45000076
Feb-21,SÃO SIMÃO,29.52000046
Mar-21,SÃO SIMÃO,28.42000008
Apr-21,SÃO SIMÃO,18.87999916
May-21,SÃO SIMÃO,10.68000031
Jun-21,SÃO SIMÃO,13.89000034
Jul-21,SÃO SIMÃO,19.88999939
Nov-02,SANTONIO CM,0
Dec-02,SANTONIO CM,0
Apr-03,SANTONIO CM,0
Jul-03,SANTONIO CM,0
Aug-03,SANTONIO CM,0
Sep-03,SANTONIO CM,0
Oct-03,SANTONIO CM,0
Dec-03,SANTONIO CM,0
May-04,SANTONIO CM,0
Jun-04,SANTONIO CM,0
Oct-04,SANTONIO CM,0
Nov-04,SANTONIO CM,0
Dec-04,SANTONIO CM,0
Oct-05,SANTONIO CM,0
Jul-07,SANTONIO CM,0
Dec-08,SANTONIO CM,76.75
Jun-10,SANTONIO CM,27.27
Jan-99,SANTANA,68.57
Feb-99,SANTANA,59.83
Mar-99,SANTANA,84.07
Apr-99,SANTANA,74.11
May-99,SANTANA,86.23
Jun-99,SANTANA,91.17
Jul-99,SANTANA,86.23
Aug-99,SANTANA,90.65
Sep-99,SANTANA,76.36
Oct-99,SANTANA,80.17
Nov-99,SANTANA,91.17
Dec-99,SANTANA,57.92
Jan-00,SANTANA,61.3
Feb-00,SANTANA,61.3
Mar-00,SANTANA,64.07
Apr-00,SANTANA,69.7
May-00,SANTANA,78.53
Jun-00,SANTANA,80.69
Jul-00,SANTANA,51.26
Aug-00,SANTANA,84.07
Sep-00,SANTANA,73.59
Oct-00,SANTANA,66.93
Nov-00,SANTANA,73.59
Dec-00,SANTANA,59.83
Jan-01,SANTANA,78.01
Feb-01,SANTANA,56.54
Mar-01,SANTANA,59.39
Apr-01,SANTANA,68.57
