"","date","energy_exchange"
"903",2018-06-21,68.130379
"904",2018-06-22,78.26004
"905",2018-06-23,114.595404
"906",2018-06-24,107.682242
"907",2018-06-25,75.743337
"908",2018-06-26,68.000046
"909",2018-06-27,82.654259
"910",2018-06-28,73.120273
"911",2018-06-29,78.538151
"912",2018-06-30,79.641688
"913",2018-07-01,78.545606
"914",2018-07-02,67.282553
"915",2018-07-03,51.835523
"916",2018-07-04,63.868809
"917",2018-07-05,43.322275
"918",2018-07-06,53.303592
"919",2018-07-07,61.06634
"920",2018-07-08,58.630958
"921",2018-07-09,38.476588
"922",2018-07-10,35.317303
"923",2018-07-11,42.5475
"924",2018-07-12,46.821984
"925",2018-07-13,48.669248
"926",2018-07-14,84.698994
"927",2018-07-15,65.101265
"928",2018-07-16,39.855979
"929",2018-07-17,24.609127
"930",2018-07-18,29.998479
"931",2018-07-19,26.668698
"932",2018-07-20,26.858902
"933",2018-07-21,44.348115
"934",2018-07-22,62.49535
"935",2018-07-23,22.401341
"936",2018-07-24,17.005401
"937",2018-07-25,-15.737549
"938",2018-07-26,-7.898373
"939",2018-07-27,3.980565
"940",2018-07-28,14.081045
"941",2018-07-29,38.78883
"942",2018-07-30,-1.883117
"943",2018-07-31,13.775804
"944",2018-08-01,25.045472
"945",2018-08-02,28.928372
"946",2018-08-03,22.78278
"947",2018-08-04,52.424096
"948",2018-08-05,55.45292
"949",2018-08-06,36.224927
"950",2018-08-07,18.849214
"951",2018-08-08,14.762876
"952",2018-08-09,9.780799
"953",2018-08-10,13.297113
"954",2018-08-11,57.191385
"955",2018-08-12,55.887742
"956",2018-08-13,27.271775
"957",2018-08-14,37.64186
"958",2018-08-15,65.236035
"959",2018-08-16,58.893185
"960",2018-08-17,54.908091
"961",2018-08-18,65.603549
"962",2018-08-19,74.937172
"963",2018-08-20,80.818171
"964",2018-08-21,86.117426
"965",2018-08-22,92.154669
"966",2018-08-23,75.37696
"967",2018-08-24,53.40446
"968",2018-08-25,26.004553
"969",2018-08-26,42.494573
"970",2018-08-27,44.978024
"971",2018-08-28,42.534422
"972",2018-08-29,46.868657
"973",2018-08-30,55.729956
"974",2018-08-31,39.626743
"975",2018-09-01,34.093953
"976",2018-09-02,11.578818
"977",2018-09-03,8.128352
"978",2018-09-04,-3.033013
"979",2018-09-05,-12.080964
"980",2018-09-06,-15.094688
"981",2018-09-07,-3.237563
"982",2018-09-08,5.372386
"983",2018-09-09,3.886389
"984",2018-09-10,-31.061246
"985",2018-09-11,-39.2011
"986",2018-09-12,-45.186719
"987",2018-09-13,-39.935712
"988",2018-09-14,-45.22135
"989",2018-09-15,-78.242532
"990",2018-09-16,-39.795155
"991",2018-09-17,-51.75091
"992",2018-09-18,-46.046675
"993",2018-09-19,-57.360904
"994",2018-09-20,-66.108844
"995",2018-09-21,-59.229131
"996",2018-09-22,-76.529096
"997",2018-09-23,-60.859206
"998",2018-09-24,-27.20169
"999",2018-09-25,-50.540702
"1000",2018-09-26,-0.862229
"1001",2018-09-27,9.036286
"1002",2018-09-28,15.781871
"1003",2018-09-29,-12.805242
"1004",2018-09-30,-12.476535
"1005",2018-10-01,-23.722427
"1006",2018-10-02,-44.735399
"1007",2018-10-03,-31.665079
"1008",2018-10-04,-25.974572
"1009",2018-10-05,-66.143968
"1010",2018-10-06,-9.756165
"1011",2018-10-07,28.226162
"1012",2018-10-08,-23.802023
"1013",2018-10-09,-38.27576
"1014",2018-10-10,-58.03077
"1015",2018-10-11,-63.480913
"1016",2018-10-12,-49.245425
"1017",2018-10-13,-55.922144
"1018",2018-10-14,-55.667639
"1019",2018-10-15,-59.92277
"1020",2018-10-16,-57.506596
"1021",2018-10-17,-45.830044
"1022",2018-10-18,-33.311679
"1023",2018-10-19,-66.947554
"1024",2018-10-20,-68.227199
"1025",2018-10-21,-30.141727
"1026",2018-10-22,-32.287666
"1027",2018-10-23,-47.106208
"1028",2018-10-24,-66.38875
"1029",2018-10-25,-46.876079
"1030",2018-10-26,-46.652295
"1031",2018-10-27,-25.529425
"1032",2018-10-28,21.583895
"1033",2018-10-29,-24.588266
"1034",2018-10-30,-36.567027
"1035",2018-10-31,-44.514036
"1036",2018-11-01,-53.161477
"1037",2018-11-02,-50.71359
"1038",2018-11-03,-51.177603
"1039",2018-11-04,-40.99746678
"1040",2018-11-05,-57.897074
"1041",2018-11-06,-49.714056
"1042",2018-11-07,-63.874184
"1043",2018-11-08,-61.044691
"1044",2018-11-09,-55.062874
"1045",2018-11-10,-54.401168
"1046",2018-11-11,-8.897817
"1047",2018-11-12,-39.694899
"1048",2018-11-13,-27.294777
"1049",2018-11-14,-25.138851
"1050",2018-11-15,-42.92478
"1051",2018-11-16,-43.294047
"1052",2018-11-17,-44.467305
"1053",2018-11-18,-5.697912
"1054",2018-11-19,-46.143632
"1055",2018-11-20,-27.773261
"1056",2018-11-21,-3.238734
"1057",2018-11-22,-19.381083
"1058",2018-11-23,-21.949097
"1059",2018-11-24,-54.03509
"1060",2018-11-25,-35.845356
"1061",2018-11-26,-29.874248
"1062",2018-11-27,-41.877096
"1063",2018-11-28,-31.376206
"1064",2018-11-29,6.642723
"1065",2018-11-30,18.318347
"1066",2018-12-01,-30.26095
"1067",2018-12-02,21.844046
"1068",2018-12-03,-8.048942
"1069",2018-12-04,-13.661258
"1070",2018-12-05,-1.519426
"1071",2018-12-06,7.382432
"1072",2018-12-07,18.680978
"1073",2018-12-08,58.428839
"1074",2018-12-09,91.175
"1075",2018-12-10,74.720523
"1076",2018-12-11,78.054313
"1077",2018-12-12,76.491516
"1078",2018-12-13,83.213963
"1079",2018-12-14,84.01422
"1080",2018-12-15,56.158073
"1081",2018-12-16,71.450234
"1082",2018-12-17,55.407857
"1083",2018-12-18,56.743557
"1084",2018-12-19,49.157881
"1085",2018-12-20,36.613782
"1086",2018-12-21,4.422583
"1087",2018-12-22,38.972785
"1088",2018-12-23,47.016017
"1089",2018-12-24,31.696235
"1090",2018-12-25,60.759536
"1091",2018-12-26,39.88577
"1092",2018-12-27,23.495448
"1093",2018-12-28,40.479142
"1094",2018-12-29,65.51127
"1095",2018-12-30,79.347007
"1096",2018-12-31,70.311986
"1097",2019-01-01,113.31432
"1098",2019-01-02,60.372784
"1099",2019-01-03,24.900386
"1100",2019-01-04,45.83131
"1101",2019-01-05,44.537772
"1102",2019-01-06,69.218169
"1103",2019-01-07,13.870905
"1104",2019-01-08,24.167755
"1105",2019-01-09,36.206216
"1106",2019-01-10,36.207792
"1107",2019-01-11,36.322224
"1108",2019-01-12,37.475125
"1109",2019-01-13,55.507983
"1110",2019-01-14,-5.039608
"1111",2019-01-15,10.684375
"1112",2019-01-16,8.741868
"1113",2019-01-17,6.739038
"1114",2019-01-18,-21.418957
"1115",2019-01-19,-2.641363
"1116",2019-01-20,10.802131
"1117",2019-01-21,-0.83062
"1118",2019-01-22,-8.18014
"1119",2019-01-23,0.490521
"1120",2019-01-24,-13.234294
"1121",2019-01-25,-7.541588
"1122",2019-01-26,23.538557
"1123",2019-01-27,36.133078
"1124",2019-01-28,41.822663
"1125",2019-01-29,51.16192
"1126",2019-01-30,60.334885
"1127",2019-01-31,55.582315
"1128",2019-02-01,54.838183
"1129",2019-02-02,39.602677
"1130",2019-02-03,-8.86892
"1131",2019-02-04,21.697862
"1132",2019-02-05,40.349993
"1133",2019-02-06,82.053675
"1134",2019-02-07,69.936852
"1135",2019-02-08,85.045158
"1136",2019-02-09,89.281818
"1137",2019-02-10,95.692428
"1138",2019-02-11,76.689273
"1139",2019-02-12,40.497608
"1140",2019-02-13,82.636441
"1141",2019-02-14,81.368168
"1142",2019-02-15,96.916117
"1143",2019-02-16,80.476649
"1144",2019-02-17,93.15165
"1145",2019-02-18,85.806148
"1146",2019-02-19,95.513826
"1147",2019-02-20,103.849749
"1148",2019-02-21,93.744711
"1149",2019-02-22,100.36981
"1150",2019-02-23,99.351189
"1151",2019-02-24,91.494577
"1152",2019-02-25,64.894485
"1153",2019-02-26,62.294908
"1154",2019-02-27,65.70036
"1155",2019-02-28,70.651466
"1156",2019-03-01,83.594869
"1157",2019-03-02,123.242924
"1158",2019-03-03,125.568814
"1159",2019-03-04,109.204471
"1160",2019-03-05,126.807573
"1161",2019-03-06,85.970069
"1162",2019-03-07,72.221542
"1163",2019-03-08,69.926613
"1164",2019-03-09,57.426432
"1165",2019-03-10,56.769102
"1166",2019-03-11,23.946701
"1167",2019-03-12,18.312066
"1168",2019-03-13,16.010892
"1169",2019-03-14,16.257626
"1170",2019-03-15,4.021808
"1171",2019-03-16,10.685348
"1172",2019-03-17,53.571069
"1173",2019-03-18,23.792938
"1174",2019-03-19,5.163892
"1175",2019-03-20,-7.709777
"1176",2019-03-21,12.824664
"1177",2019-03-22,21.318908
"1178",2019-03-23,46.386892
"1179",2019-03-24,79.83682
"1180",2019-03-25,12.051156
"1181",2019-03-26,13.021492
"1182",2019-03-27,16.153957
"1183",2019-03-28,8.836308
"1184",2019-03-29,21.381059
"1185",2019-03-30,68.524994
"1186",2019-03-31,83.760445
"1187",2019-04-01,30.246269
"1188",2019-04-02,52.584498
"1189",2019-04-03,47.589776
"1190",2019-04-04,42.637938
"1191",2019-04-05,26.858369
"1192",2019-04-06,49.003841
"1193",2019-04-07,77.649452
"1194",2019-04-08,25.076488
"1195",2019-04-09,26.474954
"1196",2019-04-10,44.316333
"1197",2019-04-11,56.659088
"1198",2019-04-12,74.810688
"1199",2019-04-13,83.691498
"1200",2019-04-14,110.516845
"1201",2019-04-15,69.467052
"1202",2019-04-16,75.800261
"1203",2019-04-17,70.028266
"1204",2019-04-18,86.19983
"1205",2019-04-19,104.453014
"1206",2019-04-20,89.992004
"1207",2019-04-21,96.877357
"1208",2019-04-22,45.342128
"1209",2019-04-23,57.59375
"1210",2019-04-24,61.564342
"1211",2019-04-25,53.672123
"1212",2019-04-26,49.302414
"1213",2019-04-27,71.553451
"1214",2019-04-28,71.358954
"1215",2019-04-29,37.203638
"1216",2019-04-30,26.068457
"1217",2019-05-01,83.483421
"1218",2019-05-02,24.81319
"1219",2019-05-03,41.580267
"1220",2019-05-04,47.669225
"1221",2019-05-05,85.065706
"1222",2019-05-06,36.570454
"1223",2019-05-07,34.983723
"1224",2019-05-08,31.170481
"1225",2019-05-09,20.361079
"1226",2019-05-10,10.746146
"1227",2019-05-11,21.344167
"1228",2019-05-12,53.604256
"1229",2019-05-13,-0.420581
"1230",2019-05-14,-5.177941
"1231",2019-05-15,10.672132
"1232",2019-05-16,-1.591754
"1233",2019-05-17,-0.82168
"1234",2019-05-18,31.375892
"1235",2019-05-19,60.288704
"1236",2019-05-20,23.531749
"1237",2019-05-21,38.520463
"1238",2019-05-22,24.803554
"1239",2019-05-23,53.107083
"1240",2019-05-24,44.054337
"1241",2019-05-25,45.21273
"1242",2019-05-26,62.387973
"1243",2019-05-27,42.918389
"1244",2019-05-28,31.516784
"1245",2019-05-29,16.151249
"1246",2019-05-30,19.996039
"1247",2019-05-31,20.452649
"1248",2019-06-01,2.813011
"1249",2019-06-02,10.366039
"1250",2019-06-03,6.992628
"1251",2019-06-04,28.260401
"1252",2019-06-05,12.046015
"1253",2019-06-06,5.394211
"1254",2019-06-07,6.258064
"1255",2019-06-08,29.543794
"1256",2019-06-09,65.738832
"1257",2019-06-10,35.220698
"1258",2019-06-11,14.67502
"1259",2019-06-12,6.747373
"1260",2019-06-13,13.404477
"1261",2019-06-14,22.575401
"1262",2019-06-15,32.639573
"1263",2019-06-16,35.552552
"1264",2019-06-17,-17.844815
"1265",2019-06-18,-25.417196
"1266",2019-06-19,-25.361121
"1267",2019-06-20,30.580963
"1268",2019-06-21,-2.212702
"1269",2019-06-22,36.355594
"1270",2019-06-23,65.466372
"1271",2019-06-24,-12.159782
"1272",2019-06-25,-28.694372
"1273",2019-06-26,-33.516712
"1274",2019-06-27,-34.775802
"1275",2019-06-28,-42.179691
"1276",2019-06-29,-2.539689
"1277",2019-06-30,33.752936
"1278",2019-07-01,-31.225861
"1279",2019-07-02,-45.073115
"1280",2019-07-03,-67.539622
"1281",2019-07-04,-81.793503
"1282",2019-07-05,-81.696838
"1283",2019-07-06,-46.68035
"1284",2019-07-07,22.433778
"1285",2019-07-08,14.799246
"1286",2019-07-09,37.89752
"1287",2019-07-10,12.041001
"1288",2019-07-11,10.103341
"1289",2019-07-12,-3.834306
"1290",2019-07-13,17.279434
"1291",2019-07-14,49.20842
"1292",2019-07-15,-9.948
"1293",2019-07-16,-20.25639
"1294",2019-07-17,-8.974571
"1295",2019-07-18,-6.66824
"1296",2019-07-19,-5.714446
"1297",2019-07-20,37.82952
"1298",2019-07-21,38.280178
"1299",2019-07-22,-26.050291
"1300",2019-07-23,-28.759014
"1301",2019-07-24,-26.609903
"1302",2019-07-25,-42.564434
"1303",2019-07-26,-30.354065
"1304",2019-07-27,25.7052
"1305",2019-07-28,37.139224
"1306",2019-07-29,-3.234247
"1307",2019-07-30,-19.252485
"1308",2019-07-31,-32.690273
"1309",2019-08-01,-28.988497
"1310",2019-08-02,-28.814125
"1311",2019-08-03,25.167646
"1312",2019-08-04,47.315376
"1313",2019-08-05,1.087799
"1314",2019-08-06,-3.334399
"1315",2019-08-07,14.924293
"1316",2019-08-08,11.837213
"1317",2019-08-09,20.739883
"1318",2019-08-10,19.671644
"1319",2019-08-11,44.711208
"1320",2019-08-12,19.321966
"1321",2019-08-13,4.622008
"1322",2019-08-14,12.930644
"1323",2019-08-15,35.54751
"1324",2019-08-16,45.557602
"1325",2019-08-17,51.341076
"1326",2019-08-18,42.816323
"1327",2019-08-19,37.810207
"1328",2019-08-20,39.92579
"1329",2019-08-21,37.469424
"1330",2019-08-22,31.301561
"1331",2019-08-23,43.818883
"1332",2019-08-24,34.280755
"1333",2019-08-25,41.866435
"1334",2019-08-26,50.756522
"1335",2019-08-27,67.450557
"1336",2019-08-28,52.128949
"1337",2019-08-29,46.668599
"1338",2019-08-30,61.592146
"1339",2019-08-31,27.528572
"1340",2019-09-01,40.613131
"1341",2019-09-02,33.235012
"1342",2019-09-03,22.792547
"1343",2019-09-04,29.852536
"1344",2019-09-05,46.77104
"1345",2019-09-06,51.169611
"1346",2019-09-07,59.585445
"1347",2019-09-08,64.336123
"1348",2019-09-09,46.090799
"1349",2019-09-10,67.967009
"1350",2019-09-11,75.386996
"1351",2019-09-12,60.882251
"1352",2019-09-13,64.994295
"1353",2019-09-14,69.663838
"1354",2019-09-15,89.108428
"1355",2019-09-16,87.398862
"1356",2019-09-17,79.584836
"1357",2019-09-18,75.079735
"1358",2019-09-19,57.472853
"1359",2019-09-20,58.21589
"1360",2019-09-21,80.705127
"1361",2019-09-22,72.917243
"1362",2019-09-23,68.979156
"1363",2019-09-24,84.000308
"1364",2019-09-25,85.171963
"1365",2019-09-26,82.316536
"1366",2019-09-27,86.026352
"1367",2019-09-28,73.997036
"1368",2019-09-29,67.243385
"1369",2019-09-30,69.255617
"1370",2019-10-01,91.417022
"1371",2019-10-02,79.888412
"1372",2019-10-03,89.808718
"1373",2019-10-04,95.762148
"1374",2019-10-05,93.077736
"1375",2019-10-06,75.274113
"1376",2019-10-07,59.368254
"1377",2019-10-08,80.043665
"1378",2019-10-09,74.351121
"1379",2019-10-10,81.424924
"1380",2019-10-11,97.614954
"1381",2019-10-12,120.118193
"1382",2019-10-13,101.690833
"1383",2019-10-14,85.888545
"1384",2019-10-15,85.54639
"1385",2019-10-16,86.461731
"1386",2019-10-17,95.378664
"1387",2019-10-18,76.348244
"1388",2019-10-19,100.484675
"1389",2019-10-20,73.168817
"1390",2019-10-21,92.034516
"1391",2019-10-22,69.884129
"1392",2019-10-23,50.820683
"1393",2019-10-24,87.427251
"1394",2019-10-25,75.922138
"1395",2019-10-26,89.80756
"1396",2019-10-27,93.501924
"1397",2019-10-28,38.409731
"1398",2019-10-29,28.136264
"1399",2019-10-30,11.72098
"1400",2019-10-31,8.677589
"1401",2019-11-01,-6.643189
"1402",2019-11-02,14.01972
"1403",2019-11-03,7.910065
"1404",2019-11-04,-24.885183
"1405",2019-11-05,-9.376143
"1406",2019-11-06,-30.59289
"1407",2019-11-07,-21.726638
"1408",2019-11-08,-21.736068
"1409",2019-11-09,-28.893196
"1410",2019-11-10,-25.996564
"1411",2019-11-11,-48.628656
"1412",2019-11-12,-48.916391
"1413",2019-11-13,-34.893063
"1414",2019-11-14,-20.319605
"1415",2019-11-15,-18.297607
"1416",2019-11-16,-8.346798
"1417",2019-11-17,19.860866
"1418",2019-11-18,-15.911865
"1419",2019-11-19,-8.306039
"1420",2019-11-20,13.725269
"1421",2019-11-21,24.004033
"1422",2019-11-22,10.384371
"1423",2019-11-23,-4.920597
"1424",2019-11-24,32.030439
"1425",2019-11-25,-2.662068
"1426",2019-11-26,1.169476
"1427",2019-11-27,8.068492
"1428",2019-11-28,14.005068
"1429",2019-11-29,25.396482
"1430",2019-11-30,89.863661
"1431",2019-12-01,66.838136
"1432",2019-12-02,50.295673
"1433",2019-12-03,38.208074
"1434",2019-12-04,28.113061
"1435",2019-12-05,12.775326
"1436",2019-12-06,14.400335
"1437",2019-12-07,112.230582
"1438",2019-12-08,99.739355
"1439",2019-12-09,68.237773
"1440",2019-12-10,70.914921
"1441",2019-12-11,69.077529
"1442",2019-12-12,79.845641
"1443",2019-12-13,101.031083
"1444",2019-12-14,107.001745
"1445",2019-12-15,101.281833
"1446",2019-12-16,90.186297
"1447",2019-12-17,87.93251
"1448",2019-12-18,96.557007
"1449",2019-12-19,94.711918
"1450",2019-12-20,138.306994
"1451",2019-12-21,109.838855
"1452",2019-12-22,90.279595
"1453",2019-12-23,114.862229
"1454",2019-12-24,127.261435
"1455",2019-12-25,119.6993
"1456",2019-12-26,130.226705
"1457",2019-12-27,141.563966
"1458",2019-12-28,138.251796
"1459",2019-12-29,140.323831
"1460",2019-12-30,141.387655
"1461",2019-12-31,129.714947
"1462",2020-01-01,122.329789
"1463",2020-01-02,104.011957
"1464",2020-01-03,117.496567
"1465",2020-01-04,108.495729
"1466",2020-01-05,114.568035
"1467",2020-01-06,135.523611
"1468",2020-01-07,134.175087
"1469",2020-01-08,137.556208
"1470",2020-01-09,158.296147
"1471",2020-01-10,137.531819
"1472",2020-01-11,109.721161
"1473",2020-01-12,112.853729
"1474",2020-01-13,125.831798
"1475",2020-01-14,134.808708
"1476",2020-01-15,140.163154
"1477",2020-01-16,116.765093
"1478",2020-01-17,128.683138
"1479",2020-01-18,135.420703
"1480",2020-01-19,132.990969
"1481",2020-01-20,141.438809
"1482",2020-01-21,134.106216
"1483",2020-01-22,139.168467
"1484",2020-01-23,154.797336
"1485",2020-01-24,148.209652
"1486",2020-01-25,165.506011
"1487",2020-01-26,148.333433
"1488",2020-01-27,152.738475
"1489",2020-01-28,168.35319
"1490",2020-01-29,151.090513
"1491",2020-01-30,158.407897
"1492",2020-01-31,178.328669
"1493",2020-02-01,172.049045
"1494",2020-02-02,146.705847
"1495",2020-02-03,150.215445
"1496",2020-02-04,167.152452
"1497",2020-02-05,185.122211
"1498",2020-02-06,189.965622
"1499",2020-02-07,195.560301
"1500",2020-02-08,197.567094
"1501",2020-02-09,150.782538
"1502",2020-02-10,173.432022
"1503",2020-02-11,194.790843
"1504",2020-02-12,194.211279
"1505",2020-02-13,193.023133
"1506",2020-02-14,194.290484
"1507",2020-02-15,193.404699
"1508",2020-02-16,174.41513
"1509",2020-02-17,199.178015
"1510",2020-02-18,194.292033
"1511",2020-02-19,197.120817
"1512",2020-02-20,202.936594
"1513",2020-02-21,195.565792
"1514",2020-02-22,166.679939
"1515",2020-02-23,143.489852
"1516",2020-02-24,185.416384
"1517",2020-02-25,192.818689
"1518",2020-02-26,187.836848
"1519",2020-02-27,194.316648
"1520",2020-02-28,194.529233
"1521",2020-02-29,179.896086
"1522",2020-03-01,140.149039
"1523",2020-03-02,187.35727
"1524",2020-03-03,194.728983
"1525",2020-03-04,201.666329
"1526",2020-03-05,205.584873
"1527",2020-03-06,204.415177
"1528",2020-03-07,182.771384
"1529",2020-03-08,158.499732
"1530",2020-03-09,203.685183
"1531",2020-03-10,207.573933
"1532",2020-03-11,215.447423
"1533",2020-03-12,207.844923
"1534",2020-03-13,214.536901
"1535",2020-03-14,204.24846
"1536",2020-03-15,188.781201
"1537",2020-03-16,217.261627
"1538",2020-03-17,210.173719
"1539",2020-03-18,207.085834
"1540",2020-03-19,208.704921
"1541",2020-03-20,211.64223
"1542",2020-03-21,197.42046
"1543",2020-03-22,161.547258
"1544",2020-03-23,174.972199
"1545",2020-03-24,169.15154
"1546",2020-03-25,182.089497
"1547",2020-03-26,186.204542
"1548",2020-03-27,167.481535
"1549",2020-03-28,167.680464
"1550",2020-03-29,179.069604
"1551",2020-03-30,213.552591
"1552",2020-03-31,210.321359
"1553",2020-04-01,213.718428
"1554",2020-04-02,181.145655
"1555",2020-04-03,157.411852
"1556",2020-04-04,168.437682
"1557",2020-04-05,155.899786
"1558",2020-04-06,182.89202
"1559",2020-04-07,175.180578
"1560",2020-04-08,178.097541
"1561",2020-04-09,186.394596
"1562",2020-04-10,161.197834
"1563",2020-04-11,164.746175
"1564",2020-04-12,153.349036
"1565",2020-04-13,190.974872
"1566",2020-04-14,180.306766
"1567",2020-04-15,157.852034
"1568",2020-04-16,178.277011
"1569",2020-04-17,200.092493
"1570",2020-04-18,185.843265
"1571",2020-04-19,155.185437
"1572",2020-04-20,189.823878
"1573",2020-04-21,199.280185
"1574",2020-04-22,202.846247
"1575",2020-04-23,205.913306
"1576",2020-04-24,186.212872
"1577",2020-04-25,184.783338
"1578",2020-04-26,156.205548
"1579",2020-04-27,176.17744
"1580",2020-04-28,184.409824
"1581",2020-04-29,196.50006
"1582",2020-04-30,187.280808
"1583",2020-05-01,177.89878
"1584",2020-05-02,159.19174
"1585",2020-05-03,154.044447
"1586",2020-05-04,202.366703
"1587",2020-05-05,204.921672
"1588",2020-05-06,181.457027
"1589",2020-05-07,203.6446
"1590",2020-05-08,205.043564
"1591",2020-05-09,165.732341
"1592",2020-05-10,143.87672
"1593",2020-05-11,193.605315
"1594",2020-05-12,211.071291
"1595",2020-05-13,209.691687
"1596",2020-05-14,198.180516
"1597",2020-05-15,208.694363
"1598",2020-05-16,163.762542
"1599",2020-05-17,147.478991
"1600",2020-05-18,202.862181
"1601",2020-05-19,188.221088
"1602",2020-05-20,194.739987
"1603",2020-05-21,204.010413
"1604",2020-05-22,196.032229
"1605",2020-05-23,132.397244
"1606",2020-05-24,112.120275
"1607",2020-05-25,145.888115
"1608",2020-05-26,172.024203
"1609",2020-05-27,207.2157
"1610",2020-05-28,212.608335
"1611",2020-05-29,216.706694
"1612",2020-05-30,181.069997
"1613",2020-05-31,131.694757
"1614",2020-06-01,193.392906
"1615",2020-06-02,213.288932
"1616",2020-06-03,219.190214
"1617",2020-06-04,211.986402
"1618",2020-06-05,182.287671
"1619",2020-06-06,163.71294
"1620",2020-06-07,139.917871
"1621",2020-06-08,190.8552
"1622",2020-06-09,199.692338
"1623",2020-06-10,165.641691
"1624",2020-06-11,78.712483
"1625",2020-06-12,57.387006
"1626",2020-06-13,36.364352
"1627",2020-06-14,73.647588
"1628",2020-06-15,87.064082
"1629",2020-06-16,103.109941
"1630",2020-06-17,99.410516
"1631",2020-06-18,94.303165
"1632",2020-06-19,113.969317
"1633",2020-06-20,131.313617
"1634",2020-06-21,112.863088
"1635",2020-06-22,167.524092
"1636",2020-06-23,151.483798
"1637",2020-06-24,157.001795
"1638",2020-06-25,150.563744
"1639",2020-06-26,153.768558
"1640",2020-06-27,157.169567
"1641",2020-06-28,143.343624
"1642",2020-06-29,158.778724
"1643",2020-06-30,109.777411
"1644",2020-07-01,100.49927
"1645",2020-07-02,133.782471
"1646",2020-07-03,119.854381
"1647",2020-07-04,106.229388
"1648",2020-07-05,88.83601
"1649",2020-07-06,76.913475
"1650",2020-07-07,37.72439
"1651",2020-07-08,34.258925
"1652",2020-07-09,24.838791
"1653",2020-07-10,16.768828
"1654",2020-07-11,30.593474
"1655",2020-07-12,37.225965
"1656",2020-07-13,14.64325
"1657",2020-07-14,-4.444373
"1658",2020-07-15,-0.235143
"1659",2020-07-16,-10.198198
"1660",2020-07-17,-22.538501
"1661",2020-07-18,-8.653935
"1662",2020-07-19,30.871925
"1663",2020-07-20,13.693756
"1664",2020-07-21,-22.155787
"1665",2020-07-22,-17.077617
"1666",2020-07-23,-13.706351
"1667",2020-07-24,-13.671844
"1668",2020-07-25,-17.737456
"1669",2020-07-26,31.259731
"1670",2020-07-27,4.585528
"1671",2020-07-28,3.54086
"1672",2020-07-29,21.251258
"1673",2020-07-30,21.252694
"1674",2020-07-31,14.166637
"1675",2020-08-01,13.837982
"1676",2020-08-02,28.38412
"1677",2020-08-03,43.936521
"1678",2020-08-04,37.842695
"1679",2020-08-05,41.923652
"1680",2020-08-06,40.981004
"1681",2020-08-07,42.233775
"1682",2020-08-08,49.257512
"1683",2020-08-09,56.788959
"1684",2020-08-10,42.584748
"1685",2020-08-11,37.542502
"1686",2020-08-12,42.64394
"1687",2020-08-13,33.12308
"1688",2020-08-14,3.10466
"1689",2020-08-15,-14.390747
"1690",2020-08-16,-47.894085
"1691",2020-08-17,-33.927517
"1692",2020-08-18,-38.286316
"1693",2020-08-19,-64.781312
"1694",2020-08-20,-40.449848
"1695",2020-08-21,-21.717351
"1696",2020-08-22,-34.935997
"1697",2020-08-23,5.026241
"1698",2020-08-24,-27.288073
"1699",2020-08-25,-50.717245
"1700",2020-08-26,-50.93539
"1701",2020-08-27,-21.278419
"1702",2020-08-28,-12.759495
"1703",2020-08-29,-6.905624
"1704",2020-08-30,15.678573
"1705",2020-08-31,6.185237
"1706",2020-09-01,-12.26409
"1707",2020-09-02,-10.526764
"1708",2020-09-03,-5.434177
"1709",2020-09-04,1.24363
"1710",2020-09-05,5.26976
"1711",2020-09-06,22.758862
"1712",2020-09-07,17.874114
"1713",2020-09-08,-7.651111
"1714",2020-09-09,-26.373396
"1715",2020-09-10,-19.256502
"1716",2020-09-11,-56.780389
"1717",2020-09-12,-40.562355
"1718",2020-09-13,-23.905252
"1719",2020-09-14,-21.965338
"1720",2020-09-15,-13.423819
"1721",2020-09-16,-3.792714
"1722",2020-09-17,-15.729987
"1723",2020-09-18,-19.045838
"1724",2020-09-19,-26.774768
"1725",2020-09-20,-6.436955
"1726",2020-09-21,3.676136
"1727",2020-09-22,7.49614
"1728",2020-09-23,28.653514
"1729",2020-09-24,39.228521
"1730",2020-09-25,39.893138
"1731",2020-09-26,25.627487
"1732",2020-09-27,34.549855
"1733",2020-09-28,-0.542777
"1734",2020-09-29,3.199484
"1735",2020-09-30,13.522067
"1736",2020-10-01,15.660367
"1737",2020-10-02,12.427662
"1738",2020-10-03,20.670061
"1739",2020-10-04,11.072261
"1740",2020-10-05,22.091366
"1741",2020-10-06,20.35055
"1742",2020-10-07,43.561994
"1743",2020-10-08,32.604958
"1744",2020-10-09,39.547329
"1745",2020-10-10,29.470091
"1746",2020-10-11,64.799026
"1747",2020-10-12,79.507902
"1748",2020-10-13,52.581885
"1749",2020-10-14,34.188998
"1750",2020-10-15,32.686045
"1751",2020-10-16,33.901296
"1752",2020-10-17,62.489235
"1753",2020-10-18,70.676039
"1754",2020-10-19,76.722896
"1755",2020-10-20,102.520964
"1756",2020-10-21,90.793961
"1757",2020-10-22,79.856279
"1758",2020-10-23,83.096583
"1759",2020-10-24,110.935555
"1760",2020-10-25,88.947329
"1761",2020-10-26,77.169987
"1762",2020-10-27,60.043425
"1763",2020-10-28,78.57107
"1764",2020-10-29,89.273746
"1765",2020-10-30,100.667608
"1766",2020-10-31,109.433072
"1767",2020-11-01,106.379591
"1768",2020-11-02,120.698312
"1769",2020-11-03,129.741126
"1770",2020-11-04,121.190287
